"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN25LA093","ACC","199672","2025-02-07T17:30:00Z","Spearman","Texas","United States",,"N7191B","3074","false","Aviation","",,,"Minor","0","0","1","1",,,,,"35.997680000000003","-101.10169999999999","ROBINSON HELICOPTER","R22 BETA","HELI",,,"false","1",,,"PERS","091","Substantial","VMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199672/pdf"
"GAA25WA089","ACC","199679","2025-02-07T15:30:00Z","Santa Cruz","Other Foreign","Honduras",,"HR-AFM",,"false","Aviation","",,,"Minor","0","0","1","1","0",,,,"13.256138999999999","-87.325361000000001","PIPER","PA25","AIR",,,"false","1",,,"AAPL","NUSN","Substantial","VMC",,"Maneuvering","N/A",,"Prelim","","None"
"GAA25WA104","ACC","199822","2025-02-07T14:30:00Z","Morcovia",,"Honduras",,"HR-AFM",,"false","Aviation","",,,"Minor","0","0","1","1",,,,,,,"PIPER","PA25","AIR",,,"false",,,,"AAPL","NUSN","Substantial",,,"Maneuvering","N/A",,"Prelim","","None"
"GAA25WA094","ACC","199717","2025-02-07T08:20:00Z","São Paulo city",,"Brazil",,"PS-FEM",,"false","Aviation","",,,"Fatal","2","0","0","2",,,,,,,"BEECRAFT","F90","AIR",,,"false",,,,,"NUSN","Destroyed",,,"Takeoff","N/A",,"Prelim","","None"
"WPR25LA107","ACC","199800","2025-02-06T18:45:00Z","Grand Canyon Village","Arizona","United States",,"N9317M","20700680","false","Aviation","",,,"None","0","0","0","0",,,,,"35.952361000000003","-112.14697","CESSNA","T207A","AIR","GCN","GRAND CANYON NTL PARK","false","1",,,"POSI","091","Substantial","VMC","WESTWIND AVIATION INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199800/pdf"
"ANC25MA018","ACC","199662","2025-02-06T16:20:00Z","Nome","Alaska","United States",,"N321BA","208B5613","false","Aviation","",,,"Fatal","10","0","0","10","0",,,,"64.351667000000006","-164.28083000000001","TEXTRON AVIATION INC","208B","AIR","OME","Nome","false","1",,"SCHD",,"135","Destroyed","VMC","BERING AIR INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199662/pdf"
"CEN25LA092","ACC","199660","2025-02-06T16:00:00Z","Llano","Texas","United States",,"N73081","10297","false","Aviation","DirectorBrief","2025-03-13T04:00:00Z","2025-03-13T18:00:00Z","None","0","0","0","0","0","The flight instructor’s failure to maintain directional control during the landing roll, that resulted in a ground loop, and a susbquent runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot",,"30.788722","-98.662108000000003","CESSNA","140","AIR","AQO","LLANO MUNI","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199660","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199660/pdf"
"CEN25LA095","ACC","199693","2025-02-06T15:10:00Z","Waco","Texas","United States",,"N798SP","172S8722","false","Aviation","",,,"None","0","0","0","0","0",,,,"31.637806000000001","-97.074139000000002","CESSNA","172S","AIR","CNW","Texas State Tech College Waco Airport","false","1",,,"INST","091","Substantial","VMC","Texas State Technical College","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199693/pdf"
"ENG25WA024","INC","199716","2025-02-06T09:20:00Z","Dubai","Other Foreign","United Arab Emirates",,"A6-E0L","186","false","Aviation","",,,"None","0","0","0","0",,,,,"25.258302","55.363702000000004","AIRBUS","A380","AIR",,,"false",,,,,"NUSC","Minor",,"Emirates","Initial Climb","N/A",,"Prelim","","None"
"GAA25WA086","ACC","199675","2025-02-06T03:20:00Z","Bentong Helicopter Landing Site",,"Malaysia",,"PK-LUV",,"false","Aviation","",,,"Fatal","1","0","0","0","1",,,,,,"BELL","206L-4","HELI",,,"false",,,,,"NUSC","Destroyed",,,"Maneuvering","N/A",,"Prelim","","None"
"CEN25LA094","ACC","199681","2025-02-05T19:48:00Z","Pine Bluff","Arkansas","United States",,"N138TL","TJ-362","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"34.172511999999998","-91.935368999999994","BEECH","58P","AIR",,,"false","2",,,"BUS","091","Substantial","IMC","HARVEST INTERNATIONAL MINISTRIES INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199681/pdf"
"ERA25LA111","ACC","199656","2025-02-05T17:26:00Z","New Lexington","Ohio","United States",,"N406SR","2298","false","Aviation","",,,"Serious","0","1","0","1",,,,,"39.683332999999998","-82.205083999999999","CIRRUS DESIGN CORP","SR22","AIR","I86","Ed Newlon Field Airport","false","1",,,"PERS","091","Substantial",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199656/pdf"
"ERA25LA109","ACC","199651","2025-02-05T14:00:00Z","Weirsdale","Florida","United States",,"N811WJ",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"NEAR WILLIAM J","RV-7A",,,,"false",,,,,,,,"NEAR WILLIAM J","Unknown","In work",,,"",""
"DCA25LA117","ACC","199653","2025-02-05T11:15:00Z","Seattle","Washington","United States",,"N3737C, JA868J","30799, 34845","false","Aviation","",,,"None","0","0","0","0",,,,,"47.437114000000001","-122.30399","BOEING, BOEING","737-832, 787","AIR, AIR","SEA","SEATTLE-TACOMA INTL","false, false","2, 2",,"SCHD, SCHD",,"121, 129","Substantial, Minor","VMC","DELTA AIR LINES INC, Japan Air Lines","Standing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199653/pdf"
"GAA25WA084","ACC","199671","2025-02-05T09:30:00Z","Polokwane Civil Aerodrome",,"South Africa",,"ZS-RAC",,"false","Aviation","",,,"Fatal","1","0","0","1",,,,,,,"BELL","206",,,,"false",,,,,,,,,"Unknown","N/A",,,"",""
"ERA25LA117","ACC","199691","2025-02-05T09:30:00Z","Fort Myers","Florida","United States",,"N94JA","17280632","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The student pilot’s failure to maintain clearance from a truck while taxiing.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Student/instructed pilot, Environmental issues - Physical environment - Object/animal/substance - Ground vehicle - Decision related to condition",,"26.581695","-81.863568000000001","CESSNA","172","AIR","FMY","PAGE FLD","false","1","REC",,"INST","091","Substantial","VMC","Yoanna Flight School","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199691","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199691/pdf"
"DCA25WA122","OCC","199670","2025-02-04T05:00:00Z","Olympic Dam",,"Australia",,"VH-A2T",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"EMBRAER","ERJ190",,,,"false",,,,,,,,"Alliance Airlines","Approach","N/A",,,"","None"
"GAA25WA108","ACC","199834","2025-02-03T17:15:00Z","Novo Progresso","Other Foreign","Brazil",,"PT-JTP",,"false","Aviation","",,,"None","0","0","0","0","0",,,,,,"CESSNA","U206",,,,"false",,,,,,,,,"Enroute","N/A",,,"","None"
"ERA25LA114","ACC","199673","2025-02-03T17:00:00Z","Clarksville","Tennessee","United States",,"N62112","17275214","false","Aviation","",,,"None","0","0","0","0","0",,,,"36.621865","-87.414947999999995","CESSNA","172P","AIR","CKV","OUTLAW FLD","false","1",,"NSCH","INST","091","Substantial","VMC","REGISTRATION PENDING","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199673/pdf"
"ANC25LA017","ACC","199633","2025-02-02T14:54:00Z","Anchorage","Alaska","United States",,"N3206U","18254606","false","Aviation","",,,"None","0","0","0","0",,,,,"61.216351000000003","-149.82227","CESSNA","182F","AIR","MRI","Merrill Field","false","1",,,"PERS","091","Substantial","VMC",,"Emergency Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199633/pdf"
"WPR25LA086","ACC","199642","2025-02-02T14:00:00Z","Ramona","California","United States",,"N5268K","17274038","false","Aviation","",,,"None","0","0","0","0",,,,,"33.039451999999997","-116.91526","CESSNA","172P","AIR","RNM","Ramona Airport","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199642/pdf"
"CEN25LA091","ACC","199640","2025-02-01T23:30:00Z","Ennis","Texas","United States",,"N334LF","20-1026","false","Aviation","DirectorBrief","2025-03-06T05:00:00Z","2025-03-06T19:00:00Z","None","0","0","0","0","0","The pilot’s improper fuel planning which resulted in the total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"32.360390000000002","-96.536689999999993","AIRCRAFT MFG & DEVELOPMENT CO","CH 2000","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199640","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199640/pdf"
"DCA25LA120","ACC","199663","2025-02-01T19:50:00Z","Chicago","Illinois","United States",,"N420AW",,"false","Aviation","",,,"Serious",,,,,,,,,,,"BOMBARDIER INC","CL-600-2B19",,,,"false",,,"SCHD",,"121",,,"AIR WISCONSIN AIRLINES LLC","Taxi","In work",,,"",""
"GAA25WA078","ACC","199646","2025-02-01T18:00:00Z","San Miguel","Other Foreign","Philippines",,"RP-C3424",,"false","Aviation","",,,,,,,,,,,,,,"ROBINSON","R44",,,,"false",,,,,,,,,"Unknown","N/A",,,"",""
"CEN25LA090","ACC","199639","2025-02-01T14:50:00Z","Sparta","Illinois","United States",,"N88LE","1039WEF","false","Aviation","",,,"None","0","0","0","0","0",,,,"38.148864000000003","-89.698504","RUTAN","Long-EZ","AIR","SAR","Sparta Community Airport - Hunter Field","false","1",,,"PERS","091","Destroyed","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199639/pdf"
"WPR25LA087","ACC","199647","2025-02-01T14:00:00Z","Upland","California","United States",,"N79LC, N2951H","AL-1143, 3576","false","Aviation","",,,"None","0","0","0","0",,,,,"34.111609000000001","-117.68738","AMERICAN LEGEND AIRCRAFT CO, ERCOUPE","AL3, 415-C","AIR, AIR","CCB","CABLE","false, false","1, 1",,,"PERS, PERS","091, 091","Substantial, Substantial",,,,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199647/pdf"
"GAA25WA077","ACC","199645","2025-02-01T14:00:00Z","Pacific Ocean","Other Foreign","Ecuador",,"HC-CQY","10116","false","Aviation","",,,"Fatal","1","1","0","1","1",,,,,,"ROBINSON","R44","HELI",,,"false","1",,,"AOBV","UNK","Substantial",,,"Takeoff","N/A",,"Prelim","","None"
"WPR25LA089","ACC","199680","2025-02-01T10:30:00Z","Daggett","California","United States",,"N466TM","57-466","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","Serious","0","2","0","2","0","An inflight upset due to an improperly secured load that resulted in serious injuries.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Cabin crew, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of personnel - Operator",,"35.100116","-116.90367999999999","LOCKHEED","C-130A","AIR",,,"false","4","TP","NSCH","ADRP","091","None","VMC","TBM INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199680","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199680/pdf"
"ERA25MA106","ACC","199630","2025-01-31T19:07:00Z","Philadelphia","Pennsylvania","United States",,"XA-UCI","032","false","Aviation","",,,"Fatal","7","4","20","6","25",,,,"40.046461000000001","-75.057582999999994","LEARJET","55","AIR","PNE","Northeast Philadelphia Airport","false","2",,,"BUS","129","Destroyed","IMC","Med Jets, S.A. DE C.V.","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199630/pdf"
"GAA25WA079","ACC","199648","2025-01-31T05:00:00Z","Santa Cruz","Other Foreign","Bolivia",,"CP-2293",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"CESSNA","188","AIR",,,"false",,,,,"NUSN","Destroyed",,,"Maneuvering","N/A",,"Prelim","","None"
"ERA25LA108","ACC","199643","2025-01-30T16:30:00Z","Ravenswood","West Virginia","United States",,"N74608","AA5B0282","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0",,"The pilot’s distraction during taxi, which resulted in a taxiway excursion.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot",,"38.925573999999997","-81.82329","GRUMMAN AMERICAN AVN. CORP.","AA-5B","AIR","I18","JACKSON COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199643","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199643/pdf"
"ERA25LA107","ACC","199634","2025-01-30T11:34:00Z","Fellsmere","Florida","United States",,"N8ZT","5293","false","Aviation","",,,,,,,,,,,,"27.680430000000001","-80.523218","AVIAT INC","PITTS S-2B","AIR",,,"false","1",,,"PERS","091","Unknown",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199634/pdf"
"DCA25MA108","ACC","199620","2025-01-29T21:48:00Z","Washington","District of Columbia","United States",,"N709PS, UNREG","10165, ","true","Aviation","",,,"Fatal","67","0","0","67",,,,,"38.845339000000003","-77.024186999999998","BOMBARDIER INC, SIKORSKY","CL-600-2C10, UH60","AIR, HELI",,,"false, false","2",,"SCHD, NSCH",,"121, ARMF","Destroyed, Destroyed","VMC","PSA Airlines, Army Department of Defense","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199620/pdf"
"WPR25LA085","ACC","199623","2025-01-29T15:17:00Z","Santa Barbara","California","United States",,"N124LZ","1125","false","Aviation","",,,"Serious","0","2","0","2",,,,,"34.438175000000001","-119.85799","CIRRUS DESIGN CORP","SR22T","AIR","SBA","Santa Barbara Municipal Airport","false","1",,,"PERS","091","Destroyed","VMC","LIMA ZULU AIRCRAFT CORP","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199623/pdf"
"GAA25WA073","ACC","199625","2025-01-29T05:00:00Z","Baruta","Other Foreign","Venezuela",,"YV3561",,"false","Aviation","",,,"Fatal","3","0","0","3","0",,,,,,"CESSNA","550",,,,"false",,,,,,,,,"Initial Climb","N/A",,,"","None"
"ERA25LA118","ACC","199695","2025-01-28T22:05:00Z","Kennesaw","Georgia","United States",,"N1159K","172S10357","false","Aviation","",,,"None","0","0","0","0",,,,,"34.013458","-84.588071999999997","CESSNA","172","AIR","RYY","COBB COUNTY INTL/MCCOLLUM FLD","false","1",,,"INST","091","Substantial",,"CAVU AERO LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199695/pdf"
"DCA25WA125","OCC","199701","2025-01-28T05:00:00Z","Kano","Other Foreign","Nigeria",,"5N-MBD",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","737",,,,"false",,,"SCHD",,"129",,,"Max Air","Landing","N/A",,,"","None"
"DCA25WA106","INC","199617","2025-01-27T17:11:00Z","Jakarta",,"Indonesia",,"N",,"false","Aviation","",,,"Minor","0","0","2","2",,,,,,,"BOEING","737",,,,"false",,,,,"NUSC",,,,"Enroute","N/A",,,"","None"
"CEN25LA089","ACC","199624","2025-01-27T16:43:00Z","Brush","Colorado","United States",,"N1739K","4466","false","Aviation","DirectorBrief","2025-02-27T05:00:00Z","2025-02-27T19:00:00Z","Minor","0","0","1","1","0","The failure of the left main landing gear forward strut.","Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck - Failure, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"40.264361000000001","-103.57563","LUSCOMBE","8E","AIR","7V5","Brush Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199624","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199624/pdf"
"CEN25LA088","ACC","199611","2025-01-27T10:30:00Z","Air Force Academy","Colorado","United States",,"N51387","172S9013","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain airplane control during final approach after encountering an unexpected windshear.","Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Response/compensation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained",,"38.973390999999999","-104.82003","CESSNA","172S","AIR","AFF","USAF Academy Davis Airfield","false","1","REC",,"INST","091","Substantial","VMC","10FSS - USAFA AERO CLUB","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199611","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199611/pdf"
"DCA25WA104","INC","199615","2025-01-27T05:00:00Z","Cochabamba",,"Belarus",,"CP-2923",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"BOEING","737",,,,"false",,,,,,,,,"Takeoff","N/A",,,"","None"
"GAA25WA070","ACC","199609","2025-01-26T15:04:00Z","Región del Bio Bio","Other Foreign","Chile",,"CC-KKM",,"false","Aviation","",,,"Fatal","2","2","0","4","0",,,,,,"CESSNA","182",,,,"false",,,,,,,,,"Enroute","N/A",,,"","None"
"ENG25WA020","INC","199664","2025-01-25T22:44:00Z","Monterrey","Other Foreign","Mexico",,"XA-VAY","8027","false","Aviation","",,,"None","0","0","0","0",,,,,"25.782211","-100.1097","AIRBUS","A320","AIR",,,"false",,,,,"NUSC","None",,"VIVA Aerobus","Enroute","N/A",,"Prelim","","None"
"ERA25FA103","ACC","199596","2025-01-25T13:35:00Z","Charlottesville","Virginia","United States",,"N2UZ","D-9980","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"38.096676000000002","-78.454201999999995","BEECH","V35B","AIR","CHO","Charlottesville-Albemarle Airport","false","1",,,"PERS","091","Destroyed","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199596/pdf"
"GAA25WA087","ACC","199676","2025-01-25T13:00:00Z","PARÁ DE MINAS - MINAS GERAIS","Other Foreign","Brazil",,"PR-NEI",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"CESSNA","172","AIR",,,"false",,,,,"NUSN","Destroyed",,,"Takeoff","N/A",,"Prelim","","None"
"WPR25LA083","ACC","199612","2025-01-24T11:30:00Z","Vacaville","California","United States",,"N730CS","CCK-1865-1076","false","Aviation","",,,"None","0","0","0","0",,,,,"38.378222000000001","-121.96119","CHARLES E SPENCER","CCK-1865","AIR","VCB","NUT TREE","true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199612/pdf"
"DCA25LA093","ACC","199591","2025-01-24T01:31:00Z","Dabouzra",,"Cote D'ivoire",,"N27903","34823","false","Aviation","",,,"Serious","0","1","15","16",,,,,"7","-6","BOEING","787-8","AIR",,,"false","2",,"SCHD",,"121","None",,"United Airlines","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199591/pdf"
"WPR25LA082","ACC","199593","2025-01-23T16:15:00Z","Columbia","California","United States",,"N79910","17258243","false","Aviation","",,,"Serious","0","2","0","2",,,,,"38.015813000000001","-120.41977","CESSNA","172K","AIR","O22","COLUMBIA","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199593/pdf"
"GAA25WA080","ACC","199649","2025-01-23T15:00:00Z","Canarana",,"Brazil",,"PR-AAN","18802968T","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"-13.145277999999999","-52.749167","CESSNA","188","AIR",,,"false","1",,,"AAPL","NUSC","Substantial",,,"Maneuvering","N/A",,"Prelim","","None"
"CEN25LA087","ACC","199592","2025-01-22T23:50:00Z","Arcola","Texas","United States",,"N44BN","K077","false","Aviation","DirectorBrief","2025-03-20T04:00:00Z","2025-03-20T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to extend the airplane’s landing gear before landing.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",,"29.506209999999999","-95.476695000000007","EPIC AIRCRAFT LLC","E1000","AIR","AXH","Houston Southwest Airport","false","1","TP",,"BUS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199592","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199592/pdf"
"ENG25WA019","INC","199629","2025-01-22T07:30:00Z","Hermosillo","Other Foreign","Mexico",,"N543VL","9070","false","Aviation","",,,"None","0","0","0","0",,,,,"29.094854000000002","-111.05065","AIRBUS","A321-271N","AIR",,,"false","2",,,,"NUSC","None",,"Volaris","Takeoff","N/A",,"Prelim","","None"
"GAA25WA069","ACC","199607","2025-01-21T18:00:00Z","Les Allues","Other Foreign","France",,"F-BAYP",,"false","Aviation","",,,,,,,,,,,,,,"PIPER","PA18",,,,"false",,,,,,,,,"Approach","N/A",,,"","None"
"ENG25WA017","INC","199583","2025-01-21T16:54:00Z","Santiago",,"Chile",,"PH-BHO",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","787","AIR",,,"false",,,"SCHD",,"121","Minor",,"KLM Royal Dutch Airlines","Pushback/Tow","N/A",,"Prelim","","None"
"GAA25WA142","ACC","200041","2025-01-21T14:45:00Z","Maripasoula",,"French Guiana",,"HB-FDU",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"PILATUS","PC6",,,,"false",,,,,,,,,"Approach","N/A",,,"","None"
"ENG25WA015","INC","199572","2025-01-20T22:00:00Z","Nassau",,"Bassas Da India",,"CS-CHJ",,"false","Aviation","",,,,,,,,,,,,,,"BOMBARDIER","BD100 1A10",,,,"false",,,,,,,,,"Initial Climb","N/A",,,"","None"
"GAA25WA067","ACC","199584","2025-01-20T19:08:00Z","Canelillos",,"Chile",,"CC-PEC",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-35.959721999999999","-72.665000000000006","PIPER","PA31","AIR",,,"false","2",,,"PERS","NUSN","Substantial",,,"Takeoff","N/A",,"Prelim","","None"
"CEN25LA085","ACC","199582","2025-01-20T13:50:00Z","Mount Vernon","Illinois","United States",,"N8997W","28-10579","false","Aviation","DirectorBrief","2025-03-06T05:00:00Z","2025-03-06T19:00:00Z","None","0","0","0","0",,"The pilot's improper landing flare and subsequent improper recovery from a bounced landing, which resulted in a collision with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"38.323360999999998","-88.858500000000006","PIPER","PA-28-235","AIR","MVN","Mount Vernon Airport","false","1","REC","NSCH","PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199582","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199582/pdf"
"CEN25LA083","ACC","199571","2025-01-20T11:45:00Z","Minneapolis","Minnesota","United States",,"N6NR","258701","false","Aviation","DirectorBrief","2025-03-06T05:00:00Z","2025-03-06T19:00:00Z","None","0","0","0","0","0","The failure of the nose landing gear to extend for undetermined reasons.","Aircraft - Aircraft systems - Landing gear system - (general) - Malfunction, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"44.881971999999998","-93.221778","RAYTHEON AIRCRAFT COMPANY","HAWKER 800XP","AIR","MSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","false","2","TF",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199571","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199571/pdf"
"ERA25LA102","ACC","199590","2025-01-20T09:30:00Z","Orlando","Florida","United States",,"N976DR","PP-007","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to verify the canopy latches were in the locked position prior to takeoff.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft structures - Windows-windshield system - (general) - Not used/operated",,"28.543194","-81.338027999999994","DANIEL A ROBINSON","HIGH 6 BERKUT 540","AIR","ORL","EXEC","true","1","REC","NSCH","PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199590","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199590/pdf"
"GAA25WA064","ACC","199563","2025-01-19T21:30:00Z","Paredones Commune","Other Foreign","Chile",,"N622LT","54943","false","Aviation","",,,"Fatal","3","0","0","3",,,,,,,"BELL TEXTRON CANADA LTD","407","HELI",,,"false","1",,,,"UNK","Destroyed",,,"Enroute","N/A",,"Prelim","","None"
"ERA25LA098","ACC","199576","2025-01-19T15:10:00Z","Miramar","Florida","United States",,"N916VS","059","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"25.996943999999999","-80.244444000000001","MONTAER LTDA","MONTAER MC01","AIR","HWO","NORTH PERRY","false","1",,,"PERS","091","Substantial","VMC","BAHAMIAN CLUB LLC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199576/pdf"
