"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA25LA157","ACC","199917","2025-02-25T14:45:00Z","Lenoir","North Carolina","United States",,"N7697N","CD-1201","false","Aviation","",,,"None","0","0","0","0","0",,,,"35.934626999999999","-81.499870999999999","BEECH","E33","AIR","NC27",,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199917/pdf"
"ERA25LA131","ACC","199777","2025-02-25T14:16:00Z","Miami Gardens","Florida","United States",,"N799RX","1981","false","Aviation","",,,"None","0","0","0","0",,,,,"25.913283","-80.275069999999999","MALLORY HORTON","AQUA-BEE","AIR","TMB","MIAMI EXEC","true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199777/pdf"
"DCA25LA141","OCC","199763","2025-02-25T09:48:00Z","Chicago","Illinois","United States",,"N8517F, N560FX","63594, 20886","false","Aviation","",,,"None","0","0","0","0",,,,,"41.785998999999997","-87.752403000000001","BOEING, BOMBARDIER","737-800, BD-100-1A10 (CL-35)","AIR, AIR","KMDW","Chicago Midway International Airport","false, false","2",,"SCHD, NSCH","PERS","121, 091K","None, None","VMC","SOUTHWEST AIRLINES CO, FLEXJET LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199763/pdf"
"ERA25LA126","ACC","199757","2025-02-24T20:45:00Z","Hampstead","North Carolina","United States",,"N930NH","0461","false","Aviation","",,,"Serious","0","3","0","3",,,,,"34.353189999999998","-77.815399999999997","EUROCOPTER DEUTSCHLAND GMBH","EC 135 P2+","HELI",,,"false","2",,"NSCH","POSI","135","Substantial","VMC","Integra Aviation LLC.","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199757/pdf"
"CEN25LA103","ACC","199756","2025-02-24T15:30:00Z","Azle","Texas","United States",,"N78WT","M-3","false","Aviation","",,,"Minor","0","0","2","2",,,,,"32.895099999999999","-97.545900000000003","Starduster","II","AIR","2TE2","Flying Oaks Airport","true","1",,,"PERS","091","Destroyed","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199756/pdf"
"CEN25LA102","ACC","199752","2025-02-24T11:45:00Z","Iron River","Michigan","United States",,"N34284","17701749","false","Aviation","",,,"None","0","0","0","0","0",,,,"46.078819000000003","-88.635499999999993","CESSNA","177","AIR","Y73","STAMBAUGH","false","1",,,"PERS","091","Substantial",,,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199752/pdf"
"DCA25LA139","INC","199761","2025-02-24T09:48:00Z","Atlanta","Georgia","United States",,"N942AT",,"false","Aviation","",,,"Minor","0","0","2","2","0",,,,,,"BOEING","717",,,,"false",,,"SCHD",,"121",,"VMC","DELTA AIR LINES INC","Takeoff","In work",,,"",""
"ERA25LA125","ACC","199755","2025-02-23T21:15:00Z","Okeechobee","Florida","United States",,"N63CK","CCX-2000-0120","false","Aviation","",,,"None","0","0","0","0",,,,,"27.264101","-80.853795000000005","C K ING ADVENTURE LLC","CCX-2000","AIR","OBE","OKEECHOBEE COUNTY","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199755/pdf"
"ERA25LA139","ACC","199827","2025-02-23T16:15:00Z","Gainesville","Georgia","United States",,"N2480D","20632","false","Aviation","",,,"None","0","0","0","0",,,,,"34.272626000000002","-83.830225999999996","CESSNA","170B","AIR","GVL","LEE GILMER MEML","false","1",,,"FERY","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199827/pdf"
"WPR25LA102","ACC","199745","2025-02-23T15:20:00Z","La Verne","California","United States",,"N137RJ","172S8296","false","Aviation","",,,"None","0","0","0","0",,,,,"34.090000000000003","-117.78","CESSNA","172S","AIR","KPOC","Brackett Field","false","1",,,"INST","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199745/pdf"
"ERA25LA124","ACC","199754","2025-02-23T15:00:00Z","Tavares","Florida","United States",,"N40DJ","2470","false","Aviation","",,,"Minor","0","0","2","2",,,,,"28.800556","-81.727778000000001","DECKER DANIEL B","SEAREY","AIR","FA1","Tavares Seaplane Base","true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199754/pdf"
"ERA25LA128","ACC","199759","2025-02-23T10:00:00Z","Alton Bay","New Hampshire","United States",,"N321TB","E-1998","false","Aviation","",,,"None","0","0","0","0",,,,,"43","-71","BEECH","A36","AIR","B18","Alton Bay","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199759/pdf"
"DCA25WA158","INC","199841","2025-02-22T17:21:00Z","Marrakesh",,"Madagascar",,"EI-IHG",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","737-8MAX 200",,,,"false",,,,,"NUSC",,,"Ryan Air","Taxi","N/A",,,"","None"
"WPR25LA101","ACC","199744","2025-02-22T17:20:00Z","Santa Teresa","New Mexico","United States",,"N4191T","67-16164","false","Aviation","",,,"None","0","0","0","0",,,,,"31.874351000000001","-106.69204000000001","HUGHES","OH-6A","HELI","DNA",,"false","1",,,"INST","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199744/pdf"
"ERA25LA127","ACC","199758","2025-02-22T16:45:00Z","Mayo","Maryland","United States",,"N781FM","17274448","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"38.892229999999998","-76.504779999999997","CESSNA","172P","AIR",,,"false","1",,,"INST","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199758/pdf"
"WPR25LA103","ACC","199746","2025-02-21T11:30:00Z","Pendleton","Oregon","United States",,"N265PA","178650100U","false","Aviation","",,,"None","0","0","0","0",,,,,"45.695095999999999","-118.84336","AMAZON.COM SERVICES LLC","MK30","HELI","PDT","EASTERN OREGON RGNL AT PENDLETON","false","6",,,"FLTS","091","Substantial",,"AMAZON.COM SERVICES LLC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199746/pdf"
"ANC25LA019","ACC","199729","2025-02-20T17:42:00Z","Wasilla","Alaska","United States",,"N2447J","18-7909125","false","Aviation","",,,"None","0","0","0","0",,,,,"61.4895","-149.60365999999999","PIPER","PA-18-150","AIR","77AK","Tidewater Airport","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199729/pdf"
"WPR25FA100","ACC","199728","2025-02-20T17:40:00Z","Ririe","Idaho","United States",,"N118LG","65107","false","Aviation","",,,"Fatal","1","1","0","2",,,,,"43.571959999999997","-111.73587000000001","BELL HELICOPTER TEXTRON CANADA","505","HELI",,,"false","1",,,"PERS","091","Substantial","VMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199728/pdf"
"WPR25LA105","ACC","199748","2025-02-20T15:45:00Z","Cottonwood","Arizona","United States",,"N726ER","172S13029","false","Aviation","",,,"None","0","0","0","0",,,,,"34.730055999999998","-112.03513","TEXTRON AVIATION INC","172S","AIR","P52",,"false","1",,"NSCH","INST","091","Substantial",,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199748/pdf"
"ENG25WA025","INC","199778","2025-02-20T14:00:00Z","Rio de Janeiro",,"Brazil",,"PR-OHY","41501","false","Aviation","",,,"None","0","0","0","0",,,,,,,"LEONARDO","AW139","HELI",,,"false",,,,,"NUSC","Unknown",,"Omni Taxi Aereo S.A.","Enroute","N/A",,"Prelim","","None"
"ERA25LA123","ACC","199743","2025-02-20T14:00:00Z","Argyle","New York","United States",,"N1609Y","17249309","false","Aviation","",,,"None","0","0","0","0","0",,,,"43.251269000000001","-73.471795","CESSNA","172C","AIR","1C3","Argyle Airport","false","1",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199743/pdf"
"WPR25LA104","ACC","199747","2025-02-20T14:00:00Z","Waterville","Washington","United States",,"N7792A","32689","false","Aviation","",,,"None","0","0","0","0",,,,,"47.656004000000003","-120.05646","CESSNA","180A","AIR","2S5","WATERVILLE","false","1",,,"INST","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199747/pdf"
"GAA25WA107","ACC","199831","2025-02-20T12:30:00Z","Samburu",,"Kenya",,"5Y-BAD",,"false","Aviation","",,,,,,,,,,,,,,"CESSNA","C185-A",,,,"false",,,,,,,,,"Unknown","N/A",,,"","None"
"CEN25LA101","ACC","199749","2025-02-20T12:20:00Z","Farlinville","Kansas","United States",,"N30413","17701240","false","Aviation","",,,"None","0","0","0","0",,,,,"38.253472000000002","-94.790028000000007","CESSNA","177A","AIR",,,"false","1",,,"AOBV","091","Substantial","VMC","EAGLE SKY PATROL INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199749/pdf"
"ANC25LA020","ACC","199751","2025-02-20T12:10:00Z","Kapolei","Hawaii","United States",,"N19867","17260818","false","Aviation","",,,"Minor","0","0","2","2",,,,,"21.310300000000002","-158.07130000000001","CESSNA","172M","AIR","JRF",,"false","1",,,"INST","091","Substantial","VMC","PACIFIC FLIGHT ACADEMY LLC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199751/pdf"
"GAA25WA099","ACC","199795","2025-02-20T05:00:00Z","Nizhny Novgorodr",,"Russia",,"RA-2296G",,"false","Aviation","",,,"Fatal","2","0","0","2",,,,,,,"VANS","RV7",,,,"false",,,,,,,,,"Maneuvering","N/A",,,"","None"
"GAA25WA096","ACC","199726","2025-02-19T18:00:00Z","Aerocity airstrip",,"Ecuador",,"HC-CAZ",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"CESSNA","188","AIR",,,"false",,,,,"UNK","Minor",,,"Landing","N/A",,"Prelim","","None"
"WPR25FA097","ACC","199723","2025-02-19T09:28:00Z","Marana","Arizona","United States",,"N3602M, N463ER","941-320-781, 172S11597","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"32.409567000000003","-111.21680000000001","LANCAIR, CESSNA","360, 172","AIR, AIR","AVQ","MARANA RGNL","true, false","1, 1",,,"PERS, INST","091, 091","Destroyed, Minor","VMC","BIRD ACQUISITION LLC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199723/pdf"
"GAA25WA095","ACC","199725","2025-02-19T02:48:00Z","Barangay Lalang,","Other Foreign","Philippines",,"RP-C1085",,"false","Aviation","",,,,,,,,,,,,,,"PIPER","PA38",,,,"false",,,,,,,,,"Enroute","N/A",,,"",""
"CEN25LA121","ACC","199858","2025-02-18T17:30:00Z","Greenville","Mississippi","United States",,"N7486S","15070358","false","Aviation","",,,"None","0","0","0","0",,,,,"33.39002","-91.041842000000003","CESSNA","150J","AIR","GLH",,"false","1",,,"INST","091","Substantial",,"GARAGE DOORS OF GREENVILLE LLC","Emergency Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199858/pdf"
"WPR25LA098","ACC","199724","2025-02-18T16:46:00Z","Oxnard","California","United States",,"N3901L","17254070","false","Aviation","",,,"None",,,,,,,,,"34.200806999999998","-119.20722000000001","CESSNA","172","AIR","OXR","Oxnard Airport","false","1",,,"INST","091","Substantial",,"SAN FERNANDO AVITIOIN LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199724/pdf"
"CEN25LA096","ACC","199710","2025-02-17T23:15:00Z","Gladewater","Texas","United States",,"N26071","AA5A0413","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"32.529572999999999","-94.972114000000005","GRUMMAN AMERICAN AVN. CORP.","AA-5A","AIR","07F",,"false","1",,,"PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199710/pdf"
"ERA25LA129","ACC","199768","2025-02-17T16:03:00Z","Philadelphia","Pennsylvania","United States",,"N405TJ","0405","false","Aviation","",,,"None","0","0","0","0","0",,,,"39.933332999999998","-75.150000000000006","EUROCOPTER DEUTSCHLAND GMBH","EC135T2","HELI","9PA8",,"false","2",,"NSCH","OWRK","135","Substantial","VMC","AIR METHODS LLC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199768/pdf"
"CEN25LA100","ACC","199714","2025-02-17T15:30:00Z","Breckenridge","Texas","United States",,"N597JC","18053054","false","Aviation","DirectorBrief","2025-03-20T04:00:00Z","2025-03-20T18:00:00Z","None","0","0","0","0","0","The mechanic’s failure to properly install the throttle cable hardware resulting in a separation of the cable and loss of engine throttle control.","Personnel issues - Action/decision - Action - Forgotten action/omission - Maintenance personnel, Aircraft - Aircraft power plant - Engine controls - Power lever - Incorrect service/maintenance",,"32.740000000000002","-98.891000000000005","CESSNA","180","AIR","BKD",,"false","1","REC",,"PERS","091","Destroyed","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199714","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199714/pdf"
"WPR25LA095","ACC","199721","2025-02-17T14:20:00Z","Geyserville","California","United States",,"N14QK","10003","false","Aviation","",,,"None","0","0","0","0",,,,,"38.71781","-122.88706000000001","QUICKSILVER AERONAUTICS LLC","L-S2S","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199721/pdf"
"DCA25WA127","ACC","199707","2025-02-17T05:00:00Z","Toronto","Other Foreign","Canada",,"N932XJ",,"false","Aviation","",,,,,,,,,,,,,,"BOMBARDIER INC","CL-600-2D24",,,,"false",,,"SCHD",,"121",,,"Endeavor Air","Landing","N/A",,,"","None"
"CEN25LA099","ACC","199713","2025-02-16T23:47:00Z","Pearland","Texas","United States",,"N2913E","17271371","false","Aviation","",,,,"0","0","0","0","0",,,,"29.521277999999999","-95.242138999999995","CESSNA","172N","AIR","LVJ","Pearland Regional Airport","false","1",,,"PERS","091","Substantial",,"FLYING TIGERS FLIGHT SCHOOL LTD","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199713/pdf"
"WPR25LA094","ACC","199720","2025-02-16T15:45:00Z","Flagstaff","Arizona","United States",,"N105DF","21064999","false","Aviation","",,,"None","0","0","0","0","0",,,,"35.162368999999998","-111.72794","CESSNA","T210R","AIR",,,"false","1",,,"POSI","091","Substantial","VMC","Douglas Friesen","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199720/pdf"
"WPR25LA096","ACC","199722","2025-02-16T14:15:00Z","Minersville","Utah","United States",,"N151GW","15070186","false","Aviation","",,,"None","0","0","0","0",,,,,"38.219999999999999","-112.98999999999999","CESSNA","150J","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199722/pdf"
"CEN25LA097","ACC","199711","2025-02-16T13:39:00Z","Laredo","Texas","United States",,"N747HS","21356","false","Aviation","",,,"Serious","0","1","0","1","0",,,,"27.558406000000002","-99.462778","DOUGLAS","A-20G","AIR","LRD","Laredo International Airport","false","2",,,"ASHO","091","Substantial","VMC","Air Legends Foundation","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199711/pdf"
"CEN25LA098","ACC","199712","2025-02-16T08:37:00Z","Cookville","Missouri","United States",,"N6100N","0216FF","false","Aviation","",,,"None","0","0","0","0","0",,,,"37.662131000000002","-92.206986000000001","MD HELICOPTERS INC","369FF","HELI","TBN","WAYNESVILLE-ST ROBERT RGNL FORNEY FLD","false","2",,,"AOBV","091","Substantial","VMC","USDA APHIS WS ATOC","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199712/pdf"
"ERA25FA120","ACC","199706","2025-02-16T00:00:00Z","Covington","Georgia","United States",,"N1423J","423","false","Aviation","",,,"Fatal","2","0","0","2",,,,,"33.633727999999998","-83.842375000000004","ROCKWELL","112","AIR","CVC","Covington Municipal","false","1",,,"PERS","091","Destroyed","IMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199706/pdf"
"ERA25LA133","ACC","199792","2025-02-15T15:30:00Z","Culpepper","Virginia","United States",,"N373AM","C0379","false","Aviation","",,,"None","0","0","0","0","0",,,,"38.531039","-77.855456000000004","DIAMOND AIRCRAFT IND INC","DA20-C1","AIR","CJR","CULPEPER RGNL","false","1",,,"INST","091","Substantial","VMC","KA HOLDINGS LLC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199792/pdf"
"ERA25LA121","ACC","199708","2025-02-15T09:35:00Z","Syracuse","New York","United States",,"N1178F","17254773","false","Aviation","",,,"None","0","0","0","0",,,,,"43","-76","CESSNA","172G","AIR","SYR","SYRACUSE HANCOCK INTL","false","1",,,"INST","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199708/pdf"
"ERA25FA119","ACC","199705","2025-02-14T19:40:00Z","Pierson","Florida","United States",,"N40EA","20800065","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"29.268160999999999","-81.350455999999994","CESSNA","208","AIR","None",,"false","1",,"NSCH","POSI","091","Substantial","Unknown","Skydive Palatka","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199705/pdf"
"GAA25WA106","INC","199830","2025-02-14T02:06:00Z","Melbourne",,"Australia",,"VH-PPY",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-37.975833000000002","145.10222200000001","SLING","LSA","AIR",,"Moorabbin Aerodrome","false",,,,,"091","Minor",,,"Taxi","N/A",,"Prelim","","None"
"WPR25LA093","ACC","199715","2025-02-13T11:50:00Z","Moab","Utah","United States",,"N3WL","9505","false","Aviation","",,,"None",,,,,,,,,"38.759068999999997","-109.74571","AIRBUS HELICOPTERS","EC 130 T2","HELI","CNY",,"false","1",,,"UNK","091","Minor",,"WELL LIVED MT LLC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199715/pdf"
"DCA25WA151","INC","199784","2025-02-13T10:36:00Z","Truscot-Mungagalu",,"Australia",,"G-STDB",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"BOEING","777",,,,"false",,,"SCHD",,"129",,,"British Airways","Enroute","N/A",,,"","None"
"DCA25LA126","ACC","199703","2025-02-13T05:00:00Z","San Francisco","California","United States",,"N939WN",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"BOEING","737-7H4",,,,"false",,,"SCHD",,"121",,,"SOUTHWEST AIRLINES CO","Enroute","In work",,,"",""
"DCA25WA157","OCC","199833","2025-02-12T05:00:00Z","Darwin","Other Foreign","Australia",,"VH-UYO",,"false","Aviation","",,,,,,,,,,,,,,"EMBRAER","ERJ190",,,,"false",,,"SCHD",,"129",,,"QantasLink","Approach","N/A",,,"","None"
"ERA25LA115","ACC","199683","2025-02-11T12:10:00Z","Hampton","New Hampshire","United States",,"N77989","3716","false","Aviation","",,,"None","0","0","0","0","0",,,,"42.956899","-70.830757000000006","LUSCOMBE","8A","AIR","7B3","HAMPTON AIRFIELD","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199683/pdf"
"ERA25LA116","ACC","199685","2025-02-11T07:35:00Z","Asheboro","North Carolina","United States",,"N769DM","08SP24","false","Aviation","",,,"None","0","0","0","0","0",,,,"35.655695000000001","-79.894193000000001","Mackey Property Holdings LLC","Sparker","AIR","HBI","ASHEBORO RGNL","true","1",,,"PERS","091","Unknown","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199685/pdf"
"DCA25WA124","OCC","199698","2025-02-11T05:00:00Z","Rio de janiero","Other Foreign","Brazil",,"PS-GPP",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","737",,,,"false",,,"SCHD",,"129",,,"Gol Airlines","Takeoff","N/A",,,"","None"
"WPR25FA090","ACC","199682","2025-02-10T15:55:00Z","Skull Valley","Utah","United States",,"N9324S","MC-345","false","Aviation","",,,"None","0","0","0","0",,,,,"40.749277999999997","-112.66943000000001","BEECH","B24R","AIR",,,"false","1",,,"INST","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199682/pdf"
"WPR25FA088","ACC","199677","2025-02-10T15:38:00Z","Scottsdale","Arizona","United States",,"N81VN","652","false","Aviation","",,,"Fatal","1","3","1","4","1",,,,"33.622478000000001","-111.90907","GATES LEARJET CORP.","35A","AIR","SDL","SCOTTSDALE","false","2",,,"EXEC","091","Substantial","VMC","CHROMED IN HOLLYWOOD INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199677/pdf"
"ERA25LA122","ACC","199741","2025-02-10T12:01:00Z","Doylestown","Pennsylvania","United States",,"N258DK","011000083","false","Aviation","",,,"None","0","0","0","0","0",,,,"40.33305","-75.122337999999999","ALLYN KASTE","RANS S-19 (KIT)","AIR","DYL","DOYLESTOWN","true","1",,,"PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199741/pdf"
"ERA25LA112","ACC","199668","2025-02-09T15:45:00Z","Rock Hill","South Carolina","United States",,"N84048","17258314","false","Aviation","",,,"None","0","0","0","0","0",,,,"34.987833000000002","-81.057167000000007","CESSNA","172","AIR","UZA","ROCK HILL/YORK COUNTY/BRYANT FLD","false","1",,,"INST","091","Substantial","VMC","Aces Flight School","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199668/pdf"
"GAA25WA091","ACC","199692","2025-02-09T13:20:00Z","Dippenricht",,"Germany",,"D-HSEP","S1451","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,,,"HUGHES","269C","HELI",,,"false","1",,,"PERS","NUSN","Destroyed",,"Franken-Helikopters","Unknown","N/A",,"Prelim","","None"
"WPR25LA092","ACC","199690","2025-02-09T12:15:00Z","Shafter","California","United States",,"N8535N","28-11334","false","Aviation","",,,"None","0","0","0","0",,,,,"35.495809999999999","-119.185","PIPER","PA-28-235","AIR","MIT","SHAFTER-MINTER FLD","false","1",,,"INST","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199690/pdf"
"WPR25LA091","ACC","199686","2025-02-09T11:50:00Z","Auburn","California","United States",,"N92467","18260219","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0",,"The pilot’s improper use of throttle and brakes during engine start that resulted in a loss of control and impact with a hangar.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Incorrect use/operation, Aircraft - Aircraft power plant - Engine controls - Power lever - Incorrect use/operation, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot",,"38.954833000000001","-121.08172","CESSNA","182N","AIR","AUN","AUBURN MUNI","false","1","REC",,"PERS","091","Substantial","VMC",,"Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199686","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199686/pdf"
"WPR25LA099","ACC","199727","2025-02-09T10:45:00Z","Salome","Arizona","United States",,"N4185N","13656","false","Aviation","",,,"Minor","0","0","1","1",,,,,"33.759197","-113.61548000000001","CESSNA","140","AIR","2AZ1","Indian Hills Airpark","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199727/pdf"
"GAA25WA093","ACC","199709","2025-02-09T09:21:00Z","Eichstaff",,"Germany",,"EDFE",,"false","Aviation","",,,,,,,,,,,,,,"CESSNA","172",,,,"false",,,,,,,,,"Landing","N/A",,,"",""
"ERA25LA113","ACC","199669","2025-02-07T23:33:00Z","Cheswold","Delaware","United States",,"N186DS","1022","false","Aviation","",,,"Minor","0","0","2","2","0",,,,"39.216622999999998","-75.609254000000007","VULCANAIR S P A","VULCANAIR V1.0","AIR","33N","DELAWARE AIRPARK","false","1",,,"INST","091","Substantial","VMC","DELAWARE STATE UNIVERSITY AVIATION PROGRAM","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199669/pdf"
"GAA25WA090","INC","199684","2025-02-07T21:55:00Z","La Plata",,"Argentina",,"LV-OMI","AR-28-8190032","false","Aviation","",,,"None","0","0","0","0",,,,,"-34.874443999999997","-57.961388999999997","PIPER","PA28","AIR",,,"false","1",,,"PERS","NUSN","Minor",,,"Enroute","N/A",,"Prelim","","None"
"GAA25WA088","ACC","199678","2025-02-07T17:30:00Z","Clermont",,"Ireland",,"G-BIOI","477","false","Aviation","",,,"Serious","0","1","2","3","0",,,,"53.906264","-6.4449969999999999","JODEL","DR1050","AIR",,,"false","1",,,,"NUSN","Destroyed",,,"Maneuvering","N/A",,"Prelim","","None"
