EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
ACC,2020-04-22T17:00:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Robinson,R22,HELI,EUL,false,1,REC,INST,091,Substantial,VMC,Emergency Descent,Completed,Final
ACC,2020-04-22T17:00:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,AMERICAN LEGEND,AL3,AIR,AHN,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-22T11:10:00Z,False,Aviation,8/19/2022 0:00,,0.0,0.0,0.0,0.0,Czech Sport AIrcraft,Sport Cruiser,AIR,LGU,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-21T18:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Air Tractor,AT 602,AIR,,false,1,TP,AAPL,137,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-21T13:45:00Z,False,Aviation,9/21/2020 0:00,Serious,0.0,1.0,0.0,1.0,Grumman,AA5,AIR,GA35,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-04-21T11:15:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Air Tractor,AT 602,AIR,,false,1,TP,AAPL,137,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-20T17:45:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,FLIGHTstar,2,AIR,O27,false,,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-04-20T13:30:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,150,AIR,4G2,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-20T11:50:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,GARLICK,UH1H,HELI,,false,,,OWRK,NUSN,Substantial,,Takeoff,,
ACC,2020-04-20T09:50:00Z,False,Aviation,12/8/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Piper,PA31T,AIR,BIL,false,,TP,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final
ACC,2020-04-20T07:30:00Z,False,Aviation,2/1/2023 0:00,Serious,0.0,3.0,0.0,3.0,Sikorsky,S61,HELI,OADY,false,,TS,,135,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-19T17:30:00Z,False,Aviation,9/21/2020 0:00,Minor,0.0,0.0,2.0,2.0,Cessna,172,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-19T15:00:00Z,False,Aviation,5/5/2021 0:00,,0.0,0.0,0.0,0.0,Piper,PA 18,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-19T11:15:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,LANCAIR,SUPER ES,AIR,COI,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-19T10:40:00Z,False,Aviation,4/6/2022 0:00,Serious,0.0,1.0,1.0,2.0,CESSNA,152,AIR,AJO,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-04-18T14:30:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA31,AIR,AK75,false,,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-18T13:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA25,AIR,,false,,,,NUSN,Destroyed,Unknown,Landing,,
ACC,2020-04-18T12:45:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Eagle,EAGLE DW 1,AIR,18V,false,1,REC,BANT,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-18T10:41:00Z,False,Aviation,6/2/2022 0:00,Fatal,1.0,1.0,0.0,2.0,Cessna,TU206,AIR,AUN,false,1,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final
ACC,2020-04-17T11:00:00Z,False,Aviation,8/3/2020 0:00,,0.0,0.0,0.0,0.0,HOLMGREN,Bearhawk,AIR,ASJ,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-16T17:35:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,1OK,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-16T14:30:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,180,AIR,97MT,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-16T11:45:00Z,False,Aviation,5/3/2022 0:00,,0.0,0.0,0.0,0.0,Beech,36,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-04-13T19:55:00Z,False,Aviation,5/5/2021 0:00,,0.0,0.0,0.0,0.0,Cessna,402,AIR,IRK,false,2,REC,,135,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-13T16:30:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,COMP AIR,CA-8,AIR,SDLZ,true,,,,NUSN,Destroyed,,Initial Climb,,
ACC,2020-04-12T14:50:00Z,False,Aviation,,Serious,0.0,2.0,1.0,3.0,CESSNA,T303,AIR,,false,,,,NUSN,Destroyed,,Landing,,Prelim
ACC,2020-04-12T14:30:00Z,False,Aviation,2/2/2021 0:00,,0.0,0.0,0.0,0.0,Extra,EA 300,AIR,CCR,false,,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-12T04:00:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,BOEING,737,AIR,,false,,,,NUSC,,,Enroute,,
ACC,2020-04-11T20:25:00Z,False,Aviation,3/11/2022 0:00,Serious,0.0,2.0,2.0,4.0,Cessna,A185E,AIR,D72,false,1,REC,PERS,091,Substantial,VMC,Emergency Descent,Completed,Final
ACC,2020-04-10T17:44:00Z,False,Aviation,9/21/2020 0:00,Minor,0.0,0.0,2.0,2.0,Pitts,S2,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-04-10T13:32:00Z,False,Aviation,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,Piper,PA-32RT-300T,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-04-10T12:25:00Z,False,Aviation,3/11/2022 0:00,,0.0,0.0,0.0,0.0,Beech,35,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-04-10T10:40:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Pipistrel,SINUS,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-10T00:08:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA18,AIR,HOM,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-09T21:00:00Z,False,Aviation,5/6/2022 0:00,Fatal,2.0,0.0,0.0,2.0,Arion Aircraft LLC,Lightning LS-1,AIR,LRO,true,1,REC,INST,091,Destroyed,VMC,Initial Climb,Completed,Final
ACC,2020-04-09T17:00:00Z,False,Aviation,9/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Pipistrel Italia SRL,Sinus 912 LSA,AIR,MTH,false,1,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
ACC,2020-04-09T14:00:00Z,False,Aviation,2/2/2021 0:00,,0.0,0.0,0.0,0.0,AEROSPATIALE,SA341,HELI,FMY,false,,TS,BUS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-09T11:30:00Z,False,Aviation,6/21/2022 0:00,,0.0,0.0,0.0,0.0,Buckman,Bucks Special,AIR,PVT,true,1,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-04-07T19:45:00Z,False,Aviation,3/11/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Air Tractor,AT 502,AIR,,false,,TP,AAPL,137,Destroyed,VMC,Maneuvering,Completed,Final
INC,2020-04-07T16:40:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,650,AIR,,false,,,,NUSC,Minor,,Unknown,,
ACC,2020-04-07T14:00:00Z,False,Aviation,4/6/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Schempp Hirth,STANDARD CIRRUS,GLI,6FL0,false,,,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-07T12:30:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA 18A,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-04-06T14:10:00Z,False,Aviation,6/21/2022 0:00,,0.0,0.0,0.0,0.0,Robinson,R44,HELI,HIO,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-06T14:01:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,SOCATA,TB9,AIR,ESKN,false,,,,UNK,Substantial,,Takeoff,,
ACC,2020-04-06T12:00:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,Robinson,R22,HELI,,false,1,REC,OWRK,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-06T09:20:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Kolb,FIRESTAR 2,AIR,WA46,true,,,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-04T19:00:00Z,False,Aviation,4/6/2022 0:00,,0.0,0.0,0.0,0.0,Cessna,177RG,AIR,SZP,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-04-04T17:30:00Z,False,Aviation,2/2/2021 0:00,,0.0,0.0,0.0,0.0,Lake,LA4,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-04-04T10:44:00Z,False,Aviation,8/27/2020 0:00,Serious,0.0,2.0,0.0,2.0,RANS S-12,Airaile,AIR,,true,,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-04-03T11:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,,false,,,,NUSC,,,Enroute,,Prelim
ACC,2020-04-02T18:30:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Champion,AERONCA 7FC,AIR,5Y1,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-01T14:30:00Z,False,Aviation,8/3/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,HWO,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-04-01T13:10:00Z,False,Aviation,3/11/2022 0:00,,0.0,0.0,0.0,0.0,Beech,35,AIR,0TX6,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-04-01T09:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Diamond,DA42,AIR,FIN,false,2,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-03-31T18:44:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-235C,AIR,MLE,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-31T16:26:00Z,False,Aviation,3/11/2022 0:00,Fatal,2.0,0.0,0.0,2.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,false,1,REC,AOBV,091,Destroyed,VMC,Maneuvering,Completed,Final
ACC,2020-03-31T15:45:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA28R,AIR,UDD,false,1,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final
ACC,2020-03-30T11:30:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,Lancair,LC41,AIR,EDEG,false,,,,UNK,Substantial,,Unknown,,Prelim
ACC,2020-03-30T09:30:00Z,False,Aviation,2/2/2021 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,EVB,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-29T15:18:00Z,False,Aviation,3/11/2022 0:00,Fatal,1.0,0.0,0.0,1.0,MUSE,P51D,AIR,HQZ,true,1,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
ACC,2020-03-29T11:58:00Z,False,Aviation,,Fatal,8.0,0.0,0.0,8.0,Israel Aircraft Industries,1124A,AIR,,false,,,,NUSN,Destroyed,,Takeoff,,
ACC,2020-03-29T11:42:00Z,False,Aviation,4/18/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,KSEZ,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-28T14:47:00Z,False,Aviation,4/21/2022 0:00,,0.0,0.0,0.0,0.0,TL Ultralight SRO,Stingsport,AIR,1L8,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
INC,2020-03-27T18:58:00Z,False,Aviation,,,,,,,BOEING,787-800,AIR,,false,,,,NUSC,,,Standing,,Prelim
ACC,2020-03-27T18:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA32,AIR,FAI,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-27T14:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cirrus,SR20,AIR,6B6,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-27T11:30:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,WAG-AERO,Sportsman 2+2,AIR,9AK6,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
INC,2020-03-27T03:30:00Z,False,Aviation,,,0.0,0.0,0.0,,AIRBUS,A300,AIR,EKCH,false,2,TF,,NUSC,Minor,,Approach,,
ACC,2020-03-27T00:15:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,Aero Commander,500,AIR,OPF,false,2,REC,,135,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-25T18:30:00Z,False,Aviation,5/5/2021 0:00,,0.0,0.0,0.0,0.0,Cessna,150,AIR,T31,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-03-25T16:55:00Z,False,Aviation,5/5/2021 0:00,Serious,0.0,1.0,0.0,1.0,Cessna,T210,AIR,JWY,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-03-24T20:45:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,BELL,206,HELI,SCHC,false,1,TS,,UNK,Destroyed,VMC,Unknown,,
ACC,2020-03-24T08:15:00Z,False,Aviation,,,0.0,0.0,0.0,,Rotorcraft Development Corpora,UH1-D,HELI,,false,,,,NUSN,Destroyed,,Landing,,
ACC,2020-03-23T21:03:00Z,False,Aviation,3/23/2022 0:00,Fatal,2.0,0.0,0.0,2.0,Maule,MT-7,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
ACC,2020-03-23T04:00:00Z,False,Aviation,,Fatal,1.0,1.0,0.0,2.0,BELL,206,HELI,,false,,,,UNK,,,Enroute,,
ACC,2020-03-22T16:30:00Z,False,Aviation,5/5/2021 0:00,Serious,0.0,1.0,0.0,1.0,BOWER,Challenger II,AIR,PVT,true,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-03-22T13:00:00Z,False,Aviation,3/16/2022 0:00,,0.0,0.0,0.0,0.0,Cessna,177,AIR,5Y0,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-22T12:20:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,CESSNA,175,AIR,SXQ,false,1,REC,FLTS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-21T18:59:00Z,False,Aviation,12/14/2021 0:00,Fatal,1.0,0.0,0.0,1.0,Cessna,310,AIR,JZI,false,2,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-21T15:42:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,AugustaWestland,AW119MKII,HELI,PNE,false,1,TS,FLTS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-03-21T13:50:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Piper,PA23,AIR,MYEH,false,,,,NUSC,,,Initial Climb,,
ACC,2020-03-21T12:18:00Z,False,Aviation,9/21/2020 0:00,,0.0,0.0,0.0,0.0,Just,JA30 SUPERSTOL,AIR,PLU,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-21T07:38:00Z,False,Aviation,6/8/2021 0:00,,0.0,0.0,0.0,0.0,Boeing,757,AIR,KLAS,false,2,,,121,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-20T17:58:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA18,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-18T22:47:00Z,False,Aviation,5/6/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Piper,PA28R,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final
ACC,2020-03-18T17:00:00Z,False,Aviation,3/30/2022 0:00,Serious,0.0,1.0,0.0,1.0,Piper,PA 30,AIR,OR65,false,2,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final
ACC,2020-03-18T12:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,BJC,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
INC,2020-03-18T04:00:00Z,False,Aviation,,,0.0,0.0,0.0,,AIRBUS,A321,AIR,,false,,TF,,NUSC,Minor,,Takeoff,,
ACC,2020-03-17T15:50:00Z,False,Aviation,11/4/2022 0:00,,0.0,0.0,0.0,0.0,Cirrus,SR22,AIR,,false,1,REC,PERS,091,Substantial,IMC,Approach,Completed,Final
ACC,2020-03-17T15:35:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,LNA,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-03-17T09:19:00Z,False,Aviation,4/18/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Cessna,208,AIR,,false,1,TP,,135,Destroyed,IMC,Enroute,Completed,Final
ACC,2020-03-17T09:14:00Z,False,Aviation,6/29/2020 0:00,Minor,0.0,0.0,1.0,1.0,Cessna,172,AIR,OGG,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-16T17:20:00Z,False,Aviation,3/30/2022 0:00,Serious,0.0,1.0,1.0,2.0,Piper,PA22,AIR,PNA,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-03-16T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,177,AIR,EDQE,false,,,,NUSN,Destroyed,,Maneuvering,,Prelim
ACC,2020-03-15T17:30:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA25,AIR,,false,,,,NUSC,Destroyed,,Maneuvering,,
ACC,2020-03-14T16:00:00Z,False,Aviation,6/21/2022 0:00,,0.0,0.0,0.0,0.0,Raytheon,HAWKER 800XP,AIR,SDL,false,2,TF,EXEC,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-14T13:15:00Z,False,Aviation,4/18/2022 0:00,,0.0,0.0,0.0,0.0,Cessna,182,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-13T21:42:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,CESSNA,525,AIR,SVMG,false,2,,,NUSN,Substantial,,Landing,,Prelim
ACC,2020-03-13T17:44:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA28,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2020-03-13T14:47:00Z,False,Aviation,5/3/2022 0:00,Fatal,2.0,0.0,0.0,2.0,Mooney,M20K,AIR,VNY,false,1,REC,PERS,091,Substantial,IMC,Approach,Completed,Final
ACC,2020-03-13T12:10:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,PIPER,PA 28-180,AIR,RYN,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-13T08:30:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,Cessna,310,AIR,SBTF,false,2,REC,,NUSC,Substantial,,Unknown,,
ACC,2020-03-12T16:22:00Z,False,Aviation,4/6/2022 0:00,Minor,0.0,0.0,1.0,1.0,Piper,PA28,AIR,BVY,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-03-12T11:20:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,OXB,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-11T23:45:00Z,False,Aviation,1/25/2024 0:00,,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,false,1,,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-03-11T16:45:00Z,False,Aviation,8/3/2020 0:00,Serious,0.0,1.0,0.0,0.0,Aeronca,7AC,AIR,IKV,false,,,PERS,091,Substantial,VMC,Standing,Completed,Final
ACC,2020-03-11T14:30:00Z,False,Aviation,4/18/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Cessna,177RG,AIR,3B3,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2020-03-11T06:36:00Z,False,Aviation,3/11/2022 0:00,Serious,0.0,1.0,0.0,1.0,Piper,PA32R,AIR,RZL,false,1,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final
ACC,2020-03-11T04:00:00Z,False,Aviation,,Fatal,5.0,0.0,0.0,5.0,Cessna,404,AIR,,false,2,REC,,NUSC,Destroyed,,Landing,,
ACC,2020-03-10T16:45:00Z,False,Aviation,8/27/2020 0:00,,0.0,0.0,0.0,0.0,American Legand Aircraft,AL18,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-03-09T20:30:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,BGQ,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-03-08T19:54:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Boeing,767,AIR,,false,2,,,121,Substantial,,Landing,,Prelim
ACC,2020-03-08T16:30:00Z,False,Aviation,6/29/2020 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA28-180,AIR,MO35,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-08T10:00:00Z,False,Aviation,4/6/2022 0:00,,0.0,0.0,0.0,0.0,Beech,V35,AIR,DTS,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2020-03-07T13:40:00Z,False,Aviation,6/29/2020 0:00,Minor,0.0,0.0,1.0,1.0,Stolp Starduster,ACRODUSTER II SA750,AIR,64GA,true,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-03-07T12:00:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cub Crafters,CC11-160,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-07T11:15:00Z,False,Aviation,3/11/2022 0:00,,0.0,0.0,0.0,0.0,Mooney,M20C,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-06T23:43:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Mooney,M20K,AIR,MSY,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-06T14:16:00Z,False,Aviation,6/21/2022 0:00,Fatal,1.0,0.0,0.0,1.0,American Aviation,AA 1,AIR,LNA,false,1,REC,FLTS,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2020-03-06T12:15:00Z,False,Aviation,8/3/2020 0:00,,0.0,0.0,0.0,0.0,De Havilland,DHC6,AIR,BVU,false,2,TP,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-06T11:40:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Piper,PA28R,AIR,KTWF,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2020-03-05T15:22:00Z,False,Aviation,1/28/2021 0:00,,0.0,0.0,0.0,0.0,Piper,PA23,AIR,VUJ,false,2,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
INC,2020-03-05T13:14:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Embraer,ERJ170-200LR,AIR,,false,,,,121,,,Initial Climb,,
ACC,2020-03-05T12:30:00Z,False,Aviation,8/16/2022 0:00,Minor,0.0,0.0,2.0,2.0,Eurocopter,EC130,HELI,,false,,TS,,135,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-05T09:15:00Z,False,Aviation,6/29/2020 0:00,Serious,0.0,1.0,0.0,1.0,Cessna,208,AIR,RHI,false,1,TP,,135,Substantial,IMC,Landing,Completed,Final
ACC,2020-03-05T00:15:00Z,False,Aviation,3/11/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,182,AIR,CNY,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-04T22:30:00Z,False,Aviation,3/23/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,210,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-04T19:42:00Z,False,Aviation,5/6/2021 0:00,,0.0,0.0,0.0,0.0,Bell,206,HELI,,false,1,TS,,135,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-04T15:02:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Vans,RV8,AIR,I67,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-04T13:40:00Z,False,Aviation,5/3/2022 0:00,Minor,0.0,0.0,1.0,1.0,Flight Design,CTLS,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2020-03-03T18:06:00Z,False,Aviation,6/29/2020 0:00,,0.0,0.0,0.0,0.0,Cessna,172,AIR,IMS,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2020-03-03T18:00:00Z,False,Aviation,6/29/2020 0:00,Minor,0.0,0.0,1.0,1.0,Cessna,P206,AIR,07Y,false,1,REC,INST,091,Substantial,VMC,Unknown,Completed,Final
ACC,2020-03-03T17:34:00Z,False,Aviation,12/20/2022 0:00,Fatal,3.0,0.0,0.0,3.0,Piper,PA46,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
ACC,2020-03-03T09:47:00Z,False,Aviation,3/11/2022 0:00,Fatal,3.0,0.0,0.0,3.0,Cessna,172,AIR,,false,1,REC,AOBV,091,Destroyed,VMC,Maneuvering,Completed,Final
