index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
0,INC,2020-12-31T18:15:00Z,False,Aviation,12/2/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,501,AIR,OPF,false,2,TF,PERS,091,Minor,VMC,Takeoff,Completed,Final
1,ACC,2020-12-31T18:00:00Z,False,Aviation,9/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-20-135,AIR,PRIVATE,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
2,ACC,2020-12-31T15:45:00Z,False,Aviation,10/19/2021 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,172R,AIR,5HO,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
3,ACC,2020-12-31T14:49:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BEECH,1900,AIR,JNB,false,,,,129,Minor,,Taxi,,Prelim
4,INC,2020-12-31T02:15:00Z,False,Aviation,,,,,,,AIRBUS,A319-115,AIR,BOG,false,2,,,121,Minor,,Landing,,Prelim
5,ACC,2020-12-30T18:10:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,MOONEY INTERNATIONAL CORP,M20TN,AIR,N21,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6,ACC,2020-12-30T17:00:00Z,False,Aviation,11/4/2022 0:00,,0.0,0.0,0.0,0.0,PIPER AIRCRAFT INC,PA46R-350T,AIR,THV,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
7,ACC,2020-12-30T13:00:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,TAYLORCRAFT,BC12,AIR,W75,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
8,ACC,2020-12-30T05:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,ROBINSON,R66,HELI,,false,,,,UNK,Unknown,,Unknown,,Prelim
9,INC,2020-12-30T01:34:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737-824,AIR,SJO,false,2,TF,,121,Minor,,Landing,,Factual
10,ACC,2020-12-29T12:50:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,BEECH,95-B55 (T42A),AIR,BAF,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
11,ACC,2020-12-29T12:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,182,AIR,N47,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
12,ACC,2020-12-29T11:30:00Z,False,Aviation,,Fatal,4.0,0.0,0.0,4.0,CESSNA,177,AIR,,false,,,,NUSN,Destroyed,,Enroute,,Prelim
13,ACC,2020-12-29T09:35:00Z,False,Aviation,12/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,HUGHES,369D,HELI,,false,1,TS,EXLD,133,Destroyed,VMC,Maneuvering,Completed,Final
14,ACC,2020-12-28T22:03:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,EMBRAER SA,EMB-550,AIR,,false,2,,,NUSN,Substantial,,Landing,,Prelim
15,ACC,2020-12-28T21:00:00Z,False,Aviation,7/19/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,172H,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
16,ACC,2020-12-28T20:45:00Z,False,Aviation,7/12/2022 0:00,,0.0,0.0,0.0,0.0,BEECH,65-A80-8800,AIR,AXN,false,1,REC,,135,Substantial,VMC,Initial Climb,Completed,Final
17,ACC,2020-12-28T17:00:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-30,AIR,60R,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
18,INC,2020-12-28T05:15:00Z,False,Aviation,,,,,,,AIRBUS,A330,AIR,KEF,false,2,,BUS,121,,,Enroute,,Prelim
19,ACC,2020-12-27T19:12:00Z,False,Aviation,1/31/2023 0:00,Minor,0.0,0.0,3.0,3.0,BEECH,35,AIR,IZA,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
20,ACC,2020-12-27T16:20:00Z,False,Aviation,2/2/2023 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,172,AIR,44N,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
21,ACC,2020-12-27T14:36:00Z,False,Aviation,7/16/2021 0:00,Serious,0.0,1.0,0.0,1.0,GLASFLUGEL,CLUB LIBELLE 205,GLI,7NC5,false,0,,PERS,091,Substantial,VMC,Approach,Completed,Final
22,ACC,2020-12-27T14:00:00Z,False,Aviation,11/4/2022 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA-22-150,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
23,ACC,2020-12-26T18:39:00Z,False,Aviation,9/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,GA04,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
24,ACC,2020-12-26T12:30:00Z,False,Aviation,7/16/2021 0:00,Serious,0.0,1.0,0.0,1.0,Quad City Aircraft Corp,Challenger II,AIR,06MO,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
25,ACC,2020-12-26T04:47:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,208,AIR,,false,,,,NUSN,Substantial,,Landing,,Prelim
26,ACC,2020-12-25T18:19:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,AEROSTAR INTERNATIONAL INC,S-60A,BALL,,false,0,,AOBV,091,Substantial,VMC,Landing,Completed,Final
27,INC,2020-12-25T13:37:00Z,False,Aviation,,,,,,,BOEING,737,AIR,JNB,false,2,,,NUSC,,,Enroute,,Prelim
28,ACC,2020-12-24T15:40:00Z,False,Aviation,7/12/2022 0:00,Serious,0.0,1.0,0.0,1.0,WALTON DANIEL J,SONEX,AIR,8IL5,true,1,,PERS,091,Substantial,VMC,Approach,Completed,Final
29,ACC,2020-12-23T13:30:00Z,False,Aviation,1/6/2022 0:00,Serious,0.0,1.0,0.0,1.0,AIRBUS INDUSTRIE,A320-232,AIR,,false,2,TF,,121,,VMC,Approach,Completed,Final
30,ACC,2020-12-22T22:21:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,525,AIR,SBUL,false,,,,NUSN,Substantial,,Landing,,Prelim
31,ACC,2020-12-22T16:30:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,170,AIR,MNV,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
32,ACC,2020-12-22T13:00:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,CJR,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
33,ACC,2020-12-22T11:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,,false,,,,NUSN,Substantial,,,,Prelim
34,ACC,2020-12-21T17:25:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,150K,AIR,FLY,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
35,ACC,2020-12-21T16:25:00Z,False,Aviation,8/31/2022 0:00,,0.0,0.0,0.0,0.0,NAVION,Navion A,AIR,LVK,false,1,REC,FLTS,091,Substantial,VMC,Approach,Completed,Final
36,ACC,2020-12-21T15:52:00Z,False,Aviation,7/12/2022 0:00,Fatal,2.0,0.0,0.0,2.0,Express,CT,AIR,GPM,false,1,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
37,ACC,2020-12-20T21:35:00Z,False,Aviation,11/4/2022 0:00,Serious,0.0,1.0,1.0,2.0,RAYTHEON,HAWKER,AIR,FRG,false,2,TF,EXEC,091,Substantial,IMC,Approach,Completed,Final
38,ACC,2020-12-20T21:11:00Z,False,Aviation,10/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,210L,AIR,1GA0,false,1,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final
39,ACC,2020-12-20T17:45:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,ROBINSON HELICOPTER,R44,HELI,C09,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
40,ACC,2020-12-19T15:30:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Sonex,Tailwheel,AIR,FWS,true,,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
41,ACC,2020-12-19T13:16:00Z,False,Aviation,2/2/2023 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA46,AIR,APF,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
42,ACC,2020-12-18T14:22:00Z,False,Aviation,10/19/2022 0:00,Serious,0.0,3.0,0.0,3.0,PIPER,PA28,AIR,TPA,false,1,REC,INST,091,Destroyed,VMC,Approach,Completed,Final
43,ACC,2020-12-18T12:51:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,170,AIR,BVN,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
44,ACC,2020-12-17T17:37:00Z,False,Aviation,10/19/2022 0:00,Fatal,1.0,3.0,0.0,4.0,SOCATA,TB10,AIR,HWO,false,1,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final
45,ACC,2020-12-17T17:29:00Z,False,Aviation,8/16/2022 0:00,Fatal,1.0,0.0,0.0,1.0,EXTRA FLUGZEUGPRODUKTIONS-UND,EA 300/L,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
46,ACC,2020-12-16T15:19:00Z,False,Aviation,2/7/2023 0:00,,0.0,0.0,0.0,0.0,EMBRAER,EMB-500,AIR,CRG,false,2,TF,EXEC,091,Substantial,IMC,Landing,Completed,Final
47,ACC,2020-12-16T15:17:00Z,False,Aviation,11/2/2022 0:00,Fatal,1.0,0.0,0.0,1.0,SilverLight Aviation LLC,AR-1,GYRO,HCR,true,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
48,ACC,2020-12-16T05:39:00Z,False,Aviation,9/14/2022 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA28,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
49,ACC,2020-12-16T00:00:00Z,False,Aviation,7/12/2022 0:00,Fatal,2.0,0.0,0.0,2.0,RANS,S12XL,AIR,PIL,true,1,REC,INST,091,Substantial,VMC,Unknown,Completed,Final
50,ACC,2020-12-15T17:15:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,LAKE,LA-4-200,AIR,NONE,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
51,ACC,2020-12-13T21:00:00Z,False,Aviation,9/22/2021 0:00,,0.0,0.0,0.0,0.0,Eclipse,EA 500,AIR,LXV,false,2,TF,PERS,091,Substantial,VMC,Landing,Completed,Final
52,ACC,2020-12-13T13:52:00Z,False,Aviation,,,,,,,AFICIONADO,MINI-MAX EROS,AIR,,false,,,,NUSN,Destroyed,,Initial Climb,,Prelim
53,ACC,2020-12-13T13:50:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,MYF,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
54,ACC,2020-12-13T11:45:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,2.0,2.0,FLIGHT DESIGN,CTSW,AIR,9A9,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
55,ACC,2020-12-12T16:23:00Z,False,Aviation,10/13/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Anthony Mattioli,AR-1,GYRO,,true,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
56,ACC,2020-12-12T13:50:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA24,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
57,ACC,2020-12-12T13:49:00Z,False,Aviation,2/7/2023 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,V35A,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Maneuvering,Completed,Final
58,ACC,2020-12-11T19:15:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,BELL,206,HELI,,false,,,,NUSN,Substantial,,Approach,,Prelim
59,ACC,2020-12-11T15:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-161,AIR,ACK,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
60,ACC,2020-12-11T14:00:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,KOLB,FIRESTAR,AIR,8NC8,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
61,ACC,2020-12-11T13:27:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,1B0,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
62,ACC,2020-12-10T16:47:00Z,False,Aviation,1/31/2023 0:00,Serious,0.0,1.0,0.0,1.0,Cirrus Design Corp.,SR22,AIR,OGD,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
63,ACC,2020-12-10T13:30:00Z,False,Aviation,9/22/2021 0:00,Serious,0.0,1.0,0.0,1.0,LUSCOMBE,8,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
64,ACC,2020-12-10T10:30:00Z,False,Aviation,2/8/2023 0:00,Fatal,2.0,0.0,0.0,2.0,ROBINSON,R44,HELI,,false,1,REC,BUS,091,Destroyed,VMC,Maneuvering,Completed,Final
65,ACC,2020-12-09T19:30:00Z,False,Aviation,8/24/2021 0:00,Serious,0.0,1.0,0.0,0.0,CESSNA,172,AIR,GYL,false,1,REC,INST,091,,VMC,Standing,Completed,Final
66,ACC,2020-12-09T12:00:00Z,False,Aviation,7/16/2021 0:00,,0.0,0.0,0.0,0.0,FORD STEPHEN L,SUPER CHIEF,AIR,F95,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
67,ACC,2020-12-08T16:40:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,VANS,RV6,AIR,KGLS,true,,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
68,ACC,2020-12-08T12:00:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA12,AIR,SPF,false,1,REC,FLTS,091,Substantial,VMC,Initial Climb,Completed,Final
69,ACC,2020-12-08T09:50:00Z,False,Aviation,8/20/2021 0:00,Serious,0.0,1.0,0.0,1.0,Cessna,172,AIR,DLN,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
70,ACC,2020-12-07T16:28:00Z,False,Aviation,7/19/2022 0:00,Serious,0.0,1.0,0.0,1.0,VANS,RV4,AIR,15TX,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
71,INC,2020-12-06T20:10:00Z,False,Aviation,5/3/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA46,AIR,JYO,false,1,TP,PERS,091,Minor,VMC,Landing,Completed,Final
72,ACC,2020-12-06T17:18:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,ERCOUPE,415,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
73,ACC,2020-12-06T14:45:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA23,AIR,2R4,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
74,ACC,2020-12-06T07:25:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA32,AIR,MWM,false,1,REC,PERS,091,Destroyed,IMC,Initial Climb,Completed,Final
75,ACC,2020-12-05T14:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
76,INC,2020-12-05T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,KTW,false,2,,BUS,NUSC,Minor,,Enroute,,Prelim
77,ACC,2020-12-04T15:11:00Z,False,Aviation,8/16/2022 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,172,AIR,KPSP,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
78,INC,2020-12-04T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,777,AIR,,false,,,UNK,NUSC,Minor,,Enroute,,Prelim
79,INC,2020-12-03T05:00:00Z,False,Aviation,,,,,,,BOEING,737-8EH,AIR,,false,,,,NUSC,,,Taxi,,Prelim
80,ACC,2020-12-02T22:15:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,BELLANCA,17-30A,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
81,ACC,2020-12-02T17:30:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,ROBINSON,R44,HELI,,false,1,,,UNK,Destroyed,,Unknown,,Prelim
82,ACC,2020-12-02T17:00:00Z,False,Aviation,10/19/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA18,AIR,JNU,false,1,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final
83,ACC,2020-12-02T09:42:00Z,False,Aviation,2/7/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,551,AIR,LFK,false,2,TF,BUS,091,Substantial,IMC,Landing,Completed,Final
84,ACC,2020-12-02T08:51:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA38,AIR,HWO,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
85,INC,2020-12-02T07:52:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,GGR,false,,,,129,Minor,,Landing,,Prelim
86,ACC,2020-12-01T15:30:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,GRUMMAN,G164,AIR,,true,1,REC,AAPL,137,Substantial,VMC,Takeoff,Completed,Final
87,ACC,2020-12-01T13:50:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,Hutson,Star-Lite,AIR,8T8,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
88,INC,2020-12-01T11:40:00Z,False,Aviation,,,,,,,BOEING,757,AIR,,false,,,,121,,,Enroute,,Prelim
89,ACC,2020-11-30T13:13:00Z,False,Aviation,10/13/2022 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA38,AIR,,false,1,REC,INST,091,Destroyed,VMC,Enroute,Completed,Final
90,ACC,2020-11-29T12:30:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CHAMPION,7EC,AIR,NONE,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
91,ACC,2020-11-29T11:50:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,N96,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
92,ACC,2020-11-28T18:00:00Z,False,Aviation,9/20/2021 0:00,Serious,0.0,1.0,0.0,0.0,AEROSTAR INTERNATIONAL INC,RX 8,BALL,,false,0,,PERS,091,,VMC,Unknown,Completed,Final
93,ACC,2020-11-28T14:37:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA28,AIR,FRH,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
94,ACC,2020-11-28T14:16:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,GLOBE,GC1A,AIR,,false,,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
95,ACC,2020-11-28T12:43:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CHAMPION,7FC,AIR,GED,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
96,INC,2020-11-28T08:40:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,SIN,false,,,,129,,,Taxi,,Prelim
97,ACC,2020-11-27T14:05:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,TTA,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
98,ACC,2020-11-26T20:25:00Z,False,Aviation,,Minor,0.0,0.0,1.0,1.0,ATR,ATR42,AIR,,false,2,,,UNK,Minor,,Landing,,Prelim
99,ACC,2020-11-26T13:59:00Z,False,Aviation,8/15/2023 0:00,Fatal,2.0,0.0,0.0,2.0,VANS,RV4,AIR,TEX,true,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
100,ACC,2020-11-26T10:55:00Z,False,Aviation,9/22/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,T182T,AIR,BBG,false,1,REC,PERS,091,Substantial,IMC,Landing,Completed,Final
101,ACC,2020-11-25T01:09:00Z,False,Aviation,10/13/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,500,AIR,PDK,false,2,REC,PERS,091,Minor,VMC,Landing,Completed,Final
102,ACC,2020-11-24T17:07:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,47N,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
103,ACC,2020-11-24T16:30:00Z,False,Aviation,10/5/2022 0:00,Serious,0.0,2.0,0.0,2.0,PIPER,PA32,AIR,GYH,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
104,ACC,2020-11-24T10:30:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,GROB,120A-1,AIR,,false,,,,UNK,Destroyed,,Enroute,,Prelim
105,ACC,2020-11-24T10:28:00Z,False,Aviation,10/6/2022 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,V35,AIR,,false,1,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
106,ACC,2020-11-23T16:23:00Z,False,Aviation,1/19/2023 0:00,Fatal,1.0,0.0,0.0,1.0,LANCAIR,LEGACY FG,AIR,HWO,true,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
107,INC,2020-11-22T20:20:00Z,False,Aviation,,,,,,,BOEING,737,AIR,,false,,,,NUSC,,,Enroute,,Prelim
108,ACC,2020-11-22T19:30:00Z,False,Aviation,8/31/2021 0:00,,0.0,0.0,0.0,0.0,PIPER,PA12,AIR,,false,,REC,PERS,091,Substantial,Unknown,Landing,Completed,Final
109,ACC,2020-11-22T17:33:00Z,False,Aviation,9/20/2021 0:00,Serious,0.0,1.0,0.0,1.0,J&J Ultralights,Sea-Wing,WSFT,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
110,ACC,2020-11-21T13:50:00Z,False,Aviation,9/14/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,TU206,AIR,TNP,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
111,ACC,2020-11-20T15:50:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,LWC,false,,REC,INST,091,Substantial,VMC,Landing,Completed,Final
112,ACC,2020-11-19T20:25:00Z,False,Aviation,8/31/2021 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA28,AIR,LNS,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
113,ACC,2020-11-19T19:44:00Z,False,Aviation,8/24/2021 0:00,Minor,0.0,0.0,3.0,3.0,CESSNA,172,AIR,0I8,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
114,ACC,2020-11-19T19:30:00Z,False,Aviation,7/7/2022 0:00,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
115,ACC,2020-11-19T18:09:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Blevins Kamron,Odyssey,AIR,,true,1,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
116,ACC,2020-11-19T10:47:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,ELP,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
117,ACC,2020-11-18T13:30:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,,false,1,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final
118,ACC,2020-11-18T12:43:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,47N,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
119,ACC,2020-11-18T05:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,,false,,,,091,Destroyed,,Unknown,,Prelim
120,ACC,2020-11-17T15:50:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,PIPER,PA11,AIR,,false,,,INST,NUSN,Substantial,,Maneuvering,,Prelim
121,ACC,2020-11-17T15:35:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,120,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
122,ACC,2020-11-17T15:18:00Z,False,Aviation,10/5/2022 0:00,Minor,0.0,0.0,1.0,1.0,CO Z,COZY,AIR,CPM,true,1,,PERS,091,Substantial,VMC,Enroute,Completed,Final
123,ACC,2020-11-16T15:30:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,American Legend,AL3,AIR,,false,1,REC,INST,091,Substantial,VMC,Enroute,Completed,Final
124,ACC,2020-11-16T09:10:00Z,False,Aviation,10/13/2022 0:00,Serious,0.0,1.0,0.0,1.0,REPUBLIC,RC3,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
125,ACC,2020-11-16T07:04:00Z,False,Aviation,9/14/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,150L,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
126,ACC,2020-11-15T13:30:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,CESSNA,188,AIR,,false,,,,NUSN,Substantial,,Maneuvering,,Prelim
127,ACC,2020-11-15T13:00:00Z,False,Aviation,8/20/2021 0:00,,0.0,0.0,0.0,0.0,Zlin Aviation,Savage Cub-S,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
128,ACC,2020-11-15T11:40:00Z,False,Aviation,7/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,AIR CREATION,Tanarg,WSFT,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
129,ACC,2020-11-14T15:20:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,BEECH,95B55,AIR,,false,,,,NUSN,Substantial,,Initial Climb,,Prelim
130,ACC,2020-11-14T13:00:00Z,False,Aviation,7/15/2021 0:00,,0.0,0.0,0.0,0.0,CESSNA,305,AIR,N89,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
131,ACC,2020-11-14T12:30:00Z,False,Aviation,9/16/2021 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
