index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
6312,ACC,2023-01-27T10:37:00Z,False,Aviation,2/13/2025 0:00,Serious,0.0,1.0,1.0,2.0,CESSNA,T210N,AIR,F70,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6313,INC,2023-01-27T07:00:00Z,False,Aviation,,,,,,,BOEING,777-319ER,AIR,AKL,false,,,,NUSC,Minor,,Landing,,Prelim
6314,INC,2023-01-27T06:23:00Z,False,Aviation,,,,,,,BOMBARDIER,CL600 2D24,AIR,,false,,,,NUSC,,,Enroute,,Prelim
6315,INC,2023-01-27T05:00:00Z,False,Aviation,,,,,,,CESSNA,560,AIR,,false,,,,UNK,Unknown,,Enroute,,Prelim
6316,ACC,2023-01-26T14:15:00Z,False,Aviation,3/23/2023 0:00,,0.0,0.0,0.0,0.0,MAULE,MX-7-235,AIR,AR05,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6317,INC,2023-01-26T11:05:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,WAJJ,false,,,,NUSC,Minor,,Taxi,,Prelim
6318,ACC,2023-01-25T15:00:00Z,False,Aviation,4/20/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,120,AIR,KEGV,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
6319,ACC,2023-01-25T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,767,AIR,NRT,false,,,,129,Substantial,,Taxi,,Prelim
6320,ACC,2023-01-24T19:45:00Z,False,Aviation,6/23/2023 0:00,,0.0,0.0,0.0,0.0,BEECH,C23,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
6321,ACC,2023-01-24T18:42:00Z,False,Aviation,5/2/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-140,AIR,,false,1,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final
6322,ACC,2023-01-24T17:39:00Z,False,Aviation,4/27/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CIRRUS DESIGN CORP,SR20,AIR,TYQ,false,1,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
6323,ACC,2023-01-24T15:00:00Z,False,Aviation,11/7/2024 0:00,,0.0,0.0,0.0,0.0,KAMAN AEROSPACE CORP,K-1200,HELI,,false,1,TS,EXLD,133,Substantial,VMC,Maneuvering,Completed,Final
6324,ACC,2023-01-24T09:00:00Z,False,Aviation,,Fatal,6.0,0.0,0.0,6.0,CESSNA,206,AIR,,false,,,,NUSN,Substantial,,Unknown,,Prelim
6325,ACC,2023-01-23T20:44:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,RDU,false,1,REC,PERS,091,Substantial,VMC,Standing,Completed,Final
6326,ACC,2023-01-23T18:30:00Z,False,Aviation,5/14/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,170,AIR,KIWA,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
6327,INC,2023-01-23T18:10:00Z,False,Aviation,2/26/2025 0:00,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
6328,ACC,2023-01-23T11:58:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28,AIR,FCM,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
6329,INC,2023-01-23T10:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,MCDONNELL DOUGLAS,DC-9-82,AIR,,false,,,,129,,,Enroute,,Prelim
6330,ACC,2023-01-22T18:20:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BELL,206,HELI,,false,1,,,NUSN,Substantial,,Enroute,,Prelim
6331,ACC,2023-01-22T13:27:00Z,False,Aviation,3/5/2025 0:00,,0.0,0.0,0.0,0.0,BEECH,M35,AIR,,false,1,REC,AOBV,091,Substantial,VMC,Enroute,Completed,Final
6332,ACC,2023-01-21T17:30:00Z,False,Aviation,8/17/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,172M,AIR,16AZ,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6333,ACC,2023-01-21T14:00:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,BOEING,737,AIR,EDLV,false,2,,,NUSC,,,Standing,,Prelim
6334,ACC,2023-01-20T20:30:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,AMERICAN CHAMPION AIRCRAFT,8KCAB,AIR,1V2,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6335,ACC,2023-01-20T18:34:00Z,False,Aviation,3/28/2024 0:00,,0.0,0.0,0.0,0.0,WORLD AIRCRAFT CO,WA-3,AIR,DTN,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6336,ACC,2023-01-20T17:15:00Z,False,Aviation,6/15/2023 0:00,Minor,0.0,0.0,1.0,1.0,DEGRAW RICHARD R,SUMMIT 23,AIR,CHN,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6337,ACC,2023-01-20T15:40:00Z,False,Aviation,6/15/2023 0:00,Minor,0.0,0.0,1.0,1.0,EIRIAVION OY,PIK-20D,GLI,,false,0,NONE,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
6338,ACC,2023-01-20T11:30:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,195A,AIR,CXL,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6339,ACC,2023-01-20T10:50:00Z,False,Aviation,3/30/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-140,AIR,1TT8,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
6340,ACC,2023-01-19T19:29:00Z,False,Aviation,3/19/2025 0:00,Fatal,2.0,0.0,0.0,2.0,BEECH,A36,AIR,HPN,false,1,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final
6341,ACC,2023-01-19T13:15:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,MESAFOX LLC,KITFOX,AIR,MCO,true,1,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final
6342,ACC,2023-01-19T10:00:00Z,False,Aviation,3/5/2025 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28R,AIR,,false,1,REC,INST,091,Substantial,VMC,Enroute,Completed,Final
6343,ACC,2023-01-18T15:07:00Z,False,Aviation,8/7/2024 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,414,AIR,MOD,false,2,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6344,ACC,2023-01-18T11:03:00Z,False,Aviation,10/3/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-31-350,AIR,7G8,false,2,REC,BUS,135,Substantial,IMC,Landing,Completed,Final
6345,ACC,2023-01-18T10:18:00Z,False,Aviation,3/15/2023 0:00,,0.0,0.0,0.0,0.0,RAYTHEON AIRCRAFT COMPANY,BE-200,AIR,PO1,false,2,TP,EXEC,135,Substantial,IMC,Approach,Completed,Final
6346,INC,2023-01-18T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,,,,UNK,,,Enroute,,Prelim
6347,ACC,2023-01-17T16:44:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,7V5,false,1,REC,OWRK,PUBU,Substantial,VMC,Landing,Completed,Final
6348,ACC,2023-01-17T12:36:00Z,False,Aviation,2/13/2025 0:00,Fatal,4.0,1.0,0.0,5.0,PIPER,PA46,AIR,T85,false,1,TP,BUS,091,Substantial,IMC,Approach,Completed,Final
6349,ACC,2023-01-17T04:01:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BEECRAFT,SKA350,AIR,,false,,,,NUSN,Substantial,,Landing,,Prelim
6350,ACC,2023-01-16T16:08:00Z,False,Aviation,4/6/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-12,AIR,A11,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6351,ACC,2023-01-16T14:42:00Z,False,Aviation,2/5/2025 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA-32-301T,AIR,,false,1,REC,INST,091,Destroyed,VMC,Maneuvering,Completed,Final
6352,INC,2023-01-16T14:36:00Z,False,Aviation,,,,,,,LEARJET,35,AIR,,false,,,,UNK,Minor,,Initial Climb,,Prelim
6353,ACC,2023-01-16T12:30:00Z,False,Aviation,6/23/2023 0:00,,0.0,0.0,0.0,0.0,MAULE,MX-7-160,AIR,U99,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6354,ACC,2023-01-16T07:15:00Z,False,Aviation,6/6/2023 0:00,Serious,0.0,1.0,1.0,2.0,CESSNA,208B,AIR,MKK,false,1,TS,BUS,135,Substantial,VMC,Approach,Completed,Final
6355,ACC,2023-01-15T19:30:00Z,False,Aviation,,Minor,0.0,0.0,1.0,1.0,PIPER,PA32R,AIR,,false,,,PERS,NUSN,Destroyed,,Landing,,Prelim
6356,ACC,2023-01-15T12:30:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-180,AIR,MYF,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
6357,ACC,2023-01-15T11:30:00Z,False,Aviation,6/22/2023 0:00,,0.0,0.0,0.0,0.0,CHEEK CARROLL,HATZ/CHEEK,AIR,,true,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
6358,ACC,2023-01-15T05:00:00Z,False,Aviation,,,,,,,ATR,ATR72,AIR,,false,,,,129,Destroyed,,Approach,,Prelim
6359,ACC,2023-01-14T16:25:00Z,False,Aviation,3/28/2024 0:00,Serious,0.0,1.0,1.0,2.0,PITTS,MODEL 12,AIR,,true,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
6360,ACC,2023-01-14T13:15:00Z,False,Aviation,3/28/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,182R,AIR,7V9,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
6361,INC,2023-01-13T22:44:00Z,True,Aviation,6/12/2024 0:00,,0.0,0.0,0.0,0.0,BOEING,777-223,AIR,KJFK,false,2,TF,,121,None,VMC,Takeoff,Completed,Final
6362,ACC,2023-01-13T17:30:00Z,False,Aviation,10/5/2023 0:00,,0.0,0.0,0.0,0.0,TAYLORCRAFT,BL-65,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
6363,ACC,2023-01-13T14:01:00Z,False,Aviation,4/27/2023 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-18-180,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6364,ACC,2023-01-12T22:17:00Z,False,Aviation,5/2/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-28-180,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
6365,INC,2023-01-12T21:17:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,747,AIR,MMGL,false,,,,129,Minor,,Initial Climb,,Prelim
6366,ACC,2023-01-12T15:00:00Z,False,Aviation,3/23/2023 0:00,,0.0,0.0,0.0,0.0,BEECH,95-C55,AIR,06WN,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6367,ACC,2023-01-12T13:00:00Z,False,Aviation,6/23/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,180K,AIR,L54,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6368,INC,2023-01-12T08:52:00Z,False,Aviation,,,,,,,AIRBUS,A330-323,AIR,,false,2,,,121,Minor,,Landing,,Prelim
6369,ACC,2023-01-11T21:24:00Z,False,Aviation,9/5/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,150H,AIR,K01,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
6370,ACC,2023-01-11T20:09:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-32R-301,AIR,,false,1,,BUS,091,Destroyed,IMC,Enroute,In work,Prelim
6371,ACC,2023-01-11T09:30:00Z,False,Aviation,,Serious,0.0,1.0,1.0,2.0,ROBINSON,R22,HELI,SJ3M,false,,,,NUSN,Substantial,,Enroute,,Prelim
6372,ACC,2023-01-10T18:43:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-160,AIR,FYE,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
6373,ACC,2023-01-10T15:58:00Z,False,Aviation,3/2/2023 0:00,,0.0,0.0,0.0,0.0,BEECH,G33,AIR,,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6374,ACC,2023-01-10T14:40:00Z,False,Aviation,3/23/2023 0:00,Minor,0.0,0.0,1.0,1.0,ROBINSON HELICOPTER,R44,HELI,,false,1,REC,AOBV,091,Substantial,VMC,Maneuvering,Completed,Final
6375,ACC,2023-01-10T14:30:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,Aero Eli Servizi,YOYO,HELI,,false,,,,NUSN,Destroyed,,Unknown,,Prelim
6376,ACC,2023-01-10T14:30:00Z,False,Aviation,,,,,,,AIR TRACTOR,AT502,AIR,,false,,,,NUSC,Substantial,,Maneuvering,,Prelim
6377,OCC,2023-01-10T00:59:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,787,AIR,,false,,,,NUSC,,,Enroute,,Prelim
6378,ACC,2023-01-08T17:08:00Z,False,Aviation,8/24/2023 0:00,,0.0,0.0,0.0,0.0,WEISS THEODORE T,RV-8,AIR,3J1,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6379,INC,2023-01-08T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,,false,,,,133,,,Approach,,Prelim
6380,ACC,2023-01-07T15:18:00Z,False,Aviation,1/29/2025 0:00,Serious,0.0,2.0,0.0,2.0,QUAD CITY,CHALLENGER,AIR,,false,1,REC,POSI,091,Substantial,VMC,Initial Climb,Completed,Final
6381,ACC,2023-01-07T14:13:00Z,False,Aviation,5/2/2024 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA28,AIR,,false,1,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
6382,ACC,2023-01-07T05:00:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,BOEING,737,AIR,,false,,,,129,,,Approach,,Prelim
6383,ACC,2023-01-06T21:20:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,188,AIR,SDNE,false,,,AAPL,NUSC,Substantial,,Enroute,,Prelim
6384,ACC,2023-01-06T19:52:00Z,False,Aviation,3/28/2024 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,M35,AIR,FYV,false,1,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
6385,ACC,2023-01-06T12:15:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA-23-250,AIR,MYEF,false,2,,,NUSN,Substantial,,Initial Climb,,Prelim
6386,ACC,2023-01-05T18:04:00Z,False,Aviation,6/15/2023 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-28-140,AIR,31KY,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
6387,ACC,2023-01-05T15:19:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,STRAY GOOSE RESEARCH LLC,AIRCAM,AIR,CZL,true,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6388,ACC,2023-01-05T13:20:00Z,False,Aviation,6/22/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,182M,AIR,CBF,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6389,INC,2023-01-05T02:53:00Z,False,Aviation,,,,,,,BOEING,767-31B,AIR,,false,2,,,NUSC,,,Pushback/Tow,,Prelim
6390,ACC,2023-01-04T16:56:00Z,False,Aviation,3/19/2025 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER AIRCRAFT INC,PA-34-220T,AIR,,false,2,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
6391,ACC,2023-01-03T19:04:00Z,False,Aviation,3/30/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,150,AIR,RCE,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6392,ACC,2023-01-03T18:22:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,340A,AIR,,false,2,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
6393,INC,2023-01-03T17:30:00Z,False,Aviation,,,,,,,BOEING,767,AIR,,false,,,,UNK,Minor,,Takeoff,,Prelim
6394,ACC,2023-01-03T14:35:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,172N,AIR,OPF,false,1,REC,INST,091,Substantial,VMC,Taxi,Completed,Final
6395,ACC,2023-01-02T18:35:00Z,False,Aviation,7/17/2024 0:00,,0.0,0.0,0.0,0.0,BOMBARDIER INC,A330,AIR,KJFK,false,2,TF,,129,Minor,VMC,Taxi,Completed,Final
6396,ACC,2023-01-02T18:18:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,SLING,4 TSI,AIR,,false,,,,UNK,Substantial,,Unknown,,Prelim
6397,ACC,2023-01-02T16:57:00Z,False,Aviation,3/30/2023 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-18-150,AIR,AK73,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6398,ACC,2023-01-02T14:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,F152,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
6399,ACC,2023-01-02T12:35:00Z,False,Aviation,4/24/2025 0:00,Fatal,1.0,2.0,1.0,4.0,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,AIR,PVU,false,2,TF,PERS,091,Substantial,IMC,Takeoff,Completed,Final
6400,ACC,2023-01-02T05:00:00Z,False,Aviation,,,,,,,EUROCOPTER,EC130 B4,HELI,,false,,,,UNK,Substantial,,Unknown,,Prelim
6401,ACC,2023-01-01T21:30:00Z,False,Aviation,6/15/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-32R-301T,AIR,3N6,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6402,ACC,2023-01-01T20:14:00Z,False,Aviation,,,,,,,CESSNA,152,AIR,,false,,,,NUSN,Destroyed,,Maneuvering,,Prelim
6403,ACC,2023-01-01T16:40:00Z,False,Aviation,3/2/2023 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,172,AIR,WVI,false,1,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
6404,ACC,2023-01-01T16:00:00Z,False,Aviation,4/20/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,172K,AIR,KCXW,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
6405,ACC,2024-12-31T14:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,172N,AIR,AMR,false,1,,INST,091,Substantial,VMC,Takeoff,In work,Prelim
6406,ACC,2024-12-31T14:15:00Z,False,Aviation,4/22/2025 0:00,,0.0,0.0,0.0,0.0,CESSNA,182M,AIR,LAM,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6407,ACC,2024-12-31T13:20:00Z,False,Aviation,1/30/2025 0:00,,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER,R44,HELI,,false,1,REC,POSI,091,Substantial,VMC,Takeoff,Completed,Final
6408,ACC,2024-12-30T16:15:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,310,AIR,,false,2,,FERY,091,Substantial,VMC,Unknown,In work,Prelim
6409,ACC,2024-12-29T05:00:00Z,False,Aviation,,Fatal,173.0,2.0,0.0,175.0,BOEING,737,,,false,,,,NUSC,,,Landing,,
6410,ACC,2024-12-29T05:00:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,BOEING,767-322,,,false,,,,121,,,Enroute,In work,
6411,ACC,2024-12-28T20:04:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,,,false,,,,,,,Landing,,
6412,ACC,2024-12-28T16:00:00Z,False,Aviation,4/22/2025 0:00,,0.0,0.0,0.0,0.0,DIAMOND AIRCRAFT IND INC,DA 40 NG,AIR,MXO,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
6413,ACC,2024-12-28T14:25:00Z,False,Aviation,4/22/2025 0:00,Serious,0.0,1.0,0.0,1.0,Cozy,Cub,AIR,39KS,true,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6414,INC,2024-12-28T05:00:00Z,False,Aviation,,,,,,,BOEING,737,AIR,,false,,,,NUSC,Minor,,Takeoff,,Prelim
6415,ACC,2024-12-27T23:45:00Z,False,Aviation,1/30/2025 0:00,Serious,0.0,2.0,1.0,3.0,PIPER,PA-28,AIR,KBAZ,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6416,ACC,2024-12-27T22:03:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,T210L,AIR,GUP,false,1,,PERS,091,Substantial,VMC,Approach,In work,Prelim
6417,ACC,2024-12-27T19:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BEECH,58,AIR,FLO,false,2,,PERS,091,Unknown,,Landing,In work,Prelim
6418,ACC,2024-12-27T14:09:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,560,AIR,PSO,false,2,,PERS,091,Substantial,IMC,Takeoff,In work,Prelim
6419,ACC,2024-12-27T14:05:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Beechcraft,E90,AIR,SPCL,false,,,,NUSN,Substantial,,Landing,,Prelim
6420,ACC,2024-12-26T19:57:00Z,False,Aviation,,Serious,0.0,2.0,0.0,2.0,BEECH,76,AIR,MLB,false,2,,INST,091,Substantial,,Enroute,In work,Prelim
6421,ACC,2024-12-26T14:44:00Z,False,Aviation,,Serious,0.0,2.0,1.0,3.0,BOEING,737-9,,,false,,,,121,,,Enroute,In work,
6422,ACC,2024-12-25T18:00:00Z,False,Aviation,4/22/2025 0:00,Serious,0.0,1.0,0.0,1.0,AERONCA,15AC,AIR,6GA4,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6423,ACC,2024-12-24T17:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,,false,1,,PERS,091,Substantial,,Landing,In work,Prelim
6424,ACC,2024-12-23T12:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,182B,AIR,,false,1,,PERS,091,Substantial,VMC,Landing,In work,Prelim
6425,ACC,2024-12-22T17:39:00Z,False,Aviation,,Minor,0.0,0.0,1.0,1.0,VANS,RV-7A,AIR,,true,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
6426,ACC,2024-12-22T16:45:00Z,False,Aviation,4/22/2025 0:00,,0.0,0.0,0.0,0.0,SLING AIRCRAFT (PTY) LTD,SLING LSA,AIR,CPM,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
6427,ACC,2024-12-22T10:13:00Z,False,Aviation,,Fatal,10.0,0.0,0.0,10.0,PIPER,PA42,AIR,SSCN,false,2,,PERS,NUSN,Destroyed,,Takeoff,,Prelim
6428,ACC,2024-12-22T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Pilatus Britten Norman,BN-2B-26 Islander,AIR,,false,,,,NUSN,Destroyed,,Unknown,,Prelim
6429,ACC,2024-12-21T19:30:00Z,False,Aviation,,Serious,0.0,1.0,0.0,,Uvify,IFO,UNMANNED,,false,,,,UNK,Substantial,VMC,Maneuvering,In work,Prelim
6430,ACC,2024-12-21T19:00:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,BUCKEYE,DREAM MACHINE,PPAR,,false,1,,PERS,091,,VMC,Takeoff,In work,Prelim
6431,ACC,2024-12-21T17:12:00Z,False,Aviation,,Minor,0.0,0.0,2.0,2.0,PIPER,PA28,AIR,,false,1,,,NUSN,Destroyed,,Approach,,Prelim
6432,ACC,2024-12-21T17:10:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,REMOS AIRCRAFT GMBH,REMOS G-3/600,AIR,BWC,false,1,,PERS,091,Substantial,VMC,Approach,In work,Prelim
6433,ACC,2024-12-21T16:27:00Z,False,Aviation,2/21/2025 0:00,Minor,0.0,0.0,1.0,1.0,ROBINSON HELICOPTER,R22 BETA,HELI,3DW,false,1,REC,INST,091,Destroyed,VMC,Standing,Completed,Final
6434,ACC,2024-12-21T00:15:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,RAYTHEON AIRCRAFT COMPANY,C90A,AIR,HNL,false,2,,OWRK,135,Substantial,VMC,Standing,In work,Prelim
6435,ACC,2024-12-20T15:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,TJPS,false,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
6436,ACC,2024-12-20T14:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,CESSNA,310,AIR,,false,,,,NUSN,Destroyed,,Unknown,,Prelim
6437,ACC,2024-12-19T17:20:00Z,False,Aviation,4/22/2025 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28RT-201T,AIR,PVF,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6438,ACC,2024-12-19T17:00:00Z,False,Aviation,4/22/2025 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,172,AIR,N12,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
6439,ACC,2024-12-19T16:50:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BEECH,B95A,AIR,CEY,false,2,,INST,091,Substantial,VMC,Landing,In work,Prelim
6440,ACC,2024-12-19T16:15:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA-24-250,AIR,FFZ,false,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
6441,ACC,2024-12-19T12:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,172K,AIR,ILM,false,1,,INST,091,Substantial,IMC,Enroute,In work,Prelim
6442,ACC,2024-12-19T12:22:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,BEECH,A36,AIR,BUF,false,1,,PERS,091,Destroyed,VMC,Enroute,In work,Prelim
6443,INC,2024-12-19T05:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,2,,,NUSC,Minor,,Landing,,Prelim
6444,ACC,2024-12-18T17:30:00Z,False,Aviation,,Minor,0.0,0.0,1.0,1.0,AIR TRACTOR,AT504,AIR,,false,1,,FERY,091,Substantial,VMC,Enroute,In work,Prelim
6445,ACC,2024-12-18T17:19:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,BOMBARDIER,BD100,AIR,SADF,false,2,,UNK,UNK,Substantial,VMC,Landing,,Prelim
6446,ACC,2024-12-18T17:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,LOCKHEED,382G-44K-30,AIR,,false,4,,,121,Substantial,VMC,Enroute,In work,Prelim
6447,INC,2024-12-18T05:00:00Z,False,Aviation,,,,,,,BOEING,737,AIR,LGW,false,2,,,NUSC,,,Landing,,Prelim
