index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN,DaysUntilPublished
5818,ACC,2023-05-26T10:58:00Z,False,Aviation,8/10/2023 0:00,?,0.0,0.0,0.0,0.0,RAYTHEON AIRCRAFT COMPANY,B300,AIR,?,False,0.25,TP,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.034571723426212585
5819,ACC,2023-05-26T10:40:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR22,AIR,MYEN,False,0.125,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.35964912280701755
5820,ACC,2023-05-26T04:50:00Z,False,Aviation,10/20/2023 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,182Q,AIR,IGM,False,0.125,REC,AOBV,091,Minor,VMC,Standing,Completed,Final,0,0.07120743034055727
5821,ACC,2023-05-25T19:46:00Z,False,Aviation,?,Minor,0.0,0.0,1.0,1.0,MOONEY,M-18C 55,AIR,APC,False,0.125,?,PERS,091,Substantial,VMC,Approach,In work,Prelim,0,0.35964912280701755
5822,ACC,2023-05-25T19:20:00Z,False,Aviation,11/16/2023 0:00,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR20,AIR,SAV,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08565531475748193
5823,ACC,2023-05-25T13:45:00Z,False,Aviation,11/14/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,310I,AIR,1S5,False,0.25,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.2734778121775026
5824,ACC,2023-05-25T13:24:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,NANCHANG,CJ6,AIR,FNL,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.017543859649122806
5825,ACC,2023-05-25T13:09:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,PIPER,PA-25-260,AIR,HWO,False,0.125,?,OWRK,091,Substantial,VMC,Initial Climb,In work,Prelim,0,0.36016511867905054
5826,INC,2023-05-25T12:52:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,EMBRAER,190,AIR,?,False,,?,?,NUSC,?,?,Approach,?,Prelim,0,0.36016511867905054
5827,ACC,2023-05-25T12:01:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,182T,AIR,?,False,0.125,?,AOBV,091,Substantial,VMC,Unknown,In work,Prelim,1,0.36016511867905054
5828,ACC,2023-05-25T10:20:00Z,False,Aviation,7/27/2023 0:00,?,0.0,0.0,0.0,0.0,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,AIR,?,False,0.125,REC,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.027863777089783277
5829,ACC,2023-05-25T08:00:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,THOMPSON EDWARD,LM-5X-W,AIR,63B,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.017543859649122806
5830,ACC,2023-05-24T10:40:00Z,False,Aviation,2/20/2025 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,177B,AIR,TUS,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.32456140350877194
5831,ACC,2023-05-24T10:00:00Z,False,Aviation,6/20/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,CGZ,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.1981424148606811
5832,ACC,2023-05-23T23:10:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,EUROCOPTER,AS 350 B3,HELI,SDM,False,0.125,TS,PUBF,091,Substantial,VMC,Taxi,Completed,Final,0,0.07275541795665634
5833,ACC,2023-05-23T18:00:00Z,False,Aviation,8/31/2023 0:00,?,0.0,0.0,0.0,0.0,AMERICAN,AA-5,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.04695562435500515
5834,ACC,2023-05-23T17:40:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,EMBRAER,202A,AIR,?,False,,?,?,NUSN,Substantial,?,Maneuvering,?,Prelim,0,0.3611971104231166
5835,ACC,2023-05-23T14:45:00Z,False,Aviation,8/10/2023 0:00,?,0.0,0.0,0.0,0.0,TEXTRON AVIATION INC,172S,AIR,KAAO,False,0.125,REC,INST,091,Substantial,VMC,Taxi,Completed,Final,0,0.03611971104231166
5836,ACC,2023-05-23T13:45:00Z,False,Aviation,7/7/2023 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA28,AIR,SIF,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.018575851393188854
5837,ACC,2023-05-23T11:15:00Z,False,Aviation,7/27/2023 0:00,?,0.0,0.0,0.0,0.0,BELL HELICOPTER TEXTRON CANADA,407,HELI,IYA,False,0.125,TS,INST,091,Substantial,VMC,Emergency Descent,Completed,Final,0,0.028895768833849325
5838,ACC,2023-05-23T10:46:00Z,False,Aviation,5/14/2024 0:00,?,0.0,0.0,0.0,0.0,FLIGHT DESIGN GMBH,CTSW,AIR,69G,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.17956656346749225
5839,ACC,2023-05-23T10:00:00Z,False,Aviation,9/28/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172R,AIR,LOT,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.06140350877192982
5840,INC,2023-05-22T16:40:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,EMBRAER,ERJ190,AIR,SVMI,False,,?,?,NUSC,?,?,Takeoff,?,Prelim,0,0.36171310629514963
5841,ACC,2023-05-22T11:00:00Z,False,Aviation,7/27/2023 0:00,?,0.0,0.0,0.0,0.0,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164D,AIR,?,False,0.125,TP,AAPL,137,Substantial,VMC,Landing,Completed,Final,0,0.029411764705882346
5842,ACC,2023-05-22T10:47:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-181,AIR,MKC,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.019091847265221874
5843,ACC,2023-05-21T16:40:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,AEROSPATIALE,AS350B2,HELI,PHNL,False,0.125,TS,INST,091,Substantial,VMC,Emergency Descent,Completed,Final,0,0.07378740970072238
5844,ACC,2023-05-21T16:30:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,COMMANDER AIRCRAFT CO,114TC,AIR,64FA,False,0.125,?,PERS,091,Substantial,VMC,Enroute,In work,Prelim,1,0.3622291021671827
5845,ACC,2023-05-21T15:47:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,R182,AIR,NC10,False,0.125,?,PERS,091,Destroyed,VMC,Takeoff,In work,Prelim,1,0.3622291021671827
5846,ACC,2023-05-21T15:35:00Z,False,Aviation,3/19/2025 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA28,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.34004127966976266
5847,ACC,2023-05-21T13:38:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,CUBCRAFTERS,CCX-2300,AIR,KSPK,True,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.07378740970072238
5848,ACC,2023-05-21T12:15:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,BEECH,V35,AIR,NONE,False,0.125,?,PERS,091,Destroyed,VMC,Enroute,In work,Prelim,1,0.3622291021671827
5849,ACC,2023-05-21T09:33:00Z,False,Aviation,9/8/2023 0:00,?,0.0,0.0,0.0,0.0,AVIAT AIRCRAFT INC,A-1B,AIR,5AZ6,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.05211558307533539
5850,ACC,2023-05-20T14:00:00Z,False,Aviation,4/24/2025 0:00,Fatal,2.0,0.0,0.0,2.0,VIKING AIR LIMITED,DHC-6-400,AIR,?,False,0.25,TP,FERY,091,Substantial,VMC,Enroute,Completed,Final,1,0.3591331269349845
5851,ACC,2023-05-20T13:30:00Z,False,Aviation,?,Fatal,3.0,0.0,0.0,3.0,CIRRUS,SR20,AIR,?,False,,?,?,NUSN,Destroyed,?,Enroute,?,Prelim,1,0.3627450980392157
5852,ACC,2023-05-20T13:30:00Z,False,Aviation,12/13/2023 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,140,AIR,U01,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.10216718266253869
5853,ACC,2023-05-20T13:30:00Z,False,Aviation,8/31/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-235,AIR,57D,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.04850361197110423
5854,ACC,2023-05-20T12:05:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,NORTH AMERICAN-BUEHN,T-6G,AIR,KIKV,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.020123839009287922
5855,ACC,2023-05-20T10:00:00Z,False,Aviation,4/23/2025 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,210,AIR,RDD,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3586171310629515
5856,ACC,2023-05-20T09:31:00Z,False,Aviation,?,Fatal,3.0,0.0,0.0,3.0,AVIONS ROBIN,DR400,AIR,LSGC,False,0.125,?,?,NUSN,Destroyed,?,Unknown,?,Prelim,1,0.3627450980392157
5857,ACC,2023-05-20T09:20:00Z,False,Aviation,2/20/2025 0:00,Minor,0.0,0.0,2.0,2.0,SILVAIRE,LUSCOMBE 8A,AIR,CVN,False,0.125,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.326625386996904
5858,ACC,2023-05-19T18:02:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,PAQ,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.07481940144478844
5859,ACC,2023-05-19T17:45:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA32RT,AIR,DKB,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.02063983488132095
5860,ACC,2023-05-19T16:00:00Z,False,Aviation,7/7/2023 0:00,Minor,0.0,0.0,1.0,1.0,GARY R BREARLEY,RV-9A,AIR,2TN7,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.02063983488132095
5861,INC,2023-05-19T02:39:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,777,AIR,OMAA,False,,?,?,NUSC,Unknown,?,Taxi,?,Prelim,0,0.3632610939112487
5862,ACC,2023-05-18T19:17:00Z,False,Aviation,6/20/2024 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,172H,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.20123839009287925
5863,ACC,2023-05-18T19:00:00Z,False,Aviation,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,LUSCOMBE,8E,AIR,CEZ,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.15789473684210525
5864,ACC,2023-05-18T16:00:00Z,False,Aviation,?,?,?,?,?,?,PIPER,PA18,AIR,EDWH,False,,?,?,NUSN,Destroyed,?,Approach,?,Prelim,0,0.3637770897832817
5865,ACC,2023-05-18T15:00:00Z,False,Aviation,8/31/2023 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,150F,AIR,30IS,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.049535603715170275
5866,ACC,2023-05-18T12:59:00Z,False,Aviation,8/10/2023 0:00,?,0.0,0.0,0.0,0.0,BEECH,65-A90-1,AIR,W99,False,0.25,TP,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.038699690402476776
5867,ACC,2023-05-18T09:17:00Z,False,Aviation,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,BEECH,35-C33A,AIR,IDL,False,0.125,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final,0,0.15789473684210525
5868,ACC,2023-05-18T01:18:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,HONDA AIRCRAFT CO LLC,HA-420,AIR,DYB,False,0.25,?,PERS,091,Destroyed,VMC,Landing,In work,Prelim,0,0.3637770897832817
5869,ACC,2023-05-17T18:00:00Z,False,Aviation,6/20/2024 0:00,Minor,0.0,0.0,1.0,1.0,BURRIL BENJAMIN D,BDB001,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.20175438596491227
5870,ACC,2023-05-17T16:59:00Z,False,Aviation,12/21/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,170B,AIR,TCY,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.10784313725490195
5871,ACC,2023-05-17T13:37:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,BEECH,E-90,AIR,FYV,False,0.25,?,PERS,091,Destroyed,IMC,Enroute,In work,Prelim,1,0.36429308565531476
5872,ACC,2023-05-17T13:35:00Z,False,Aviation,12/5/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-25-235,AIR,HWO,False,0.125,REC,BANT,091,Destroyed,VMC,Initial Climb,Completed,Final,1,0.2884416924664603
5873,ACC,2023-05-17T13:22:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA31,AIR,37AA,False,0.25,REC,BUS,135,Substantial,IMC,Approach,Completed,Final,0,0.07585139318885448
5874,ACC,2023-05-17T11:55:00Z,False,Aviation,10/20/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA22,AIR,ANC,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07585139318885448
5875,ACC,2023-05-16T20:12:00Z,False,Aviation,10/23/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Enroute,Completed,Final,0,0.26676986584107326
5876,ACC,2023-05-16T15:50:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185f,AIR,GJT,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.022187822497420018
5877,ACC,2023-05-15T20:36:00Z,False,Aviation,7/18/2024 0:00,?,0.0,0.0,0.0,0.0,GENERAL ATOMICS,MQ-9 BLOCK 1,UNMANNED,?,False,0.125,TP,PUBF,PUBU,Destroyed,VMC,Enroute,Completed,Final,0,0.21723426212590297
5878,ACC,2023-05-15T18:13:00Z,False,Aviation,6/5/2024 0:00,?,0.0,0.0,0.0,0.0,CHARLES D WALKER,WALKER CURTISS JN4D,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.19504643962848295
5879,ACC,2023-05-15T12:00:00Z,False,Aviation,4/4/2024 0:00,?,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R22,HELI,?,False,0.125,REC,INST,091,Substantial,VMC,Emergency Descent,Completed,Final,0,0.1630546955624355
5880,ACC,2023-05-15T11:47:00Z,False,Aviation,?,?,?,?,?,?,LEARJET,35,AIR,?,False,,?,?,NUSC,Destroyed,?,Takeoff,?,Prelim,0,0.3653250773993808
5881,ACC,2023-05-14T22:25:00Z,False,Aviation,2/26/2025 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,?,False,0.125,REC,PERS,091,Substantial,IMC,Maneuvering,Completed,Final,1,0.3328173374613003
5882,INC,2023-05-14T18:01:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,747,AIR,ELLX,False,,?,?,129,Minor,?,Landing,?,Prelim,0,0.36584107327141385
5883,ACC,2023-05-14T11:35:00Z,False,Aviation,4/24/2025 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,T182T,AIR,?,False,0.125,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final,1,0.3622291021671827
5884,INC,2023-05-14T00:00:00Z,False,Aviation,4/24/2025 0:00,Fatal,1.0,0.0,0.0,1.0,ROBINSON,R22 Beta,HELI,PVT,False,0.125,REC,PERS,091,Substantial,VMC,Standing,Completed,Final,1,0.3627450980392157
5885,ACC,2023-05-13T18:00:00Z,False,Aviation,11/2/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185F,AIR,2S0,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.08462332301341588
5886,ACC,2023-05-13T16:42:00Z,False,Aviation,7/27/2023 0:00,Serious,0.0,1.0,1.0,2.0,RANS,S7,AIR,K34,True,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.034055727554179564
5887,ACC,2023-05-13T13:30:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,ROBINSON,R66,HELI,?,False,,?,?,NUSN,Destroyed,?,Takeoff,?,Prelim,0,0.36635706914344685
5888,OCC,2023-05-13T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,EMBRAER,ERJ 190-100 IGW,AIR,?,False,0.25,?,FERY,091,Minor,?,Landing,?,Prelim,0,0.36635706914344685
5889,ACC,2023-05-12T11:45:00Z,False,Aviation,12/21/2023 0:00,?,0.0,0.0,0.0,0.0,AVIAT AIRCRAFT INC,A-1C-180,AIR,EKO,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.11042311661506707
5890,ACC,2023-05-11T20:15:00Z,False,Aviation,6/20/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.2048503611971104
5891,ACC,2023-05-11T18:30:00Z,False,Aviation,8/31/2023 0:00,?,0.0,0.0,0.0,0.0,DENNIS D DOWNS,CCK-1865,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.05314757481940144
5892,ACC,2023-05-11T15:20:00Z,False,Aviation,6/5/2024 0:00,Serious,0.0,2.0,1.0,3.0,CESSNA,172,AIR,4B0,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.19711042311661506
5893,ACC,2023-05-11T13:10:00Z,False,Aviation,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,LOEHLE ACFT CORP,5151 Mustang,AIR,1D6,True,0.125,REC,FLTS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.16150670794633643
5894,ACC,2023-05-11T10:27:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.024767801857585134
5895,INC,2023-05-11T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,AIRBUS,A320-233,AIR,?,False,0.25,?,?,121,Minor,?,Approach,?,Prelim,0,0.3673890608875129
5896,ACC,2023-05-10T14:40:00Z,False,Aviation,8/31/2023 0:00,Minor,0.0,0.0,1.0,1.0,ROTORWAY,EXEC,HELI,?,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.05366357069143446
5897,ACC,2023-05-10T14:10:00Z,False,Aviation,8/31/2023 0:00,?,0.0,0.0,0.0,0.0,MAULE,M-7-235,AIR,SXQ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.05366357069143446
5898,INC,2023-05-10T11:52:00Z,False,Aviation,?,Serious,0.0,1.0,15.0,16.0,BOEING,777,AIR,?,False,,?,?,129,?,?,Enroute,?,Prelim,0,0.36790505675954593
5899,ACC,2023-05-10T08:49:00Z,False,Aviation,?,Fatal,3.0,0.0,0.0,3.0,GATES LEAR JET,36A,AIR,?,False,0.25,?,OWRK,091,Destroyed,?,Enroute,In work,Prelim,1,0.36790505675954593
5900,INC,2023-05-10T05:35:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,EMBRAER,195,AIR,?,False,,?,?,NUSC,Minor,?,Landing,?,Prelim,0,0.36790505675954593
5901,ACC,2023-05-09T18:50:00Z,False,Aviation,5/14/2024 0:00,?,0.0,0.0,0.0,0.0,RANS,S-21,AIR,77S,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.18679050567595457
5902,ACC,2023-05-09T13:15:00Z,False,Aviation,6/26/2024 0:00,Serious,0.0,2.0,0.0,2.0,AVIAT AIRCRAFT INC,A-1C-180 Husky,AIR,?,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,0,0.20897832817337458
5903,ACC,2023-05-09T13:00:00Z,False,Aviation,7/7/2023 0:00,Minor,0.0,0.0,2.0,2.0,ROBINSON HELICOPTER,R44 II,HELI,?,False,0.125,REC,BUS,135,Substantial,Unknown,Maneuvering,Completed,Final,0,0.02579979360165118
5904,ACC,2023-05-09T12:00:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,SILVAIRE,LUSCOMBE 8F,AIR,FVE,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.02579979360165118
5905,ACC,2023-05-09T09:00:00Z,False,Aviation,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR22,AIR,KMAF,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.02579979360165118
5906,ACC,2023-05-08T18:15:00Z,False,Aviation,?,Fatal,2.0,1.0,0.0,3.0,CESSNA,182,AIR,?,False,,?,?,NUSN,Substantial,?,Approach,?,Prelim,1,0.368937048503612
5907,INC,2023-05-08T09:44:00Z,False,Aviation,?,?,?,?,?,?,BOEING,777,AIR,?,False,,?,?,NUSC,?,?,Landing,?,Prelim,0,0.368937048503612
5908,ACC,2023-05-07T22:35:00Z,False,Aviation,7/7/2023 0:00,Serious,0.0,2.0,0.0,2.0,CESSNA,150M,AIR,5FL7,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.02683178534571723
5909,ACC,2023-05-07T20:30:00Z,False,Aviation,9/8/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-22-150,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.059339525283797726
5910,ACC,2023-05-07T19:48:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,182,AIR,?,False,0.125,?,PERS,091,Substantial,IMC,Enroute,In work,Prelim,1,0.368937048503612
5911,INC,2023-05-07T16:05:00Z,False,Aviation,?,?,?,?,?,?,BOEING,737,AIR,?,False,,?,?,NUSC,Substantial,?,Landing,?,Prelim,0,0.36945304437564497
5912,ACC,2023-05-07T14:40:00Z,False,Aviation,9/8/2023 0:00,?,0.0,0.0,0.0,0.0,UNIVERSAL,GLOBE GC-1A,AIR,BRG,False,0.125,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final,0,0.059339525283797726
5913,ACC,2023-05-06T17:05:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,AIRBUS HELICOPTERS,EC130,HELI,?,False,0.125,?,AOBV,091,?,VMC,Maneuvering,In work,Prelim,0,0.369969040247678
5914,ACC,2023-05-06T16:22:00Z,False,Aviation,2/20/2025 0:00,Fatal,1.0,2.0,0.0,3.0,CESSNA,310D,AIR,F41,False,0.25,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.33384932920536636
5915,ACC,2023-05-06T15:00:00Z,False,Aviation,6/29/2023 0:00,Serious,0.0,1.0,0.0,1.0,BEECH,F33A,AIR,TQH,False,0.125,REC,PERS,091,Minor,VMC,Standing,Completed,Final,0,0.023219814241486066
5916,ACC,2023-05-06T14:07:00Z,False,Aviation,6/5/2024 0:00,Serious,0.0,1.0,0.0,1.0,PIPER,PA-28-140,AIR,S24,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.19969040247678016
5917,ACC,2023-05-06T13:55:00Z,False,Aviation,6/5/2024 0:00,Minor,0.0,0.0,1.0,1.0,MOONEY AIRCRAFT CORP.,M20K,AIR,47N,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.19969040247678016
5918,ACC,2023-05-06T10:40:00Z,False,Aviation,7/27/2023 0:00,?,0.0,0.0,0.0,0.0,TEXTRON AVIATION INC,172S,AIR,APA,False,0.125,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final,0,0.03766769865841073
5919,ACC,2023-05-06T10:35:00Z,False,Aviation,2/5/2025 0:00,Fatal,4.0,0.0,0.0,4.0,Pool Cessna,R172,AIR,1V6,False,0.125,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final,1,0.32610939112487103
5920,ACC,2023-05-06T08:30:00Z,False,Aviation,9/21/2023 0:00,?,0.0,0.0,0.0,0.0,STEVEN RADENBAUGH,JA35 SUPERSTOL,AIR,?,True,0.125,REC,FLTS,091,Substantial,VMC,Landing,Completed,Final,0,0.06656346749226005
5921,ACC,2023-05-06T04:00:00Z,False,Aviation,?,?,?,?,?,?,BOEING,747-428F,AIR,?,False,0.5,?,?,129,Substantial,?,Landing,?,Prelim,0,0.369969040247678
5922,INC,2023-05-05T14:23:00Z,False,Aviation,?,?,?,?,?,?,BOEING,737,AIR,?,False,,?,?,NUSC,?,?,Enroute,?,Prelim,0,0.37048503611971106
5923,ACC,2023-05-05T10:45:00Z,False,Aviation,9/21/2023 0:00,?,0.0,0.0,0.0,0.0,ELY JOHN M,VANS ACFT RV-8,AIR,VGT,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06707946336429307
5924,ACC,2023-05-05T10:30:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,ENGINEERING & RESEARCH,415-C,AIR,?,False,0.125,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.37048503611971106
5925,ACC,2023-05-05T10:00:00Z,False,Aviation,3/19/2025 0:00,Serious,0.0,2.0,0.0,2.0,PIPER,PA-28-180,AIR,PGV,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.34829721362229105
5926,ACC,2023-05-05T08:45:00Z,False,Aviation,10/3/2024 0:00,?,0.0,0.0,0.0,0.0,AERONCA,7DC-CONV,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.26212590299277605
5927,ACC,2023-05-05T05:54:00Z,False,Aviation,7/18/2023 0:00,?,0.0,0.0,0.0,0.0,AIRBUS,A321-231,AIR,CLT,False,0.25,TF,?,121,Substantial,VMC,Landing,Completed,Final,0,0.03353973168214654
5928,ACC,2023-05-04T19:30:00Z,False,Aviation,6/29/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,KBKX,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.024251805985552113
5929,ACC,2023-05-04T18:01:00Z,False,Aviation,6/29/2023 0:00,?,0.0,0.0,0.0,0.0,BELLANCA,17-30A,AIR,XVG,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.024251805985552113
