index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN
1374,0,2020-01-07T13:18:00Z,False,0,8/27/2020 0:00,Minor,0.0,0.0,2.0,2.0,212,175,1,888,False,0.125,5,13,0,3,3,1,1,2,0
1375,0,2020-01-06T18:24:00Z,False,0,9/16/2021 0:00,Serious,0.0,1.0,0.0,1.0,558,1221,1,1460,True,0.125,5,15,0,3,3,1,1,2,0
1376,0,2020-01-06T16:05:00Z,False,0,2/2/2021 0:00,Minor,0.0,0.0,1.0,1.0,328,1959,1,1493,False,,5,15,0,3,3,10,1,2,0
1377,0,2020-01-06T15:23:00Z,False,0,6/1/2021 0:00,Fatal,1.0,0.0,0.0,1.0,320,60,1,576,False,0.125,5,15,0,1,3,3,1,2,1
1378,0,2020-01-06T14:10:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,250,60,1,576,False,,0,0,13,3,0,5,0,0,0
1379,0,2020-01-06T14:09:00Z,False,0,4/1/2022 0:00,?,0.0,0.0,0.0,0.0,320,67,1,1101,False,0.125,5,15,0,3,3,6,1,2,0
1380,0,2020-01-05T17:49:00Z,False,0,2/2/2021 0:00,Serious,0.0,1.0,3.0,4.0,132,556,1,37,False,0.125,5,15,0,3,3,6,1,2,0
1381,1,2020-01-05T17:07:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,,0,0,6,0,0,5,0,0,0
1382,0,2020-01-05T13:43:00Z,False,0,4/21/2022 0:00,Fatal,2.0,0.0,0.0,2.0,1258,2157,1,863,True,0.125,5,15,0,1,3,4,1,2,1
1383,0,2020-01-04T17:00:00Z,False,0,10/15/2021 0:00,?,0.0,0.0,0.0,0.0,112,4,1,576,False,0.125,5,13,0,3,3,1,1,2,0
1384,0,2020-01-04T13:15:00Z,False,0,6/16/2020 0:00,?,0.0,0.0,0.0,0.0,212,130,1,1963,False,0.25,8,7,0,3,1,5,1,2,0
1385,0,2020-01-04T13:09:00Z,False,0,6/16/2020 0:00,?,0.0,0.0,0.0,0.0,1171,1883,6,2298,False,,0,15,0,3,3,11,1,2,0
1386,0,2020-01-04T11:09:00Z,False,0,3/9/2022 0:00,Fatal,1.0,0.0,0.0,1.0,1222,2091,1,576,True,0.125,5,15,0,1,3,3,1,2,1
1387,0,2020-01-03T21:00:00Z,False,0,8/17/2020 0:00,?,0.0,0.0,0.0,0.0,320,32,1,2664,False,0.125,5,15,0,3,3,5,1,2,0
1388,0,2020-01-03T16:15:00Z,False,0,?,?,0.0,0.0,0.0,?,250,60,1,576,False,,0,0,13,3,0,3,0,0,0
1389,0,2020-01-03T15:30:00Z,False,0,?,Fatal,4.0,0.0,0.0,4.0,842,1381,1,2094,False,0.125,5,0,13,1,0,13,0,0,1
1390,0,2020-01-03T11:40:00Z,False,0,6/16/2020 0:00,?,0.0,0.0,0.0,0.0,157,1204,1,2490,False,0.25,6,7,0,3,1,5,1,2,0
1391,0,2020-01-02T11:25:00Z,False,0,4/6/2022 0:00,?,0.0,0.0,0.0,0.0,328,1959,1,576,False,0.125,5,15,0,3,3,3,1,2,0
1392,0,2020-01-01T17:40:00Z,False,0,8/17/2020 0:00,Serious,0.0,1.0,0.0,1.0,566,1116,1,2779,False,0.25,6,0,8,0,3,3,1,2,0
1393,0,2020-01-01T16:46:00Z,False,0,10/20/2021 0:00,Minor,0.0,0.0,2.0,2.0,320,2041,1,593,False,0.125,5,15,0,3,3,3,1,2,0
1394,1,2020-01-01T16:20:00Z,False,0,?,?,0.0,0.0,0.0,?,220,394,1,576,False,0.25,0,0,4,0,0,11,0,0,0
1395,0,2021-12-31T15:00:00Z,False,0,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,45,1,1922,False,0.125,5,15,0,3,3,11,1,2,0
1396,0,2021-12-31T14:30:00Z,False,0,12/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,811,1384,1,576,False,0.125,5,15,0,3,1,3,1,2,1
1397,0,2021-12-30T23:45:00Z,False,0,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,421,527,1,1132,False,0.25,6,0,6,2,1,11,1,2,0
1398,0,2021-12-30T21:25:00Z,False,0,10/19/2023 0:00,Fatal,4.0,0.0,0.0,4.0,996,1727,6,576,False,0.125,5,15,0,1,1,3,1,2,1
1399,0,2021-12-30T16:50:00Z,False,0,11/15/2023 0:00,Serious,0.0,6.0,0.0,6.0,896,1603,1,2278,False,0.125,5,15,0,3,3,4,1,2,0
1400,0,2021-12-30T16:14:00Z,False,0,6/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,640,1892,11,576,False,0.125,5,15,0,3,3,6,1,2,1
1401,0,2021-12-30T16:00:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,250,34,1,576,False,0.125,5,15,0,3,3,5,1,2,0
1402,0,2021-12-30T12:41:00Z,False,0,4/18/2024 0:00,Fatal,2.0,0.0,2.0,4.0,160,145,6,576,False,0.125,9,15,0,3,3,6,1,2,1
1403,0,2021-12-29T18:15:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,250,60,1,101,False,0.125,5,15,0,3,3,1,1,2,0
1404,0,2021-12-29T17:22:00Z,False,0,5/10/2023 0:00,Serious,0.0,1.0,2.0,3.0,250,152,1,576,False,0.125,5,0,8,2,3,3,1,2,0
1405,0,2021-12-29T15:25:00Z,False,0,11/7/2023 0:00,Fatal,1.0,1.0,0.0,2.0,996,1727,6,1286,False,0.125,5,15,0,3,1,3,1,2,1
1406,0,2021-12-29T15:15:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,160,268,6,576,False,,0,0,13,1,0,13,0,3,1
1407,0,2021-12-29T05:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,495,1,2523,False,0.125,0,1,15,3,0,6,0,3,0
1408,0,2021-12-28T12:50:00Z,False,0,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,157,486,1,1344,False,0.25,8,6,0,3,3,10,1,2,0
1409,0,2021-12-27T20:14:00Z,False,0,7/5/2024 0:00,Fatal,4.0,0.0,0.0,4.0,510,236,1,2463,False,0.25,6,16,0,1,3,1,1,2,1
1410,0,2021-12-27T09:22:00Z,False,0,?,?,?,?,?,?,250,70,1,576,False,,0,0,0,3,0,3,0,3,0
1411,0,2021-12-26T18:29:00Z,False,0,1/4/2024 0:00,Fatal,2.0,0.0,0.0,2.0,250,60,1,576,False,0.125,5,15,0,1,1,3,1,2,1
1412,0,2021-12-26T12:04:00Z,False,0,1/30/2024 0:00,Fatal,2.0,0.0,0.0,2.0,811,1387,1,1346,False,0.125,5,15,0,3,3,4,1,2,1
1413,1,2021-12-25T18:36:00Z,False,0,?,?,?,?,?,?,45,527,1,576,False,,0,0,12,2,0,5,0,3,0
1414,0,2021-12-25T17:30:00Z,False,0,6/14/2022 0:00,Serious,0.0,1.0,1.0,2.0,179,545,1,576,False,0.125,5,15,0,3,3,6,1,2,0
1415,0,2021-12-25T13:30:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,435,610,6,2139,False,0.125,9,16,0,3,3,6,1,2,0
1416,0,2021-12-25T09:25:00Z,False,0,8/30/2023 0:00,Minor,0.0,0.0,2.0,2.0,716,1230,1,1455,True,0.125,8,15,0,3,3,4,1,2,0
1417,0,2021-12-24T09:00:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,130,905,1,576,False,,0,0,13,3,0,6,0,3,1
1418,0,2021-12-22T17:39:00Z,False,0,5/3/2023 0:00,Fatal,2.0,0.0,0.0,2.0,1241,1780,1,2552,True,0.125,5,15,0,1,3,1,1,2,1
1419,0,2021-12-22T14:50:00Z,False,0,6/14/2022 0:00,Serious,0.0,1.0,0.0,1.0,250,72,1,1525,False,0.125,5,16,0,3,1,1,1,2,0
1420,1,2021-12-22T14:02:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1674,1,576,False,,0,0,15,2,0,3,0,3,0
1421,0,2021-12-21T21:20:00Z,False,0,9/1/2022 0:00,Serious,0.0,1.0,0.0,1.0,157,909,1,1332,False,0.25,5,16,0,3,3,1,1,2,0
1422,0,2021-12-21T19:00:00Z,False,0,?,?,?,?,?,?,723,236,1,1964,False,,0,0,13,3,0,5,0,3,0
1423,0,2021-12-21T19:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,270,1959,1,576,False,0.125,0,22,13,1,0,6,0,3,1
1424,1,2021-12-21T16:19:00Z,False,0,?,?,?,?,?,?,896,1672,1,576,False,,0,0,13,3,0,3,0,3,0
1425,0,2021-12-21T11:30:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,605,241,6,576,False,0.125,9,3,0,3,3,1,1,2,0
1426,0,2021-12-21T10:26:00Z,False,0,3/6/2024 0:00,Fatal,2.0,0.0,0.0,2.0,409,154,8,576,False,0.125,5,15,2,1,3,3,1,2,1
1427,0,2021-12-20T19:45:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,1183,308,1,955,False,0.25,6,6,0,3,3,1,1,2,0
1428,0,2021-12-20T09:50:00Z,False,0,6/14/2022 0:00,Serious,0.0,2.0,0.0,1.0,235,483,2,576,False,0.0,4,6,0,0,3,5,1,2,0
1429,1,2021-12-20T04:10:00Z,False,0,?,?,?,?,?,?,179,416,1,576,False,,0,0,6,2,0,10,0,3,0
1430,0,2021-12-19T10:00:00Z,False,0,?,Fatal,4.0,0.0,0.0,4.0,998,18,1,576,False,,0,0,13,1,0,3,0,3,1
1431,0,2021-12-18T16:48:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,896,180,1,576,False,0.125,0,0,13,3,0,10,0,3,1
1432,0,2021-12-18T16:02:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,775,298,6,576,False,,0,0,13,3,0,6,0,3,0
1433,0,2021-12-18T14:45:00Z,False,0,?,Minor,0.0,0.0,3.0,3.0,160,142,6,576,False,,0,0,13,3,0,1,0,3,0
1434,0,2021-12-18T05:00:00Z,False,0,?,?,?,?,?,?,391,931,1,986,False,,0,0,13,3,0,5,0,3,0
1435,0,2021-12-17T21:08:00Z,False,0,1/30/2024 0:00,Fatal,1.0,0.0,0.0,1.0,896,1625,1,746,False,0.125,5,15,0,1,1,1,1,2,1
1436,0,2021-12-17T19:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,993,1728,6,576,False,,0,0,13,3,0,3,0,3,0
1437,0,2021-12-17T13:24:00Z,False,0,1/4/2024 0:00,Fatal,2.0,0.0,0.0,2.0,17,1324,1,576,False,0.125,5,15,0,1,3,6,1,2,1
1438,0,2021-12-16T18:30:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,896,1613,1,1051,False,0.25,5,13,0,3,3,5,1,2,0
1439,0,2021-12-16T16:32:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,896,1578,1,2298,False,0.125,5,15,0,3,3,5,1,2,0
1440,0,2021-12-16T11:07:00Z,False,0,2/8/2024 0:00,Fatal,1.0,1.0,0.0,2.0,270,1959,1,2705,False,0.125,5,15,0,1,3,5,1,2,1
1441,0,2021-12-15T18:25:00Z,False,0,?,Fatal,9.0,0.0,0.0,9.0,546,1149,1,1903,False,0.25,0,0,12,1,3,2,0,3,1
1442,0,2021-12-15T10:20:00Z,False,0,6/8/2023 0:00,?,0.0,0.0,0.0,0.0,742,1334,1,556,True,0.125,5,15,0,3,3,10,1,2,0
1443,0,2021-12-15T05:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,60,1,576,False,,0,0,13,3,0,3,0,3,0
1444,0,2021-12-14T15:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,421,1024,1,2564,False,,0,0,13,3,0,5,0,3,0
1445,0,2021-12-14T14:50:00Z,False,0,6/9/2022 0:00,Minor,0.0,0.0,1.0,1.0,163,267,6,2855,False,0.125,9,15,0,3,3,2,1,2,0
1446,0,2021-12-14T13:36:00Z,False,0,7/6/2023 0:00,Fatal,1.0,0.0,0.0,1.0,163,267,6,576,False,0.125,9,15,0,1,1,3,1,2,1
1447,0,2021-12-14T12:00:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,605,183,6,576,False,0.125,0,13,0,3,3,6,1,2,0
1448,0,2021-12-13T17:40:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,838,48,1,271,True,0.125,5,15,0,3,3,1,1,2,0
1449,0,2021-12-13T17:10:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,163,279,6,1492,False,0.25,9,18,14,3,3,5,1,2,0
1450,0,2021-12-13T15:15:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,739,448,1,122,False,0.125,5,15,0,3,3,5,1,2,0
1451,1,2021-12-13T15:11:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,,0,0,6,0,0,4,0,3,0
1452,0,2021-12-13T01:33:00Z,False,0,7/19/2022 0:00,?,0.0,0.0,0.0,0.0,45,521,1,1620,False,0.25,7,0,4,3,3,5,1,2,0
1453,0,2021-12-12T15:23:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,956,1821,1,576,True,,0,0,13,1,0,10,0,3,1
1454,0,2021-12-12T14:50:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,76,581,1,1473,False,0.125,0,15,0,1,3,4,1,2,0
1455,0,2021-12-12T10:31:00Z,False,0,6/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,250,211,1,576,False,0.25,5,9,0,1,3,3,1,2,1
1456,0,2021-12-12T10:00:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,250,77,1,1409,False,0.125,5,15,0,3,3,5,1,2,0
1457,0,2021-12-11T23:54:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,6,0,0,13,0,3,0
1458,0,2021-12-11T15:55:00Z,False,0,6/8/2023 0:00,?,0.0,0.0,0.0,0.0,157,1278,1,576,False,0.125,5,15,0,3,3,3,1,2,0
1459,0,2021-12-11T14:55:00Z,False,0,?,?,0.0,0.0,0.0,0.0,1052,184,6,1107,False,,0,0,13,4,0,3,0,3,0
1460,0,2021-12-11T13:30:00Z,False,0,6/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,817,1769,1,576,True,0.125,5,15,0,3,3,2,1,2,1
1461,0,2021-12-11T13:07:00Z,False,0,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,270,1958,1,1744,False,0.125,5,15,0,3,3,5,1,2,0
1462,0,2021-12-11T05:20:00Z,False,0,?,?,0.0,0.0,0.0,0.0,160,142,6,576,False,,0,0,13,3,0,4,0,3,0
1463,0,2021-12-11T00:30:00Z,False,0,12/6/2023 0:00,Fatal,1.0,0.0,0.0,1.0,1138,1858,1,1921,False,0.25,8,0,8,1,3,1,1,2,1
1464,0,2021-12-10T19:09:00Z,False,0,6/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,896,1678,1,2433,False,0.125,8,15,0,3,1,1,1,2,1
1465,1,2021-12-10T18:30:00Z,False,0,?,?,?,?,?,?,157,121,1,576,False,,0,0,6,0,0,3,0,3,0
1466,0,2021-12-10T17:51:00Z,False,0,9/14/2023 0:00,Fatal,2.0,0.0,0.0,2.0,157,2145,1,996,False,0.125,5,15,0,3,1,3,1,2,1
1467,0,2021-12-10T14:23:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,250,60,1,2532,False,,0,0,13,3,0,4,0,3,0
1468,0,2021-12-10T05:00:00Z,False,0,?,?,?,?,?,?,179,356,1,2449,False,,0,0,6,0,0,13,0,3,0
1469,0,2021-12-10T05:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,993,1728,6,576,False,,0,0,13,3,0,3,0,3,1
1470,0,2021-12-09T18:00:00Z,False,0,6/9/2022 0:00,Serious,0.0,1.0,0.0,1.0,264,1990,6,2652,True,0.125,5,15,0,3,3,10,1,2,0
1471,0,2021-12-09T17:52:00Z,False,0,7/26/2023 0:00,Serious,0.0,1.0,1.0,2.0,100,474,1,576,False,0.125,5,15,0,3,3,3,1,2,0
1472,0,2021-12-09T16:44:00Z,False,0,4/3/2024 0:00,?,0.0,0.0,0.0,0.0,250,1530,1,488,False,0.125,5,15,0,3,3,4,1,2,0
1473,0,2021-12-09T14:28:00Z,False,0,6/9/2022 0:00,Minor,0.0,0.0,1.0,1.0,896,1600,1,1148,False,0.125,5,15,0,3,3,5,1,2,0
1474,0,2021-12-08T20:57:00Z,False,0,8/31/2022 0:00,Fatal,2.0,0.0,0.0,2.0,932,1551,1,1613,False,0.125,5,15,0,1,1,4,1,2,1
1475,0,2021-12-08T17:25:00Z,False,0,?,?,0.0,0.0,0.0,0.0,811,1383,1,576,False,0.125,0,0,13,3,0,5,0,3,0
1476,0,2021-12-08T16:00:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,896,1587,1,1520,False,0.125,5,15,0,3,3,4,1,2,0
1477,0,2021-12-08T11:13:00Z,False,0,8/31/2022 0:00,Fatal,1.0,0.0,0.0,1.0,1241,1770,1,576,True,0.125,5,15,0,3,3,6,1,2,1
1478,0,2021-12-07T22:24:00Z,False,0,6/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,250,97,1,2630,False,0.125,5,15,0,1,1,4,1,2,1
1479,0,2021-12-07T11:30:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,250,214,1,612,False,0.25,5,13,0,3,3,5,1,2,0
1480,0,2021-12-07T08:57:00Z,False,0,9/27/2023 0:00,Minor,0.0,0.0,1.0,1.0,157,1840,1,2655,False,0.125,5,15,0,3,1,3,1,2,0
1481,0,2021-12-07T07:35:00Z,False,0,?,?,?,?,?,?,250,83,1,576,False,,0,0,13,3,0,3,0,3,0
1482,0,2021-12-05T17:52:00Z,False,0,12/14/2023 0:00,Fatal,2.0,0.0,0.0,2.0,896,1618,1,1912,False,0.25,5,15,0,1,1,10,1,2,1
1483,0,2021-12-05T12:30:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,810,2165,1,457,False,0.125,5,15,0,3,3,5,1,2,0
1484,0,2021-12-04T20:45:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,843,1792,1,576,False,,0,0,13,1,0,13,0,3,1
1485,0,2021-12-04T19:40:00Z,False,0,4/26/2023 0:00,Fatal,4.0,0.0,0.0,4.0,157,2145,1,2772,False,0.125,5,15,0,3,1,4,1,2,1
1486,0,2021-12-04T17:30:00Z,False,0,10/19/2023 0:00,Serious,0.0,2.0,0.0,2.0,1241,1785,1,1140,True,0.125,5,15,0,3,3,1,1,2,0
1487,0,2021-12-04T14:15:00Z,False,0,6/9/2022 0:00,Serious,0.0,1.0,0.0,1.0,523,1144,1,2298,False,0.125,5,15,0,3,3,10,1,2,0
1488,0,2021-12-04T12:50:00Z,False,0,?,?,?,?,?,?,39,633,1,576,False,,0,0,15,1,0,6,0,3,0
1489,0,2021-12-03T19:23:00Z,False,0,8/31/2022 0:00,Fatal,1.0,0.0,0.0,1.0,250,108,1,576,False,0.125,5,15,0,1,1,3,1,2,1
1490,0,2021-12-03T16:30:00Z,False,0,?,Fatal,3.0,0.0,0.0,3.0,250,491,1,576,False,0.125,0,0,15,1,0,13,0,3,1
1491,0,2021-12-03T13:10:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,896,1579,1,2674,False,0.125,5,15,0,3,3,1,1,2,0
1492,0,2021-12-03T12:15:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,250,77,1,1401,False,0.125,5,13,0,3,3,1,1,2,0
1493,0,2021-12-03T11:00:00Z,False,0,6/9/2022 0:00,Minor,0.0,0.0,1.0,1.0,994,1722,6,576,False,0.125,5,14,0,3,3,6,1,2,0
1494,1,2021-12-03T05:00:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,6,2,0,5,0,3,0
1495,0,2021-12-03T05:00:00Z,False,0,?,?,?,?,?,?,896,1672,1,576,False,,0,0,0,3,0,13,0,3,0
1496,0,2021-12-02T15:15:00Z,False,0,5/3/2023 0:00,?,0.0,0.0,0.0,0.0,157,536,1,455,False,0.125,5,15,0,3,3,3,1,2,0
1497,0,2021-12-02T13:58:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,778,242,6,2583,False,0.125,9,6,0,3,3,5,1,2,0
1498,0,2021-12-02T12:15:00Z,False,0,12/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,1012,2182,6,131,True,0.125,5,15,0,3,3,3,1,2,1
1499,0,2021-12-01T19:25:00Z,False,0,6/9/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,154,1,2213,False,0.125,8,6,8,3,3,1,1,2,0
1500,0,2021-12-01T15:50:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,896,1642,1,549,False,0.125,5,15,0,3,3,5,1,2,0
1501,0,2021-12-01T15:50:00Z,False,0,6/9/2022 0:00,Serious,0.0,1.0,1.0,2.0,455,1498,1,491,True,0.125,5,15,0,3,3,10,1,2,0
1502,0,2021-12-01T13:30:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,250,306,1,1600,False,0.25,6,15,0,3,3,5,1,2,0
1503,1,2021-12-01T05:00:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,0,0,10,0,3,0
1504,0,2021-11-30T17:01:00Z,False,0,6/8/2022 0:00,Serious,0.0,1.0,0.0,1.0,896,1558,1,576,False,0.125,5,15,0,3,3,9,1,2,0
1505,0,2021-11-30T14:37:00Z,False,0,8/16/2022 0:00,Minor,0.0,0.0,1.0,1.0,896,1240,1,1465,False,0.125,5,13,0,3,3,5,1,2,0
1506,0,2021-11-30T14:30:00Z,False,0,6/8/2022 0:00,?,0.0,0.0,0.0,0.0,1199,254,1,2345,False,0.125,5,15,0,3,3,11,1,2,0
1507,1,2021-11-30T05:00:00Z,False,0,?,?,?,?,?,?,240,871,1,576,False,,0,0,12,2,0,10,0,3,0
1508,0,2021-11-29T16:00:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,484,1084,1,2298,False,0.125,5,6,8,3,3,10,1,2,0
1509,0,2021-11-29T15:47:00Z,False,0,10/5/2023 0:00,Minor,0.0,0.0,3.0,3.0,896,1677,1,613,False,0.125,8,15,0,3,3,5,1,2,0
1510,0,2021-11-29T12:57:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,387,1,576,False,0.5,0,0,4,3,0,5,2,3,0
1511,0,2021-11-28T17:58:00Z,False,0,6/8/2023 0:00,Fatal,1.0,1.0,0.0,2.0,160,142,6,576,False,0.125,9,15,0,1,3,6,1,2,1
1512,0,2021-11-28T17:00:00Z,False,0,6/8/2022 0:00,Minor,0.0,0.0,1.0,1.0,961,1099,1,206,True,0.125,5,15,0,3,3,4,1,2,0
1513,0,2021-11-28T16:00:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,157,130,1,1124,False,0.25,9,15,0,3,3,5,1,2,0
1514,0,2021-11-28T13:00:00Z,False,0,6/22/2022 0:00,Serious,0.0,1.0,0.0,1.0,1051,1907,1,2606,True,0.125,5,15,0,3,3,5,1,2,0
1515,0,2021-11-27T11:45:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,146,1738,1,2750,True,0.125,5,15,0,3,3,10,1,2,0
1516,1,2021-11-27T02:27:00Z,False,0,?,?,0.0,0.0,0.0,0.0,145,661,1,1054,False,,0,0,15,0,0,1,0,3,0
1517,0,2021-11-26T14:40:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,1179,1537,1,2838,False,0.125,5,15,0,3,3,5,1,2,0
1518,0,2021-11-26T12:10:00Z,False,0,6/9/2022 0:00,?,0.0,0.0,0.0,0.0,896,1565,1,576,False,0.125,5,15,0,3,3,3,1,2,0
1519,0,2021-11-26T01:27:00Z,False,0,?,Fatal,3.0,0.0,0.0,3.0,896,1672,1,576,False,0.25,0,0,12,1,0,13,0,3,1
1520,0,2021-11-25T15:00:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,304,812,1,576,False,0.125,0,0,13,3,0,3,0,3,1
1521,0,2021-11-25T00:33:00Z,False,0,6/8/2022 0:00,Serious,0.0,1.0,0.0,1.0,64,500,1,576,False,0.125,5,15,0,3,3,1,1,2,0
1522,1,2021-11-24T20:36:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,411,1,752,False,0.25,0,0,4,2,0,5,0,3,0
1523,0,2021-11-24T18:46:00Z,False,0,9/14/2023 0:00,Fatal,2.0,0.0,0.0,2.0,250,2048,1,183,False,0.125,5,15,0,1,3,3,1,2,1
1524,0,2021-11-24T13:40:00Z,False,0,7/6/2023 0:00,?,0.0,0.0,0.0,0.0,157,536,1,576,False,0.125,5,15,0,3,3,13,1,2,0
1525,0,2021-11-24T12:40:00Z,False,0,?,?,?,?,?,?,250,495,1,576,False,,0,0,12,3,0,13,0,3,0
1526,0,2021-11-24T11:20:00Z,False,0,8/17/2023 0:00,Minor,0.0,0.0,1.0,1.0,1175,746,1,576,False,0.125,5,15,0,1,3,3,1,2,0
1527,0,2021-11-23T19:40:00Z,False,0,5/26/2022 0:00,?,0.0,0.0,0.0,0.0,896,1623,1,2473,False,0.125,5,15,0,3,3,5,1,2,0
1528,0,2021-11-23T15:04:00Z,False,0,6/8/2022 0:00,?,0.0,0.0,0.0,0.0,157,787,1,2306,False,0.125,5,15,0,3,3,5,1,2,0
1529,0,2021-11-23T11:33:00Z,False,0,6/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,1317,2247,1,1151,True,0.125,5,15,0,1,3,3,1,2,1
1530,1,2021-11-22T18:57:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,0.25,0,0,12,0,0,10,0,3,0
1531,0,2021-11-22T16:10:00Z,False,0,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,419,1758,6,168,True,0.125,5,11,0,3,3,6,1,2,0
1532,0,2021-11-22T15:34:00Z,False,0,6/8/2022 0:00,?,0.0,0.0,0.0,0.0,727,674,6,2639,False,0.25,9,6,8,3,3,3,1,2,0
1533,0,2021-11-22T14:49:00Z,False,0,4/26/2023 0:00,?,0.0,0.0,0.0,0.0,250,1720,1,2261,False,0.125,5,13,0,3,3,5,1,2,0
1534,0,2021-11-22T12:40:00Z,False,0,5/3/2023 0:00,Minor,0.0,0.0,1.0,1.0,1241,1777,1,2749,True,0.125,5,15,0,3,3,3,1,2,0
1535,0,2021-11-21T20:20:00Z,False,0,1/30/2024 0:00,Fatal,3.0,0.0,0.0,3.0,250,2053,1,824,False,0.25,5,15,0,1,3,10,1,2,1
1536,0,2021-11-21T17:44:00Z,False,0,5/26/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,72,1,279,False,0.125,5,13,0,1,3,4,1,2,0
1537,0,2021-11-21T14:25:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,3,0,9,0,3,0
1538,0,2021-11-21T12:00:00Z,False,0,5/26/2022 0:00,?,0.0,0.0,0.0,0.0,250,73,1,2303,False,0.125,5,13,0,3,3,5,1,2,0
1539,0,2021-11-21T10:37:00Z,False,0,6/9/2022 0:00,Serious,0.0,1.0,0.0,1.0,183,724,1,576,False,0.25,6,0,1,0,3,3,1,2,0
