index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN
4449,0,2022-03-20T16:37:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,269,1959,1,576,False,,0,0,13,3,0,3,0,3,0
4450,0,2022-03-20T14:57:00Z,False,0,10/19/2023 0:00,Fatal,2.0,0.0,0.0,2.0,250,73,1,576,False,0.125,5,3,0,1,1,3,1,2,1
4451,0,2022-03-20T13:22:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,105,1964,1,576,False,,0,0,13,3,0,6,0,3,0
4452,0,2022-03-20T10:18:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,739,448,1,2240,False,0.125,5,13,0,3,3,5,1,2,0
4453,1,2022-03-20T09:15:00Z,False,0,?,?,?,?,?,?,179,418,1,708,False,0.25,0,0,4,2,0,4,0,3,0
4454,1,2022-03-19T20:10:00Z,False,0,?,?,0.0,0.0,0.0,0.0,157,465,1,576,False,,0,0,13,4,0,5,0,3,0
4455,0,2022-03-19T19:35:00Z,False,0,9/20/2023 0:00,?,0.0,0.0,0.0,0.0,250,72,1,2651,False,0.125,5,15,0,3,3,10,1,2,0
4456,0,2022-03-19T18:52:00Z,False,0,9/27/2023 0:00,Fatal,1.0,0.0,0.0,1.0,250,60,1,553,False,0.125,5,15,0,3,3,4,1,2,1
4457,0,2022-03-19T17:04:00Z,False,0,9/8/2022 0:00,Serious,0.0,4.0,2.0,6.0,433,606,6,576,False,0.25,9,14,0,3,3,6,1,2,0
4458,0,2022-03-19T15:30:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,896,1597,1,576,False,0.125,0,15,0,3,3,6,1,2,0
4459,0,2022-03-19T08:36:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,878,1513,1,1275,False,0.125,5,13,0,3,3,10,1,2,0
4460,0,2022-03-18T20:15:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,853,1329,1,124,False,0.125,5,15,0,3,3,5,1,2,0
4461,0,2022-03-18T19:30:00Z,False,0,7/7/2023 0:00,?,0.0,0.0,0.0,0.0,896,1620,1,2069,False,0.125,5,15,0,3,3,5,1,2,0
4462,0,2022-03-18T14:32:00Z,False,0,9/20/2023 0:00,Fatal,2.0,0.0,0.0,2.0,782,239,6,576,False,0.125,9,15,0,3,3,6,1,2,1
4463,0,2022-03-17T21:50:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,32,1,2421,False,0.125,0,13,12,3,2,4,0,3,0
4464,0,2022-03-17T21:00:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,250,155,1,968,False,0.125,5,6,8,3,3,11,1,2,0
4465,0,2022-03-17T16:38:00Z,False,0,8/15/2023 0:00,Fatal,3.0,0.0,0.0,3.0,896,1613,1,576,False,0.25,5,15,0,1,3,3,1,2,1
4466,0,2022-03-17T15:38:00Z,False,0,7/5/2022 0:00,Minor,0.0,0.0,1.0,1.0,575,1772,1,86,True,0.125,5,15,0,3,3,5,1,2,0
4467,0,2022-03-17T14:38:00Z,False,0,7/5/2022 0:00,Minor,0.0,0.0,2.0,2.0,855,2164,1,331,True,0.125,5,15,0,3,3,5,1,2,0
4468,0,2022-03-17T14:30:00Z,False,0,2/2/2023 0:00,Minor,0.0,0.0,1.0,1.0,621,239,6,576,False,0.125,9,8,7,3,3,6,1,2,0
4469,0,2022-03-17T13:45:00Z,False,0,11/15/2023 0:00,Fatal,1.0,0.0,0.0,1.0,312,1692,1,576,False,0.125,5,15,0,3,3,3,1,2,1
4470,0,2022-03-17T13:30:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,304,812,1,2298,False,0.125,5,15,0,3,3,5,1,2,0
4471,0,2022-03-17T11:30:00Z,False,0,9/20/2023 0:00,?,0.0,0.0,0.0,0.0,395,1707,1,739,True,0.125,5,15,0,1,3,3,1,2,0
4472,1,2022-03-17T01:45:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,4,0,11,0,3,0
4473,0,2022-03-16T15:56:00Z,False,0,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,19,20,1,576,False,0.125,5,13,0,3,3,6,1,2,0
4474,0,2022-03-16T10:25:00Z,False,0,?,Fatal,1.0,0.0,12.0,13.0,1078,1851,6,576,False,,0,0,13,3,0,5,0,3,1
4475,0,2022-03-15T15:00:00Z,False,0,7/5/2022 0:00,Minor,0.0,0.0,1.0,1.0,433,602,6,576,False,0.125,9,16,8,3,3,1,1,2,0
4476,0,2022-03-15T15:00:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,250,97,1,1892,False,0.125,5,13,0,3,3,5,1,2,0
4477,0,2022-03-14T13:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1613,1,576,False,0.125,0,0,13,3,0,4,0,3,0
4478,0,2022-03-14T12:58:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,250,2045,1,1711,False,0.125,5,15,0,3,3,1,1,2,0
4479,0,2022-03-13T15:00:00Z,False,0,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,128,2015,1,272,True,0.125,5,11,0,3,3,4,1,2,0
4480,0,2022-03-13T12:40:00Z,False,0,8/15/2023 0:00,Minor,0.0,0.0,2.0,2.0,250,43,1,793,False,0.125,5,15,0,3,3,1,1,2,0
4481,0,2022-03-13T09:45:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,1207,1266,1,2347,False,0.125,5,15,0,3,3,10,1,2,0
4482,0,2022-03-12T19:45:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,1079,1816,6,421,False,0.25,9,22,8,3,3,6,1,2,0
4483,0,2022-03-12T13:45:00Z,False,0,7/26/2023 0:00,?,0.0,0.0,0.0,0.0,157,536,1,576,False,0.125,5,15,0,3,3,3,1,2,0
4484,0,2022-03-12T13:45:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,157,536,1,2363,False,,0,13,15,3,0,10,0,3,1
4485,0,2022-03-11T17:05:00Z,False,0,4/10/2024 0:00,?,0.0,0.0,0.0,0.0,270,1960,1,1977,False,0.125,5,15,0,3,3,1,1,2,0
4486,0,2022-03-11T16:05:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,1097,2072,1,2628,False,0.125,8,15,0,3,3,5,1,2,0
4487,0,2022-03-11T14:40:00Z,False,0,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,959,819,1,1569,True,0.125,5,15,0,3,3,5,1,2,0
4488,0,2022-03-11T13:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,160,268,6,576,False,,0,0,13,3,0,6,0,3,0
4489,0,2022-03-11T11:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,269,1959,1,576,False,0.125,0,15,13,1,0,3,0,3,1
4490,1,2022-03-11T03:30:00Z,False,0,3/20/2024 0:00,Fatal,1.0,0.0,0.0,1.0,67,549,1,137,False,0.125,5,15,0,3,1,11,1,2,1
4491,0,2022-03-11T01:13:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,160,149,6,576,False,,0,0,13,4,0,6,0,3,0
4492,0,2022-03-10T15:30:00Z,False,0,1/31/2024 0:00,?,0.0,0.0,0.0,0.0,250,215,1,2216,False,0.25,5,15,0,3,3,11,1,2,0
4493,0,2022-03-10T13:00:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,70,441,1,329,False,0.125,5,15,0,3,3,5,1,2,0
4494,0,2022-03-09T19:12:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,97,1,576,False,,0,0,13,1,0,1,0,3,0
4495,1,2022-03-09T09:40:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,0.25,0,0,12,2,0,10,0,3,0
4496,0,2022-03-09T09:27:00Z,False,0,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,618,1193,1,602,False,0.25,6,15,8,3,1,5,1,2,0
4497,0,2022-03-08T19:46:00Z,False,0,9/20/2023 0:00,Fatal,2.0,0.0,0.0,2.0,250,112,1,1025,False,0.125,5,15,0,1,1,1,1,2,1
4498,0,2022-03-08T15:17:00Z,False,0,7/26/2023 0:00,Minor,0.0,0.0,2.0,2.0,250,1530,1,647,False,0.125,5,15,0,1,3,13,1,2,0
4499,0,2022-03-07T19:30:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,896,1580,1,423,False,0.125,5,15,0,3,3,5,1,2,0
4500,0,2022-03-07T16:21:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,896,1565,1,1634,False,0.125,5,15,0,3,3,5,1,2,0
4501,0,2022-03-07T11:45:00Z,False,0,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,250,308,1,2008,False,0.25,6,16,8,3,3,5,1,2,0
4502,1,2022-03-07T05:20:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,,0,0,12,2,0,4,0,3,0
4503,0,2022-03-07T00:59:00Z,False,0,6/8/2023 0:00,Serious,0.0,1.0,0.0,1.0,47,1409,6,2773,False,0.25,9,19,14,3,3,5,1,2,0
4504,0,2022-03-06T22:30:00Z,False,0,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,157,130,1,1305,False,0.25,8,6,0,3,3,5,1,2,0
4505,0,2022-03-06T17:15:00Z,False,0,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,250,77,1,1693,False,0.125,5,13,0,3,3,5,1,2,0
4506,0,2022-03-06T11:15:00Z,False,0,9/20/2023 0:00,?,0.0,0.0,0.0,0.0,157,533,1,576,False,0.125,5,15,0,3,3,3,1,2,0
4507,1,2022-03-06T10:00:00Z,False,0,?,?,?,?,?,?,179,356,1,1753,False,,0,0,12,0,0,1,0,3,0
4508,1,2022-03-05T18:01:00Z,False,0,?,?,?,?,?,?,775,1418,1,576,False,,0,0,12,0,0,10,0,3,0
4509,0,2022-03-05T16:35:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,250,2034,1,887,False,0.125,5,15,0,3,3,5,1,2,0
4510,0,2022-03-05T13:30:00Z,False,0,9/1/2022 0:00,Serious,0.0,4.0,1.0,5.0,250,2119,1,576,False,0.125,5,6,0,3,1,6,1,2,0
4511,0,2022-03-05T13:00:00Z,False,0,6/28/2023 0:00,Minor,0.0,0.0,1.0,1.0,896,1603,1,796,False,0.125,5,15,0,3,3,3,1,2,0
4512,0,2022-03-05T11:00:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,104,1771,1,2061,True,0.125,5,15,0,3,3,5,1,2,0
4513,1,2022-03-04T19:10:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,0,0,3,0,3,0
4514,1,2022-03-04T12:20:00Z,False,0,?,Serious,0.0,2.0,0.0,0.0,1078,1818,6,576,False,,0,14,12,0,0,0,0,3,0
4515,0,2022-03-04T11:00:00Z,False,0,8/12/2022 0:00,Serious,0.0,2.0,0.0,2.0,19,432,1,1156,False,0.125,5,13,0,3,3,10,1,2,0
4516,0,2022-03-03T19:45:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,250,73,1,2256,False,0.125,5,13,0,3,3,5,1,2,0
4517,0,2022-03-03T05:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,250,2120,1,576,False,,0,0,13,1,0,6,0,3,1
4518,0,2022-03-02T19:05:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,896,1660,1,1345,False,0.125,5,13,0,3,3,10,1,2,0
4519,0,2022-03-02T18:02:00Z,False,0,3/6/2024 0:00,Fatal,1.0,0.0,0.0,1.0,442,1492,1,2480,False,0.125,5,15,0,3,3,5,1,2,1
4520,0,2022-03-02T15:30:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,730,1342,1,1832,False,0.125,5,15,0,3,3,10,1,2,0
4521,0,2022-03-02T11:42:00Z,False,0,9/1/2022 0:00,Serious,0.0,1.0,0.0,1.0,1082,1340,7,576,False,0.125,5,15,0,1,3,6,1,2,0
4522,0,2022-03-02T09:13:00Z,False,0,3/13/2024 0:00,?,0.0,0.0,0.0,0.0,250,101,1,576,False,0.125,5,17,14,3,3,3,1,2,0
4523,1,2022-03-02T05:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,1486,False,,0,0,12,2,0,10,0,3,0
4524,1,2022-03-01T19:15:00Z,False,0,?,?,?,?,?,?,421,978,1,576,False,,0,0,0,0,0,3,0,3,0
4525,0,2022-03-01T18:30:00Z,False,0,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,269,1959,1,576,False,0.125,5,15,0,3,3,6,1,2,0
4526,0,2022-03-01T12:20:00Z,False,0,7/5/2022 0:00,Minor,0.0,0.0,1.0,1.0,996,1721,6,2800,False,0.125,5,13,0,3,3,6,1,2,0
4527,0,2022-03-01T12:05:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,896,1659,1,576,False,0.125,0,1,12,3,0,6,0,3,1
4528,0,2022-02-28T18:30:00Z,False,0,10/5/2023 0:00,Minor,0.0,0.0,2.0,2.0,250,45,1,1970,False,0.125,5,15,0,3,3,3,1,2,0
4529,0,2022-02-28T13:53:00Z,False,0,8/31/2022 0:00,?,0.0,0.0,0.0,0.0,250,155,1,71,False,0.125,8,3,0,3,3,6,1,2,0
4530,0,2022-02-28T13:30:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,993,1725,6,576,False,,0,0,15,1,0,0,0,3,1
4531,0,2022-02-28T13:00:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,250,156,1,576,False,,0,0,13,3,0,3,0,3,1
4532,0,2022-02-28T12:56:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,896,1613,1,1233,False,0.25,5,13,0,3,3,1,1,2,0
4533,0,2022-02-27T21:30:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,896,1580,1,783,False,0.125,5,15,0,3,3,5,1,2,0
4534,0,2022-02-27T20:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,993,1721,6,576,False,0.125,0,0,13,3,0,2,0,3,0
4535,0,2022-02-27T20:00:00Z,False,0,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,250,28,1,521,False,0.125,5,15,0,3,3,10,1,2,0
4536,0,2022-02-27T18:00:00Z,False,0,7/5/2022 0:00,?,0.0,0.0,0.0,0.0,711,253,1,576,True,0.125,5,15,0,3,3,4,1,2,0
4537,0,2022-02-27T13:32:00Z,False,0,8/23/2023 0:00,Minor,0.0,0.0,1.0,1.0,896,1569,1,326,False,0.125,0,15,0,3,3,13,1,2,0
4538,0,2022-02-27T10:58:00Z,False,0,9/20/2023 0:00,Fatal,2.0,0.0,0.0,2.0,1242,1766,1,576,True,0.125,5,15,0,1,3,3,1,2,1
4539,0,2022-02-26T14:00:00Z,False,0,6/22/2022 0:00,Minor,0.0,0.0,1.0,1.0,539,1163,1,576,True,0.125,5,15,0,3,3,10,1,2,0
4540,0,2022-02-26T11:54:00Z,False,0,?,?,0.0,0.0,0.0,0.0,993,1721,6,576,False,,0,0,13,3,0,6,0,3,0
4541,0,2022-02-26T11:43:00Z,False,0,11/7/2023 0:00,?,0.0,0.0,0.0,0.0,896,1596,1,576,False,0.125,5,13,0,3,3,6,1,2,0
4542,0,2022-02-26T10:30:00Z,False,0,6/22/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,71,1,751,False,0.125,5,13,0,3,3,5,1,2,0
4543,0,2022-02-26T06:50:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,250,45,1,576,False,,0,0,0,3,0,3,0,3,1
4544,0,2022-02-26T05:00:00Z,False,0,?,Fatal,14.0,0.0,0.0,14.0,250,155,1,576,False,,0,0,13,4,0,13,0,3,1
4545,1,2022-02-25T13:00:00Z,False,0,?,?,?,?,?,?,775,1417,1,576,False,,0,0,12,0,0,4,0,3,0
4546,0,2022-02-24T17:56:00Z,False,0,9/20/2023 0:00,Fatal,2.0,0.0,0.0,2.0,157,229,1,576,False,0.125,5,13,0,1,3,6,1,2,1
4547,0,2022-02-24T14:40:00Z,False,0,8/15/2023 0:00,Fatal,1.0,0.0,0.0,1.0,385,901,4,775,False,0.125,5,16,0,1,3,4,1,2,1
4548,0,2022-02-24T13:45:00Z,False,0,5/16/2024 0:00,Serious,0.0,2.0,0.0,2.0,250,155,1,2149,False,0.125,8,21,0,3,3,1,1,2,0
4549,1,2022-02-24T13:38:00Z,False,0,?,?,?,?,?,?,421,1037,1,576,False,,0,0,12,0,0,3,0,3,0
4550,0,2022-02-24T12:45:00Z,False,0,9/20/2023 0:00,Serious,0.0,1.0,0.0,1.0,475,1097,1,391,False,0.125,5,15,0,3,3,4,1,2,0
4551,0,2022-02-24T09:45:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,1004,1775,1,2274,True,0.125,5,15,0,3,3,6,1,2,0
4552,0,2022-02-23T15:55:00Z,False,0,?,?,0.0,0.0,0.0,0.0,811,1386,1,2545,False,,0,0,13,4,0,4,0,3,0
4553,0,2022-02-23T14:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,39,652,1,576,False,0.125,0,0,13,3,0,3,0,3,1
4554,0,2022-02-23T08:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,896,1591,1,576,False,,0,0,9,1,0,6,0,3,1
4555,0,2022-02-22T23:41:00Z,False,0,6/28/2023 0:00,Fatal,2.0,0.0,0.0,2.0,896,1621,1,576,False,0.125,5,6,0,1,1,1,1,2,1
4556,0,2022-02-22T11:20:00Z,False,0,7/26/2023 0:00,Fatal,4.0,0.0,0.0,4.0,1078,1813,6,737,False,0.25,9,8,7,1,3,5,1,2,1
4557,0,2022-02-21T15:55:00Z,False,0,10/13/2022 0:00,Serious,0.0,1.0,0.0,1.0,166,441,1,268,False,0.125,5,15,0,3,3,1,1,2,0
4558,0,2022-02-21T12:33:00Z,True,0,3/16/2023 0:00,?,0.0,0.0,0.0,0.0,963,1202,1,664,False,0.25,6,6,0,3,3,10,1,2,0
4559,0,2022-02-21T09:20:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,367,946,1,2298,False,0.125,5,6,8,3,3,5,1,2,0
4560,0,2022-02-20T20:35:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,896,1657,1,2027,False,0.25,0,0,13,1,0,4,0,3,0
4561,0,2022-02-20T16:30:00Z,False,0,11/8/2023 0:00,?,0.0,0.0,0.0,0.0,811,1384,1,1550,False,0.125,5,15,0,3,3,10,1,2,0
4562,0,2022-02-20T16:30:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,397,1482,1,924,False,0.125,5,15,0,3,3,10,1,2,0
4563,0,2022-02-20T15:45:00Z,False,0,9/20/2023 0:00,Minor,0.0,0.0,1.0,1.0,1102,595,5,2567,True,0.125,5,15,0,3,3,10,1,2,0
4564,0,2022-02-20T12:15:00Z,False,0,6/14/2023 0:00,?,0.0,0.0,0.0,0.0,1015,1315,1,576,False,0.125,5,13,0,3,3,3,1,2,0
4565,0,2022-02-19T19:34:00Z,False,0,12/14/2023 0:00,Fatal,1.0,0.0,1.0,2.0,775,302,6,576,False,0.125,9,20,14,3,3,6,1,2,1
4566,0,2022-02-19T18:20:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,711,1849,1,999,True,0.125,5,15,0,3,3,5,1,2,0
4567,0,2022-02-19T16:30:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,780,1042,1,2380,False,0.125,5,15,0,3,3,5,1,2,0
4568,0,2022-02-19T14:28:00Z,False,0,5/1/2024 0:00,Fatal,1.0,0.0,0.0,1.0,818,2160,1,694,True,0.125,5,15,0,1,3,6,1,2,1
4569,0,2022-02-19T14:10:00Z,False,0,9/20/2023 0:00,Serious,0.0,3.0,0.0,3.0,994,1725,6,576,False,0.125,5,15,0,3,3,6,1,2,0
4570,0,2022-02-19T12:15:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,942,842,1,576,False,0.125,5,15,0,3,3,4,1,2,0
4571,0,2022-02-19T11:00:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,1071,1815,1,781,True,0.125,5,15,0,3,3,1,1,2,0
4572,0,2022-02-18T18:00:00Z,False,0,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,76,580,1,2296,False,0.125,5,15,0,3,3,5,1,2,0
4573,0,2022-02-18T17:00:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,1175,721,1,146,False,0.125,5,15,0,3,3,5,1,2,0
4574,0,2022-02-18T16:45:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,267,1909,1,883,True,0.125,5,15,0,3,3,5,1,2,0
4575,0,2022-02-18T14:35:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,896,1660,1,2506,False,0.125,0,13,13,3,0,4,0,3,0
4576,0,2022-02-18T13:52:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,422,1016,1,966,False,0.25,7,6,0,3,3,5,1,2,0
4577,0,2022-02-18T05:00:00Z,False,0,?,?,?,?,?,?,250,60,1,576,False,,0,0,13,3,0,3,0,3,0
4578,0,2022-02-17T15:48:00Z,False,0,6/14/2023 0:00,Serious,0.0,1.0,0.0,1.0,908,1804,1,1000,False,0.125,5,15,0,3,3,4,1,2,0
4579,0,2022-02-17T11:00:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,996,1727,6,1378,False,0.125,5,16,0,3,3,5,1,2,0
4580,0,2022-02-16T22:30:00Z,False,0,8/23/2023 0:00,Fatal,1.0,0.0,0.0,1.0,160,2132,6,576,False,0.125,9,1,9,3,3,3,1,2,1
4581,1,2022-02-16T21:14:00Z,False,0,?,?,0.0,0.0,0.0,0.0,1138,1858,1,2516,False,0.25,0,0,15,3,0,11,0,3,0
4582,0,2022-02-16T18:07:00Z,False,0,4/18/2024 0:00,Fatal,1.0,0.0,2.0,1.0,157,319,1,1133,False,0.25,5,15,0,1,3,10,1,2,1
4583,0,2022-02-16T15:45:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,896,1670,1,2127,False,0.125,5,15,0,3,3,1,1,2,0
4584,0,2022-02-16T12:10:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,1123,6,1,2245,False,0.125,5,13,0,3,3,10,1,2,0
4585,0,2022-02-16T12:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,250,1079,1,576,False,,0,0,6,4,0,3,0,3,1
4586,0,2022-02-16T10:58:00Z,False,0,2/7/2024 0:00,?,0.0,0.0,0.0,0.0,658,1256,10,576,False,0.75,1,11,0,3,3,6,1,2,0
4587,1,2022-02-15T23:00:00Z,False,0,?,?,?,?,?,?,45,512,1,576,False,,0,0,4,4,0,10,0,3,0
4588,0,2022-02-15T19:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,45,1,576,False,,0,0,13,3,0,3,0,3,0
4589,0,2022-02-15T10:55:00Z,False,0,6/28/2023 0:00,?,0.0,0.0,0.0,0.0,189,748,1,895,False,0.25,5,13,0,3,3,5,1,2,0
4590,0,2022-02-14T17:40:00Z,False,0,6/14/2023 0:00,Serious,0.0,1.0,0.0,1.0,896,1655,1,106,False,0.125,5,15,0,3,3,13,1,2,0
4591,0,2022-02-14T16:20:00Z,False,0,?,?,?,?,?,?,501,2139,6,576,False,,0,0,13,1,0,6,0,3,0
4592,0,2022-02-13T15:02:00Z,False,0,1/30/2024 0:00,Fatal,8.0,0.0,0.0,8.0,895,1682,1,1987,False,0.125,8,15,0,1,1,3,1,2,1
4593,0,2022-02-13T11:20:00Z,False,0,12/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,898,1678,1,2146,False,0.125,8,15,0,1,3,4,1,2,1
4594,0,2022-02-12T18:57:00Z,False,0,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,72,1,1899,False,0.125,5,13,0,3,3,1,1,2,0
4595,0,2022-02-12T17:57:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,76,1,576,False,0.125,0,0,13,3,0,5,0,3,0
4596,0,2022-02-12T00:12:00Z,False,0,6/14/2022 0:00,Serious,0.0,1.0,0.0,1.0,160,142,6,576,False,,9,6,8,2,3,10,1,2,0
4597,0,2022-02-11T21:06:00Z,False,0,6/14/2023 0:00,Serious,0.0,2.0,0.0,2.0,811,1387,1,1471,False,0.125,5,15,0,3,3,1,1,2,0
4598,0,2022-02-11T18:50:00Z,False,0,?,?,?,?,?,?,250,303,1,2407,False,,0,0,13,3,0,5,0,3,0
4599,0,2022-02-11T15:30:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,160,286,6,1218,False,0.125,5,15,0,3,3,6,1,2,0
4600,0,2022-02-11T15:15:00Z,False,0,9/22/2022 0:00,?,0.0,0.0,0.0,0.0,811,1381,1,649,False,0.125,5,15,0,2,3,11,1,2,0
4601,0,2022-02-11T12:03:00Z,False,0,6/22/2022 0:00,?,0.0,0.0,0.0,0.0,250,28,1,1131,False,0.125,5,15,0,3,3,5,1,2,0
4602,0,2022-02-10T21:06:00Z,False,0,6/14/2023 0:00,?,0.0,0.0,0.0,0.0,270,1960,1,576,False,0.125,5,15,0,3,3,3,1,2,0
4603,1,2022-02-10T16:08:00Z,False,0,?,?,0.0,0.0,0.0,0.0,1183,155,1,910,False,0.125,0,0,13,0,0,5,0,3,0
4604,0,2022-02-10T15:30:00Z,False,0,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,250,2047,1,2050,False,0.125,5,15,0,3,3,5,1,2,0
4605,0,2022-02-10T15:30:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,250,87,1,1143,False,0.125,5,15,0,3,3,5,1,2,0
4606,0,2022-02-10T14:05:00Z,False,0,?,?,?,?,?,?,896,1622,1,576,False,,0,0,15,1,0,6,0,3,0
4607,0,2022-02-10T12:05:00Z,False,0,3/13/2024 0:00,Minor,0.0,0.0,1.0,1.0,351,1428,1,1848,False,0.125,7,17,14,1,3,3,1,2,0
4608,1,2022-02-10T05:17:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,0.25,0,0,12,2,0,3,0,3,0
4609,1,2022-02-10T05:00:00Z,False,0,?,?,?,?,?,?,45,516,1,2642,False,,0,0,6,0,0,1,0,3,0
4610,0,2022-02-09T18:48:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,270,1959,1,2551,False,0.125,5,15,0,3,3,1,1,2,0
4611,0,2022-02-09T17:28:00Z,False,0,2/21/2024 0:00,?,0.0,0.0,0.0,0.0,605,241,6,576,False,0.125,9,16,0,3,3,3,1,2,0
4612,0,2022-02-09T17:20:00Z,False,0,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,591,2129,6,62,False,0.125,5,15,0,3,3,5,1,2,0
4613,0,2022-02-09T12:30:00Z,False,0,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,250,42,1,1247,False,0.125,5,13,0,3,3,1,1,2,0
4614,0,2022-02-09T10:30:00Z,False,0,6/14/2022 0:00,Minor,0.0,0.0,1.0,1.0,811,1387,1,807,False,0.125,5,15,0,3,3,1,1,2,0
