"Mkey	EventDate	City	State	Country	ReportNo	N#	SerialNumber	HasSafetyRec	Mode	ReportType	OriginalPublishedDate	DocketOriginalPublishedDate	HighestInjuryLevel	FatalInjuryCount	SeriousInjuryCount	MinorInjuryCount	OnboardInjuryCount	OnGroundInjuryCount	ProbableCause	Findings	EventID	Latitude	Longitude 	Make	Model	AirCraftCategory	AirportID	AirportName	AmateurBuilt	NumberOfEngines	EngineType	Scheduled	PurposeOfFlight	FAR	AirCraftDamage	WeatherCondition	Operator	BroadPhaseofFlight	ReportStatus	RepGenFlag	MostRecentReportType	DocketUrl	ReportUrl			",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23FA239	ACC	192369	2023-06-14T10:03:00Z	Watertown	Wisconsin	United States		N1025C	29-0308	FALSE	Aviation				Fatal	2	0	0	2	0				43.208247	-88.748909	MOONEY	M20R	AIR	RYV	Watertown Municipal Airport	false	1			PERS	091	Destroyed	IMC		Enroute	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192369/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	DCA23WA333	INC	192462	2023-06-14T04:00:00Z	Heraklion		Greece		OK-TSO		FALSE	Aviation															BOEING	737	AIR			false			SCHD		NUSC	None		Smartwings	Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA427	ACC	193477	2023-06-13T23:35:00Z	Indianola	Mississippi	United States		UNREG	UNK	FALSE	Aviation	DirectorBrief	2/1/2024 0:00	2024-02-01T18:00:00Z	Minor	0	0	1	1	0	The non-certificated pilot’s loss of control during the night landing.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		33.484907	-90.678996	QUAD CITY	CHALLENGER	AIR	IDL	INDIANOLA MUNI	true	1			PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=193477	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193477/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23LA294	ACC	192606	2023-06-13T11:30:00Z	Wagener	South Carolina	United States		OE-DSD	50.C.A.A.017	FALSE	Aviation	DirectorBrief	8/31/2023 0:00	2023-08-31T17:00:00Z	None	0	0	0	0		""The pilot’s decision to take off from a short", grass runway in gusting wind conditions," resulting in a rejected takeoff and runway excursion.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Capability exceeded", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot," Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation""		33.5976	-81.50911	DIAMOND	DA50	AIR	N/A	SD Farms	false	1	REC		PERS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192606	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192606/pdf",,,,,,,,,,,,,,,,,,,
"cases2023.csv	ENG24WA001	INC	193185	2023-06-13T04:00:00Z	Timaru		New Zealand		ZK-NEM		FALSE	Aviation															DE HAVILLAND	DHC8	AIR			false					NUSC	None			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23FA225	ACC	192360	2023-06-12T11:29:00Z	McCall	Idaho	United States		N3138C	R18200239	FALSE	Aviation	DirectorBrief	11/14/2024 0:00	2024-11-14T18:00:00Z	Fatal	1	1	0	2		""Maintenance personnel's failure to properly torque and inspect the magneto hardware"," which resulted in a partial loss of engine power.""	""Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Incorrect service/maintenance", Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel," Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome""		44.902999999999999	-116.102	CESSNA	R182	AIR	MYL	MC CALL MUNI	false	1	REC		PERS	091	Substantial	VMC	TURBO-SPHERE INC	Initial Climb	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192360	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192360/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA231	ACC	192405	2023-06-12T10:30:00Z	Chelan	Washington	United States		N88GJ	HO 1186	FALSE	Aviation	DirectorBrief	10/26/2023 0:00	2023-10-26T17:00:00Z	Minor	0	0	1	1		""The pilot’s improper selection of a touchdown point and delayed recognition"," which resulted in an impact with an obstacle.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		47.866010000000003	-119.9427	JOHNSON GARY L	FISHER HORIZON 1	AIR	S10	LAKE CHELAN	true	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192405	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192405/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	DCA23WA317	INC	192375	2023-06-12T07:22:00Z	Perth Airport		Austria		VH-IWQ		FALSE	Aviation													-31.944486999999999	115.971023	BOEING	737	AIR		Peth Aerodrome	false					NUSC	None			Takeoff	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA238	ACC	192359	2023-06-11T20:54:00Z	Gassville	Arkansas	United States		N9523V	700013	FALSE	Aviation	DirectorBrief	7/27/2023 0:00	2023-07-27T17:00:00Z	None	0	0	0	0		The pilot’s failure to maintain control of the airplane during takeoff with a quartering tailwind.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained""		36.269413	-92.486958	MOONEY	M10	AIR	pvt	Roller Field	false	1	REC		PERS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192359	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192359/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA230	ACC	192404	2023-06-11T18:10:00Z	Mimbres	New Mexico	United States		N60605	25379	FALSE	Aviation	DirectorBrief	10/20/2023 0:00	2023-10-20T17:00:00Z	Serious	0	1	1	2		The pilot’s inflight loss of control while landing with wind gusts that resulted in a hard landing and subsequent nose over.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Attain/maintain not possible""		32.814163999999998	-107.93999	VANS	RV6A	AIR	NM69	CASAS ADOBES AIRPARK	true	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192404	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192404/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23FA266	ACC	192351	2023-06-11T16:06:00Z	Porter	New York	United States		N85TP	2828	FALSE	Aviation	DirectorBrief	10/3/2024 0:00	2024-10-03T17:00:00Z	Fatal	1	0	0	1	0	""The pilot’s failure to maintain control of the airplane while initiating a low-altitude aerobatic maneuver"," which resulted in impact with trees and terrain. Contributing to the accident was the pilot’s high-risk behavior.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		43.264552000000002	-78.966189	WONDER MICHAEL S	HARMON ROCKET	AIR	63NY	SHEAR	true	1	REC		PERS	091	Substantial	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192351	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192351/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	GAA23WA166	ACC	192377	2023-06-11T15:10:00Z	""TERESINA"," PI""	Other Foreign	Brazil		PT-DLO		FALSE	Aviation				None	0	0	0	0							BEECH	A36	AIR			false					NUSN	Substantial			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA237	ACC	192358	2023-06-11T15:06:00Z	Pratt	Kansas	United States		N85RB	831	FALSE	Aviation	DirectorBrief	7/27/2023 0:00	2023-07-27T17:00:00Z	Minor	0	0	2	2	0	Fuel exhaustion due to the pilot’s inadequate preflight planning.	""Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management"," Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot""		37.621943999999999	-98.834278	BELL	206B	HELI	PTT	Pratt Regional	false	1	TS	NSCH	AOBV	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192358	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192358/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	DCA23WA311	INC	192354	2023-06-10T23:35:00Z	Casablanca	Other Foreign	Morocco		CN-RGV		FALSE	Aviation					0	0	0		0				33.367221999999998	-7.589722	BOEING	737	AIR	GMMN	Mohammed V International Airport	false			SCHD		NUSC	Unknown		Royal Air Moroc	Takeoff	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23LA296	ACC	192615	2023-06-10T17:00:00Z	Lumberton	New Jersey	United States		N8126X	28-8090154	FALSE	Aviation	DirectorBrief	12/13/2023 0:00	2023-12-13T18:00:00Z	None	0	0	0	0		""The student pilot’s improper flight control inputs and the flight instructor’s delayed remedial action during takeoff"," which resulted in a runway excursion and impact with the runway edge lights.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained," Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot""		39.934277999999999	-74.807222	PIPER	PA-28-181	AIR	N14	FLYING W	false	1	REC		INST	091	Substantial	VMC	Freeflight Aviation Llc.	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192615	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192615/pdf",,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA224	ACC	192357	2023-06-10T16:00:00Z	Agness	Oregon	United States		N1778C	30478	FALSE	Aviation	DirectorBrief	10/20/2023 0:00	2023-10-20T17:00:00Z	None	0	0	0	0		""The pilot’s failure to maintain sufficient airspeed and decision to touch down on the surface of the water"," resulting in a nose over.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained""		42.4895	-124.2094	CESSNA	180	AIR			false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192357	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192357/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23LA267	ACC	192352	2023-06-10T14:03:00Z	Venice	Florida	United States		N49PF	24213316	FALSE	Aviation				Serious	0	1	0	1					27.071268	-82.440033	FLY GYROS LLC	M24 ORION	GYRO	VNC	VENICE MUNI	false	1			PERS	091	Substantial	VMC		Takeoff	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192352/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA253	ACC	192424	2023-06-10T13:15:00Z	Watkins	Colorado	United States		N6886P	24-2022	FALSE	Aviation	DirectorBrief	8/31/2023 0:00	2023-08-31T17:00:00Z	None	0	0	0	0	0	The pilot’s failure to extend the landing gear before landing. Contributing to the accident was the pilot’s failure to utilize the prelanding checklist to ensure the landing gear was extended before landing.	""Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot", Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot," Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot""		39.793655999999999	-104.54977	PIPER	PA-24-250	AIR	CFO	Colorado Air and Spaceport	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192424	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192424/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23FA265	ACC	192348	2023-06-10T11:21:00Z	Orangeburg	South Carolina	United States		N8725A	D-2364	FALSE	Aviation				Fatal	1	0	0	1	0				33.595176000000002	-80.877736	BEECH	B35	AIR			false	1			PERS	091	Destroyed	VMC		Enroute	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192348/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23FA223	ACC	192347	2023-06-10T07:51:00Z	Apache Junction	Arizona	United States		N759F	133	FALSE	Aviation	DirectorBrief	4/24/2025 0:00	2025-04-24T18:00:00Z	Fatal	2	0	0	2		The pilot’s controlled flight into the mountainous terrain due to diminished depth perception as a result of the shadowing effect from the sun’s position. Contributing to the accident was the decision by all three pilots to fly low altitude around the mountainous terrain.	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot of other aircraft, Environmental issues - Conditions/weather/phenomena - Light condition - (general) - Effect on personnel, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Awareness of condition," Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Ability to respond/compensate""		33.418819999999997	-111.43533	COMPAGNIE DAHER	TB 30 EPSILON	AIR			false	1	REC		PERS	091	Destroyed	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192347	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192347/pdf",,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA234	ACC	192410	2023-06-09T21:55:00Z	Olivehurst	California	United States		N4761A	P21000821	FALSE	Aviation	DirectorBrief	4/4/2024 0:00	2024-04-04T17:00:00Z	None	0	0	0	0		The pilot’s failure to extend the landing gear before landing.	""Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot", Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot," Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated""		39.096001000000001	-121.56819	CESSNA	P210N	AIR	KMYV	Yuba County Airport	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192410	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192410/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA227	ACC	192400	2023-06-09T17:45:00Z	Jerome	Idaho	United States		N800YA	C00308	FALSE	Aviation	DirectorBrief	10/20/2023 0:00	2023-10-20T17:00:00Z	None	0	0	0	0		""The pilot’s failure to maintain directional control during landing"," which resulted in rollover.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained""		42.726683000000001	-114.45664	CAMILLE E PATCH	CALIDUS	GYRO	JER	JEROME COUNTY	true	1	REC	NSCH	PERS	091	Substantial	VMC	AVIATE LLC DBA	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192400	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192400/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	GAA23WA165	ACC	192365	2023-06-09T16:03:00Z	Stella Maris		Bahamas		N9253M	32R-8513010	FALSE	Aviation				Fatal	1	0	0	1					23.994333000000001	-75.919917	PIPER	PA-32R-301	AIR			false	1				NUSN	Destroyed			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA235	ACC	192344	2023-06-09T13:03:00Z	Colorado Springs	Colorado	United States		N16JV	49-3155	FALSE	Aviation	DirectorBrief	8/31/2023 0:00	2023-08-31T17:00:00Z	None	0	0	0	0	0	The pilot’s failure to maintain directional control during landing.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		38.811335999999997	-104.71548	NORTH AMERICAN	T-6G	AIR	COS	CITY OF COLORADO SPRINGS MUNI	false	1	REC		PERS	091	Substantial	VMC	Greatest Generation Naval Museum	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192344	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192344/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA228	ACC	192402	2023-06-09T08:50:00Z	Bryce Canyon	Utah	United States		N56QC	0215610	FALSE	Aviation	DirectorBrief	10/20/2023 0:00	2023-10-20T17:00:00Z	None	0	0	0	0		The pilot's failure to maintain control of the airplane during the landing roll and subsequent impact with terrain during go-around.	""Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained""		37.706446999999997	-112.1458	BENOIT LECLAIR	RANS S-7S	AIR	BCE	BRYCE CANYON	true	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192402	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192402/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA236	ACC	192356	2023-06-08T18:30:00Z	Stevens Point	Wisconsin	United States		N223WH	18051355	FALSE	Aviation	DirectorBrief	10/5/2023 0:00	2023-10-05T17:00:00Z	None	0	0	0	0	0	The pilot’s failure to maintain directional control during landing that resulted in a ground loop and impact with the runway.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		44.545135999999999	-89.530284	CESSNA	180G	AIR	STE	Stevens Point Municipal Airport	false	1	REC	NSCH	PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192356	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192356/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA221	ACC	192343	2023-06-08T15:00:00Z	Bend	Oregon	United States		N340SW	340A0531	FALSE	Aviation	DirectorBrief	10/20/2023 0:00		None	0	0	0	0		""The pilot’s failure to maintain clearance from the fuel station"," resulting in a ground collision and fire.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Incorrect use/operation""		44.090000000000003	-121.2	CESSNA	340A	AIR	KBND	Bend Municipal	false	2	REC		PERS	091	Substantial	VMC		Taxi	Completed		Final		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192343/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA220	ACC	192341	2023-06-08T13:19:00Z	Nephi	Utah	United States		N7318Y	30-361	FALSE	Aviation				None	0	0	0	0					39.736583000000003	-111.87005	PIPER	PA-30	AIR	U14	NEPHI MUNI	false	2			PERS	091	Substantial	VMC	GIBSON STANLEY A	Landing	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192341/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23FA219	ACC	192338	2023-06-08T12:40:00Z	Rio Vista	California	United States		N202GM	56	FALSE	Aviation				Fatal	2	0	0	2					38.192880000000002	-121.68608	STEEN	SKYBOLT	AIR	O88		true	1			PERS	091	Substantial	VMC		Unknown	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192338/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA222	ACC	192345	2023-06-07T15:45:00Z	Wishram	Washington	United States		N7155F	15063755	FALSE	Aviation	DirectorBrief	10/20/2023 0:00	2023-10-20T17:00:00Z	None	0	0	0	0		""The pilot’s improper fuel management"," which resulted in fuel exhaustion and a total loss of""																								",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	""engine power.""""""	""Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot"," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		45.666069999999998	-121.02039000000001	CESSNA	150F	AIR			FALSE	1	REC		AOBV	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192345	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192345/pdf																					",,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	WPR23LA218	ACC	192332	2023-06-07T15:15:00Z	Chillicothe	Missouri	United States		N731UF	18803160T	FALSE	Aviation	DirectorBrief	11/7/2024 0:00	2024-11-07T19:00:00Z	Minor	0	0	1	1		""A partial loss of engine power due to a tear in the fuel manifold diaphragm"," which prevented sufficient fuel flow to the engine.""	""Aircraft - Aircraft systems - Fuel system - Fuel distribution - Malfunction", Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome," Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome""		39.799999999999997	-93.67	CESSNA	A188B	AIR	UKN		false	1	REC		AAPL	137	Destroyed	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192332	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192332/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA232	ACC	192330	2023-06-07T15:00:00Z	Bloomfield	Nebraska	United States		N48485	44B	FALSE	Aviation	DirectorBrief	3/19/2025 0:00	2025-03-19T18:00:00Z	None	0	0	0	0	0	A partial loss of engine power during takeoff for reasons that could not be determined.	Aircraft - Aircraft power plant - Power plant - (general) - Unknown/Not determined		42.579723999999999	-97.673675	GRUMMAN ACFT ENG COR-SCHWEIZER	G-164B	AIR	84Y	Bloomfield Municipal	false	1	TP		AAPL	137	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192330	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192330/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23FA260	ACC	192326	2023-06-07T11:15:00Z	Colonial Beach	Virginia	United States		N835BC	21605	FALSE	Aviation	DirectorBrief	6/26/2024 0:00	2024-06-26T17:00:00Z	Fatal	2	0	0	2	0	""The pilot’s failure to maintain adequate airspeed while maneuvering at low altitude"," which resulted in an exceedance of the airplane’s critical angle of attack and a subsequent aerodynamic stall.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained""		38.118333999999997	-76.973895	VANS	RV6	AIR	PVT		true	1	REC		PERS	091	Destroyed	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192326	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192326/pdf",,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23LA261	ACC	192331	2023-06-06T21:17:00Z	Panama City	Florida	United States		N87RT	106	FALSE	Aviation				None	0	0	0	0	0				30.358241	-85.795602	DASSAULT-BREGUET	FALCON 10	AIR	ECP		false	2			PERS	091	Substantial	VMC	Aviation Development Group	Landing	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192331/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ERA23FA258	ACC	192324	2023-06-06T14:52:00Z	Jamestown	New York	United States		C-GNMT	1814	FALSE	Aviation				Fatal	2	0	0	2	0				42.155000000000001	-79.263333	CIRRUS	SR22	AIR	KJHW	Chautauqua County/Jamestown Airport	false	1			INST	091	Destroyed	VMC		Initial Climb	In work		Prelim		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192324/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA231	ACC	192328	2023-06-06T13:08:00Z	Harlingen	Texas	United States		N91157	20700096	FALSE	Aviation	DirectorBrief	8/29/2024 0:00	2024-08-29T17:00:00Z	None	0	0	0	0	0	""The improper installation of the throttle control arm to the throttle control cable attachment end"," which resulted in a failure of the control arm and a loss of engine power in flight.""	""Aircraft - Aircraft power plant - Engine fuel and control - Fuel controlling system - Failure"," Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel""		26.228099	-97.658703	CESSNA	207	AIR	HRL	VALLEY INTL	false	1	REC		AAPL	091	Substantial	VMC	GARZA AIRCRAFT INC	Initial Climb	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192328	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192328/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	GAA23WA164	ACC	192342	2023-06-06T12:10:00Z	Guadalajara		Mexico		XB-GOO	24-1572	FALSE	Aviation															PIPER	PA-24-250	AIR	MMGL		false					NUSN	Unknown			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	CEN23LA229	ACC	192321	2023-06-05T19:00:00Z	Salem	Wisconsin	United States		N42220	14470	FALSE	Aviation	DirectorBrief	8/31/2023 0:00	2023-08-31T17:00:00Z	Minor	0	0	1	1	0	""The pilot’s improper landing flare"," which resulted in a hard landing and the left main landing gear collapse.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		42.609999999999999	-88.16	PIPER	J3C-65	AIR	PVT	Private	false	1	REC	NSCH	PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=192321	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192321/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2023.csv	ENG23WA029	INC	192367	2023-06-05T17:54:00Z	Sola	Other Foreign	Norway		LN-OMI	920287	FALSE	Aviation				None	0	0	0	0							SIKORSKY	S92	HELI			false	2		SCHD	BUS	135	None		Bristow Norway AS	Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
