"Mkey	EventDate	City	State	Country	ReportNo	N#	SerialNumber	HasSafetyRec	Mode	ReportType	OriginalPublishedDate	DocketOriginalPublishedDate	HighestInjuryLevel	FatalInjuryCount	SeriousInjuryCount	MinorInjuryCount	OnboardInjuryCount	OnGroundInjuryCount	ProbableCause	Findings	EventID	Latitude	Longitude 	Make	Model	AirCraftCategory	AirportID	AirportName	AmateurBuilt	NumberOfEngines	EngineType	Scheduled	PurposeOfFlight	FAR	AirCraftDamage	WeatherCondition	Operator	BroadPhaseofFlight	ReportStatus	RepGenFlag	MostRecentReportType	DocketUrl	ReportUrl			",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA025	ACC	104194	2021-10-31T11:50:00Z	Rexburg	Idaho	United States		N1082V	R1722110	FALSE	Aviation	DirectorBrief	4/5/2023 0:00	2023-04-05T17:00:00Z	None	0	0	0	0		A total loss of engine power for reasons that could not be determined based on the available evidence. Contributing to the accident was the pilot’s decision to operate the airplane with a known mechanical issue.	""Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Not specified", Not determined - Not determined - (general) - (general) - Unknown/Not determined," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot""		43.824078999999998	-111.80785	CESSNA	R172K	AIR	RXE	Rexburg-Madison County	false	1	REC		INST	091	Substantial	VMC	Dean N. Jordan	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104194	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104194/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA024	ACC	104189	2021-10-31T09:37:00Z	Forrest City	Arkansas	United States		N6713G	15072213	FALSE	Aviation	DirectorBrief	11/8/2023 0:00	2023-11-08T18:00:00Z	Fatal	1	0	1	2		The pilot’s loss of control during landing. Contributing to the pilot’s injuries was his ejection from the airplane resulting from him not wearing his available seat restraints.	""Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained""		34.941997999999998	-90.774966	CESSNA	150L	AIR	FCY	Forrest City Muni Airport	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104189	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104189/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA023	ACC	104197	2021-10-31T04:00:00Z	Ciocanesti	Other Foreign	Romania		YR-7007		FALSE	Aviation				None	0	0	0	0							ZENITH	601	AIR			false					NUSN	Substantial			Initial Climb	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ENG22WA003	INC	104315	2021-10-31T04:00:00Z	Ciudad de la Costa		Uruguay		CX-CAR	219958	FALSE	Aviation				Fatal	2	0	0	2	0						BOEING	727	AIR		SUMU	false	3				UNK	None		Air Class Cargo	Takeoff	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA036	ACC	104257	2021-10-30T19:10:00Z	Hudson Oaks	Texas	United States		N29615	17700993	FALSE	Aviation	DirectorBrief	6/8/2023 0:00	2023-06-08T17:00:00Z	None	0	0	0	0		The partial loss of engine power due to fuel exhaustion. Contributing was the pilot’s improper fuel planning.	""Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level", Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		32.747967000000003	-97.67409	CESSNA	177	AIR	WEA	PARKER COUNTY	false	1	REC		PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104257	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104257/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA027	ACC	104205	2021-10-30T14:37:00Z	La Porte	Texas	United States		N86612	1008-74	FALSE	Aviation	DirectorBrief	4/5/2023 0:00	2023-04-05T17:00:00Z	None	0	0	0	0		A total loss of engine power due to the failure of the carburetor float assembly.	""Environmental issues - Physical environment - Object/animal/substance - Pole - Contributed to outcome"," Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Failure""		29.669250000000002	-95.064194	BELLANCA	7ECA	AIR	T41	LA PORTE MUNI	false	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104205	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104205/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA025	ACC	104215	2021-10-30T08:00:00Z	Tulisa Park	Other Foreign	South Africa		ZS-PMT	28-21139	FALSE	Aviation				Serious	0	2	0	2					-26.245778000000001	28.117972	CESSNA	182P	AIR			false	1				UNK	Substantial			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA037	ACC	104185	2021-10-29T16:00:00Z	Waverly	Tennessee	United States		N30SH	30-1262	FALSE	Aviation	DirectorBrief	9/7/2023 0:00	2023-09-07T17:00:00Z	None	0	0	0	0		""The pilot’s improper pre-flight fuel planning"," which resulted in a total loss of engine power to both engines due to fuel exhaustion.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management," Aircraft - Fluids/misc hardware - Fluids - Fuel - Not serviced/maintained""		36.024276	-87.819159	PIPER	PA-30	AIR	0M5	Humphrey's County	false	2	REC		PERS	091	Substantial	IMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104185	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104185/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA028	ACC	104206	2021-10-29T14:15:00Z	Greeley	Colorado	United States		N125WB	505-2008	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2022-01-18T05:00:00Z	None	0	0	0	0		The pilot’s loss of directional control during the landing roll.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained""		40.437417000000003	-104.63322	AMERICAN CHAMPION AIRCRAFT	8GCBC	AIR	GXY	GREELEY-WELD COUNTY	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104206	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104206/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA037	ACC	104258	2021-10-28T16:26:00Z	Hammond	Louisiana	United States		N899RW	D-6064	FALSE	Aviation	DirectorBrief	8/31/2022 0:00	2022-06-28T04:00:00Z	None	0	0	0	0		A complete loss of engine power due to oil starvation as a result of the oil filter safety wire fracturing and the oil filter becoming loose in flight for a reason that could not be determined given the evidence available during the investigation.	""Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Malfunction", Aircraft - Fluids/misc hardware - Fluids - Oil - Fluid level, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Owner/builder," Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Unknown/Not determined""		30.478888999999999	-90.384167	BEECH	K35	AIR	HDC	Hammond Northshore Regional Airport	false	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104258	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104258/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22FA022	ACC	104177	2021-10-28T13:11:00Z	Ukiah	California	United States		N1870V	17263776	FALSE	Aviation	DirectorBrief	4/27/2023 0:00	2023-04-26T17:00:00Z	Fatal	1	0	0	1		""A power interruption due to water-contaminated fuel"," which resulted in the student pilot aborting the takeoff and landing hard. Contributing to the accident were a leak in the left fuel tank that allowed water to enter and damage to the fuel tank that prevented water from being properly drained during the preflight inspection.""	""Aircraft - Aircraft systems - Fuel system - Fuel storage - Damaged/degraded", Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Aircraft - Aircraft systems - Fuel system - Fuel storage - Fatigue/wear/corrosion," Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot""		39.122619	-123.2004	CESSNA	172	AIR	UKI	Ukiah Municipal Airport	false	1	REC	NSCH	INST	091	Substantial	VMC	Mike Smith Aviation	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104177	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104177/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA040	ACC	104190	2021-10-28T12:10:00Z	ROBBINSVILLE	New Jersey	United States		N281F	70	FALSE	Aviation	DirectorBrief	6/8/2022 0:00	2022-05-18T04:00:00Z	None	0	0	0	0		""The pilot’s failure to extend the landing gear prior to landing"," which resulted in substantial damage to the lower fuselage. Contributing to the accident was the pilot’s failure to utilize the aircraft checklist.""	""Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot", Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated," Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot""		40.213943999999998	-74.601778	JACK A FROHBIETER	QUESTAIR VENTURE	AIR	N87	TRENTON-ROBBINSVILLE	true	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104190	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104190/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA031	ACC	104227	2021-10-28T12:00:00Z	Covelo	California	United States		N27TK	51138	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2022-03-08T15:00:00Z	None	0	0	0	0		A passenger’s unsecured object departed the cabin resulted in a collision with the tail rotor drive shaft.	""Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Contributed to outcome"," Personnel issues - Action/decision - Info processing/decision - Understanding/comprehension - Passenger""		39.790500000000002	-123.26633	BELL	206L-3	HELI	UKI	UKIAH MUNI	false	1	TS		AOBV	091	Substantial	VMC	Helico Sonoma Inc.	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104227	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104227/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22FA023	ACC	104178	2021-10-28T09:11:00Z	Snoqualmie	Washington	United States		N40KA	27-0171	FALSE	Aviation	DirectorBrief	5/3/2023 0:00	2023-05-03T17:00:00Z	Fatal	1	0	0	1		""The pilot’s decision to fly the airplane into known icing conditions"," which resulted in a loss of airplane control and collision with terrain.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on operation," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		47.592300000000002	-121.633	MOONEY	M20M	AIR	N/A		false	1	REC		PERS	091	Substantial	IMC	ANOTHER GREASER LLC	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104178	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104178/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA030	ACC	104226	2021-10-27T19:42:00Z	Newdale	Idaho	United States		N1671J	28-24072	FALSE	Aviation	DirectorBrief	5/4/2022 0:00		Minor	0	0	2	2		The flight instructor’s failure to monitor the flight to ensure terrain clearance during the dark night conditions.	""Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot", Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained," Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation""		43.829999999999998	-111.5	PIPER	PA-28-140	AIR	N/A		false	1	REC		INST	091	Substantial	VMC	Idaho Flight Academy	Enroute	Completed		Final		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104226/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22FA021	ACC	104170	2021-10-27T18:17:00Z	Lena	Wisconsin	United States		N75RM	EA-402	FALSE	Aviation	DirectorBrief	9/20/2023 0:00	2023-09-20T17:00:00Z	Fatal	1	0	0	1	0	""Impairment and subsequent incapacitation of the pilot for reasons that could not be determined. The incapacitation resulted in a loss of engine power due to fuel starvation.  Likely contributing was pilot hypoxia due to altitude exposure", possibly worsened by effects of undiagnosed pulmonary hypertension, by premature depletion of the supplemental oxygen supply," or by a combination of those factors.""	""Aircraft - Aircraft systems - Oxygen system - (general) - Damaged/degraded", Personnel issues - Physical - Impairment/incapacitation - (general) - Pilot," Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Not used/operated""		44.992109999999997	-88.24405	BEECH	B36TC	AIR	NA		false	1	REC	NSCH	PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104170	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104170/pdf",,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA033	ACC	104171	2021-10-27T17:50:00Z	Ballston Spa	New York	United States		N2353Z	1963	FALSE	Aviation	DirectorBrief	8/30/2023 0:00	2023-08-30T17:00:00Z	None	0	0	0	0	0	""The flight instructor’s and student pilot’s inadequate preflight fuel planning and improper in-flight fuel management"," which resulted in a total loss of engine power due to fuel starvation.""	""Personnel issues - Task performance - Planning/preparation - Fuel planning - Instructor/check pilot", Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level," Personnel issues - Task performance - Planning/preparation - Fuel planning - Student/instructed pilot""		43.042794999999998	-73.871071	BEECH	23	AIR	5B2	SARATOGA COUNTY	false	1	REC		INST	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104171	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104171/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA042	ACC	104195	2021-10-27T17:00:00Z	Flemingsburg	Kentucky	United States		N4363W	32R-8429018	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2021-12-30T05:00:00Z	None	0	0	0	0	0	""The pilot’s failure to obtain the proper touchdown point or go-around"," which resulted in a runway excursion.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained""		38.541817000000002	-83.743377	PIPER	PA32R	AIR	FGX	Fleming-Mason Airport	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104195	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104195/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA031	ACC	104165	2021-10-26T23:23:00Z	Folkston	Georgia	United States		N525AT	12065	FALSE	Aviation	DirectorBrief	9/7/2023 0:00	2023-09-07T17:00:00Z	Fatal	1	0	0	1		""The pilot’s low altitude maneuvering"," which resulted in a collision with a utility pole.""	""Environmental issues - Physical environment - Object/animal/substance - Pole - Awareness of condition", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot," Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel""		30.84	-82.013297	VANS AIRCRAFT INC	RV-12	AIR	3J6		false	1	REC		PERS	091	Destroyed	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104165	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104165/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA035	ACC	104176	2021-10-26T14:45:00Z	Immokalee	Florida	United States		N305JD	4636061	FALSE	Aviation	DirectorBrief	5/26/2022 0:00	2022-05-13T04:00:00Z	None	0	0	0	0		The flight instructor’s delayed remedial action which resulted in the airplane impacting terrain short of the runway.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained"," Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot""		26.437508000000001	-81.385322	PIPER	PA46	AIR	IMM	Immokalee Regional	false	1	TP		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104176	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104176/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA020	ACC	104168	2021-10-26T13:30:00Z	Benton	Illinois	United States		N816ZH	75-10581	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2021-11-18T05:00:00Z	None	0	0	0	0	0	""The pilot’s improper landing flare"," which resulted in a hard landing and the nose landing gear collapsing.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained""		38.008499999999998	-88.934444	HALL TERRENCE / HALL CATHIE	CRUZER CH-750	AIR	H96	Benton Municipal	false	1	REC	NSCH	FLTS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104168	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104168/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA021	ACC	104179	2021-10-26T06:05:00Z	Eswatini		South Africa		V5-HOC		FALSE	Aviation				Fatal	1	0	0	1							BELL	206	HELI	N/A		false					NUSN	Destroyed			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA019	ACC	104167	2021-10-24T22:26:00Z	Papua	Other Foreign	Papua New Guinea		PK-SNN		FALSE	Aviation				Fatal	1	1	0	2							Cessna	208	AIR			false					NUSN	Substantial			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA022	ACC	104182	2021-10-24T18:40:00Z	Vilhena	Other Foreign	Brazil		PR-PRB	T18803484T	FALSE	Aviation				None	0	0	0	0					-12.738856999999999	-60.19931	CESSNA	T188	AIR	SD9A	Caputi Aerodrome	false	1				NUSN	Substantial		Master Aviacao Agricola LTDAb	Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA032	ACC	104166	2021-10-24T15:45:00Z	Pickens	South Carolina	United States		N3771M	88-17109	FALSE	Aviation	DirectorBrief	5/26/2022 0:00		None	0	0	0	0		""The pilot’s failure to maintain directional control during landing"," resulting in a runway excursion and collision with rocky terrain.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome""		34.804000000000002	-82.709	NORTH AMERICAN	AT-6D	AIR	LQK	PICKENS COUNTY	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104166/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA024	ACC	104193	2021-10-24T11:00:00Z	St Ignatius	Montana	United States		N25WX	18266453	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2021-12-21T15:00:00Z	Serious	0	1	0	1		""The pilot's improper preflight fuel planning"," which resulted in a total loss of engine power due to fuel exhaustion.""	""Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level"," Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot""		47.325000000000003	-114.08083	CESSNA	182Q	AIR	52S	ST IGNATIUS	false	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104193	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104193/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC22LA004	ACC	104158	2021-10-23T18:25:00Z	Willow	Alaska	United States		N368G	1801	FALSE	Aviation	DirectorBrief	5/3/2023 0:00	2023-05-03T17:00:00Z	Fatal	1	1	0	2		""The pilot's exceedance of the airplane’s critical angle of attack while maneuvering for landing"," which resulted in an aerodynamic stall and loss of control.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained""		61.718812	-150.05409	GREGG ORIGER	PA-18 REPLICA	AIR	AK68	MINUTEMAN STRIP	true	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104158	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104158/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA022	ACC	104175	2021-10-23T14:45:00Z	Wadsworth	Ohio	United States		N94400	15285663	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2022-01-18T05:00:00Z	None	0	0	0	0		The student pilot’s failure to maintain aircraft control during the final approach resulting in a bounced landing.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained," Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome""		41.003061000000002	-81.756522	CESSNA	152	AIR	15G	Skypark Airport	false	1	REC		INST	091	Substantial	VMC	SKYPARK INC	Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104175	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104175/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22FA019	ACC	104152	2021-10-23T14:40:00Z	Marengo	Wisconsin	United States		N843AC	843-99	FALSE	Aviation	DirectorBrief	11/29/2023 0:00	2023-11-29T18:00:00Z	Fatal	2	0	0	2	0	""The pilot’s failure to maintain adequate airspeed during the steep turn"," which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. Also causal was the pilot’s decision to conduct steep turns without sufficient altitude to safely recover from an inadvertent aerodynamic stall.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		46.406685000000003	-90.898016	American Champion Aircraft	8KCAB	AIR			false	1	REC		PERS	091	Destroyed	VMC	One Two Kilo Delta Corporation	Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104152	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104152/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA029	ACC	104156	2021-10-23T13:34:00Z	Westhampton Beach	New York	United States		N1188L	172S10370	FALSE	Aviation	DirectorBrief	8/30/2023 0:00	2023-08-30T17:00:00Z	None	0	0	0	0	0	A total loss of engine power during cruise flight for reasons that could not be determined based on the available evidence.	Not determined - Not determined - (general) - (general) - Unknown/Not determined		40.843618999999997	-72.631812	CESSNA	172	AIR	FOK	Francis S Gabreski	false	1	REC		PERS	091	Substantial	VMC		Unknown	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104156	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104156/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA22LA015	ACC	104161	2021-10-23T09:55:00Z	Miami	Florida	United States		N252NN	17000642	FALSE	Aviation	DirectorBrief	7/20/2022 0:00	2022-07-20T19:00:00Z	Serious	0	1	0	1		An abrupt jerk of the airplane as the captain applied the parking brake during the tow that caused a flight attendant to fall and break her wrist.	""Personnel issues - Task performance - Communication (personnel) - Language/accent - Ground crew", Personnel issues - Task performance - Communication (personnel) - Interpretation/understanding - Pilot," Aircraft - Aircraft systems - Communications system - Interphone - Malfunction""		25.796900000000001	-80.2762	EMBRAER S A	ERJ 170-200 LR	AIR	MIA	MIAMI INTL	false	2	TF	SCHD		121	None	VMC	Envoy Air	Pushback/Tow	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104161	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104161/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA028	ACC	104155	2021-10-23T09:50:00Z	Sligo	Pennsylvania	United States		N7371P	24-2552	FALSE	Aviation	DirectorBrief	5/26/2022 0:00	2022-05-12T04:00:00Z	None	0	0	0	0		A total loss of engine power due to fuel exhaustion as a result of the pilots mismanagement of fuel.	""Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Incorrect use/operation", Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot," Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management""		41.146599999999999	-79.466	PIPER	PA-24-250	AIR			false	1	REC		PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104155	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104155/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA027	ACC	104154	2021-10-22T17:50:00Z	Orlando	Florida	United States		N925DR	50000059	FALSE	Aviation	DirectorBrief	6/22/2023 0:00	2023-06-22T17:00:00Z	None	0	0	0	0		""The pilot's inadvertent application of the right brake during the landing roll"," which resulted in a loss of directional control and a subsequent runway excursion.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		28.429389	-81.309	EMBRAER	EMB500	AIR	MCO	ORLANDO INTL	false	2	TF		PERS	091	Substantial	VMC	""Scout About"," LLC""	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104154	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104154/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22FA026	ACC	104150	2021-10-22T15:57:00Z	Walterboro	South Carolina	United States		N1652H	32R-7780168	FALSE	Aviation	DirectorBrief	12/20/2023 0:00	2023-12-20T18:00:00Z	Fatal	1	1	0	2	0	""The pilot’s inadequate fuel planning and fuel management"," which resulted in a loss of engine power due to fuel starvation.""	""Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot", Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management," Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level""		33.042499999999997	-80.598217	PIPER	PA-32R-300	AIR	RBW	LOWCOUNTRY RGNL	false	1	REC		PERS	091	Destroyed	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104150	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104150/pdf",,,,,,,,,,,,,,,,,,,,
